dataset,split,K,epsilon_level,epsilon,n_test,eta_u_trim,eta_o_trim,eta_trim,n_pairs,n_pairs_kept,frac_kept,n_pairs_eta,frac_eta,ratio,LK_eta_trim,c_coeff,additive_bound,eta_path_raw,eta_u_path_raw,eta_o_path_raw,LK_raw,eta_u_cert,eta_o_cert,eta_cert,n_infeasible,frac_infeasible,eps_min_feasible,eps_min_feas_K,eps_cert,eta_u_certbest,eta_o_certbest,eta_certbest,LK_certbest,bound_certbest
wine,14,3,1,0.027777777777777776,36,4.563262684649979,2.2826059807118573,10.41613069554129,36,17,0.4722222222222222,15,0.4166666666666667,0.8611111111111112,0.09296539666960346,0.8484510511721699,0.02226114240525598,514.8544600939778,225.55555555559107,2.2826059807118573,0.0019410392354064498,inf,inf,inf,4,0.1111111111111111,0.15499549018247416,0.15499549018247416,0.15809539998612365,1.188422634850585,1.0279223270658433,1.2216061603533344,0.6155450222713363,-0.0783619041878591
wine,14,3,2,0.05555555555555555,36,3.0859590934217853,2.2826059807118573,7.044028682876708,36,14,0.3888888888888889,13,0.3611111111111111,0.8611111111111112,0.13535223612658165,0.8353829277795947,-0.003878251836684138,514.8544600939778,225.55555555559107,2.2826059807118573,0.0019410392354064498,inf,inf,inf,2,0.05555555555555555,0.15499549018247416,0.15499549018247416,0.15809539998612365,1.188422634850585,1.0279223270658433,1.2216061603533344,0.6155450222713363,-0.0783619041878591
wine,14,4,1,0.027777777777777776,36,4.563262684649979,2.2826059807118573,10.41613069554129,46,17,0.3695652173913043,15,0.32608695652173914,0.8611111111111112,0.0926035567839546,0.8451487102761709,-0.0013018554689532696,514.8544600939778,225.55555555559107,2.2826059807118573,0.001940882233777641,inf,inf,inf,6,0.13043478260869565,0.15499549018247416,0.15499549018247416,0.15809539998612365,1.188422634850585,1.0279223270658433,1.2216061603533344,0.5998376890783681,-0.30176227440738834
wine,14,4,2,0.05555555555555555,36,3.0859590934217853,2.2826059807118573,7.044028682876708,46,14,0.30434782608695654,13,0.2826086956521739,0.8611111111111112,0.13458375892658037,0.8306399493727321,-0.05000289648958231,514.8544600939778,225.55555555559107,2.2826059807118573,0.001940882233777641,inf,inf,inf,2,0.043478260869565216,0.15499549018247416,0.15499549018247416,0.15809539998612365,1.188422634850585,1.0279223270658433,1.2216061603533344,0.5998376890783681,-0.30176227440738834
wine,14,5,1,0.027777777777777776,36,4.563262684649979,2.2826059807118573,10.41613069554129,55,17,0.3090909090909091,15,0.2727272727272727,0.8888888888888888,0.09238827317970089,0.843183919000355,-0.024720604459237308,514.8544600939778,225.55555555559107,2.2826059807118573,0.001940788049058395,inf,inf,inf,6,0.10909090909090909,0.15499549018247416,0.15499549018247416,0.15809539998612365,1.188422634850585,1.0279223270658433,1.2216061603533344,0.5909640828179815,-0.5193637716819927
wine,14,5,2,0.05555555555555555,36,3.0859590934217853,2.2826059807118573,7.044028682876708,55,14,0.2545454545454545,13,0.23636363636363636,0.8888888888888888,0.13412833830145732,0.8278291305338715,-0.09582419795795144,514.8544600939778,225.55555555559107,2.2826059807118573,0.001940788049058395,inf,inf,inf,2,0.03636363636363636,0.15499549018247416,0.15499549018247416,0.15809539998612365,1.188422634850585,1.0279223270658433,1.2216061603533344,0.5909640828179815,-0.5193637716819927
wine,14,6,1,0.027777777777777776,36,4.563262684649979,2.2826059807118573,10.41613069554129,63,17,0.2698412698412698,15,0.23809523809523808,0.8888888888888888,0.09224550025315748,0.8418808982642074,-0.04806798279087707,514.8544600939778,225.55555555559107,2.2826059807118573,0.001940725266018628,inf,inf,inf,6,0.09523809523809523,0.15499549018247416,0.15499549018247416,0.15809539998612365,1.188422634850585,1.0279223270658433,1.2216061603533344,0.5852579949419621,-0.7342704286891862
wine,14,6,2,0.05555555555555555,36,3.0859590934217853,2.2826059807118573,7.044028682876708,63,14,0.2222222222222222,13,0.20634920634920634,0.8888888888888888,0.1338270441218865,0.8259695675073883,-0.1414961450472429,514.8544600939778,225.55555555559107,2.2826059807118573,0.001940725266018628,inf,inf,inf,2,0.031746031746031744,0.15499549018247416,0.15499549018247416,0.15809539998612365,1.188422634850585,1.0279223270658433,1.2216061603533344,0.5852579949419621,-0.7342704286891862
wine,14,7,1,0.027777777777777776,36,4.563262684649979,2.2826059807118573,10.41613069554129,70,17,0.24285714285714285,15,0.21428571428571427,0.8888888888888888,0.09214388389111305,0.8409534939580731,-0.0713748510451789,514.8544600939778,225.55555555559107,2.2826059807118573,0.0019406804243062847,inf,inf,inf,6,0.08571428571428572,0.15499549018247416,0.15499549018247416,0.15809539998612365,1.188422634850585,1.0279223270658433,1.2216061603533344,0.5812793366276104,-0.9477051151438308
wine,14,7,2,0.05555555555555555,36,3.0859590934217853,2.2826059807118573,7.044028682876708,70,14,0.2,13,0.18571428571428572,0.8888888888888888,0.13361295743397272,0.8246482419846921,-0.18708358111562978,514.8544600939778,225.55555555559107,2.2826059807118573,0.0019406804243062847,inf,inf,inf,2,0.02857142857142857,0.15499549018247416,0.15499549018247416,0.15809539998612365,1.188422634850585,1.0279223270658433,1.2216061603533344,0.5812793366276104,-0.9477051151438308
wine,15,1,1,0.027777777777777776,36,2.5039336857518686,1.9032193158953725,4.76553495644405,13,11,0.8461538461538461,11,0.8461538461538461,0.8275862068965516,0.2098400303721999,1.050851041336293,0.18064972366841398,7.550536746490506,3.9672447013487484,1.9032193158953725,0.1324409156030928,inf,inf,inf,1,0.07692307692307693,0.17617775619232634,0.17617775619232634,0.21975164368373432,1.0007058988302495,1.0,1.0007058988302495,0.9992945991114126,0.559791311743944
