K,n,eta,tau,x,y,balanced,F,G,Ghat_xy
6,48,2.0,1,34,5,1,1,1.21611354813,1.21611354813
6,48,2.0,1,34,6,1,1,1.21611354813,1.21611354813
6,48,2.0,1,35,0,0,0.869096257894,1.05909757649,1.21611354813
6,48,2.0,1,35,1,0,0.960164718609,1.18788782874,1.21611354813
6,48,2.0,1,35,2,0,0.99960055177,1.21582751739,1.21611354813
6,48,2.0,1,35,3,0,0.99998481907,1.21610281359,1.21611354813
6,48,2.0,1,35,4,1,1,1.21611354813,1.21611354813
6,48,2.0,1,35,5,1,1,1.21611354813,1.21611354813
6,48,2.0,1,35,6,1,1,1.21611354813,1.21611354813
6,48,2.0,1,36,0,0,0.869096257894,1.05909757649,1.21611354813
6,48,2.0,1,36,1,0,0.960164718609,1.18788782874,1.21611354813
6,48,2.0,1,36,2,0,0.99960055177,1.21582751739,1.21611354813
6,48,2.0,1,36,3,0,0.99998481907,1.21610281359,1.21611354813
6,48,2.0,1,36,4,1,1,1.21611354813,1.21611354813
6,48,2.0,1,36,5,1,1,1.21611354813,1.21611354813
6,48,2.0,1,36,6,1,1,1.21611354813,1.21611354813
6,48,2.0,1,37,0,0,0.869096257894,1.05909757649,1.21611354813
6,48,2.0,1,37,1,0,0.960164718609,1.18788782874,1.21611354813
6,48,2.0,1,37,2,0,0.99960055177,1.21582751739,1.21611354813
6,48,2.0,1,37,3,0,0.99998481907,1.21610281359,1.21611354813
6,48,2.0,1,37,4,0,1,1.21611354813,1.21611354813
6,48,2.0,1,37,5,1,1,1.21611354813,1.21611354813
6,48,2.0,1,37,6,1,1,1.21611354813,1.21611354813
6,48,2.0,1,38,0,0,0.869096257894,1.05909757649,1.21611354813
6,48,2.0,1,38,1,0,0.960164718609,1.18788782874,1.21611354813
6,48,2.0,1,38,2,0,0.99960055177,1.21582751739,1.21611354813
6,48,2.0,1,38,3,0,0.99998481907,1.21610281359,1.21611354813
6,48,2.0,1,38,4,0,1,1.21611354813,1.21611354813
6,48,2.0,1,38,5,1,1,1.21611354813,1.21611354813
6,48,2.0,1,38,6,1,1,1.21611354813,1.21611354813
6,48,2.0,1,39,0,0,0.869096257894,1.05909757649,1.21611354813
6,48,2.0,1,39,1,0,0.960164718609,1.18788782874,1.21611354813
6,48,2.0,1,39,2,0,0.99960055177,1.21582751739,1.21611354813
6,48,2.0,1,39,3,0,0.99998481907,1.21610281359,1.21611354813
6,48,2.0,1,39,4,0,1,1.21611354813,1.21611354813
6,48,2.0,1,39,5,1,1,1.21611354813,1.21611354813
6,48,2.0,1,39,6,1,1,1.21611354813,1.21611354813
6,48,2.0,1,40,0,0,0.869096257894,1.05909757649,1.21611354813
6,48,2.0,1,40,1,0,0.960164718609,1.18788782874,1.21611354813
6,48,2.0,1,40,2,0,0.99960055177,1.21582751739,1.21611354813
6,48,2.0,1,40,3,0,0.99998481907,1.21610281359,1.21611354813
6,48,2.0,1,40,4,0,1,1.21611354813,1.21611354813
6,48,2.0,1,40,5,1,1,1.21611354813,1.21611354813
6,48,2.0,1,40,6,1,1,1.21611354813,1.21611354813
6,48,2.0,1,41,0,0,0.869096257894,1.05909757649,1.21611354813
6,48,2.0,1,41,1,0,0.960164718609,1.18788782874,1.21611354813
6,48,2.0,1,41,2,0,0.99960055177,1.21582751739,1.21611354813
6,48,2.0,1,41,3,0,0.99998481907,1.21610281359,1.21611354813
6,48,2.0,1,41,4,0,1,1.21611354813,1.21611354813
6,48,2.0,1,41,5,1,1,1.21611354813,1.21611354813
6,48,2.0,1,41,6,1,1,1.21611354813,1.21611354813
6,48,2.0,1,42,0,0,0.869096257894,1.05909757649,1.21611354813
6,48,2.0,1,42,1,0,0.960164718609,1.18788782874,1.21611354813
6,48,2.0,1,42,2,0,0.99960055177,1.21582751739,1.21611354813
6,48,2.0,1,42,3,0,0.99998481907,1.21610281359,1.21611354813
6,48,2.0,1,42,4,0,1,1.21611354813,1.21611354813
6,48,2.0,1,42,5,1,1,1.21611354813,1.21611354813
6,48,2.0,1,42,6,1,1,1.21611354813,1.21611354813
8,64,2.0,1,0,0,1,-0,-0,-0
8,64,2.0,1,0,1,1,0.125,0.0883883476483,0.0883883476483
8,64,2.0,1,0,2,0,0.25,0.20192578301,0.170884138787
8,64,2.0,1,0,3,0,0.375,0.361698196333,0.247880210516
8,64,2.0,1,0,4,0,0.5,0.519310523327,0.319743210797
8,64,2.0,1,0,5,0,0.625,0.67692285032,0.386815344392
8,64,2.0,1,0,6,0,0.75,0.836016708131,0.450054604326
8,64,2.0,1,0,7,0,0.875,0.996664974658,0.5094609906
8,64,2.0,1,0,8,0,1,1.15926737426,0.568867376875
8,64,2.0,1,1,0,1,0.0666666666667,0.0883883476483,0.0883883476483
8,64,2.0,1,1,1,1,0.183333333333,0.170884138787,0.170884138787
8,64,2.0,1,1,2,0,0.3,0.272636461129,0.247880210516
8,64,2.0,1,1,3,0,0.416666666667,0.420623761432,0.319743210797
8,64,2.0,1,1,4,0,0.533333333333,0.566450975406,0.386815344392
8,64,2.0,1,1,5,0,0.65,0.71227818938,0.450054604326
8,64,2.0,1,1,6,0,0.766666666667,0.85958693417,0.5094609906
8,64,2.0,1,1,7,0,0.883333333333,1.00845008768,0.568867376875
8,64,2.0,1,1,8,0,1,1.15926737426,0.624440889488
8,64,2.0,1,2,0,1,0.128888888889,0.170884138787,0.170884138787
8,64,2.0,1,2,1,1,0.237777777778,0.247880210516,0.247880210516
8,64,2.0,1,2,2,0,0.346666666667,0.33863309404,0.319743210797
8,64,2.0,1,2,3,0,0.455555555556,0.475620955524,0.386815344392
8,64,2.0,1,2,4,0,0.564444444444,0.610448730679,0.450054604326
8,64,2.0,1,2,5,0,0.673333333333,0.745276505835,0.5094609906
8,64,2.0,1,2,6,0,0.782222222222,0.881585811807,0.568867376875
8,64,2.0,1,2,7,0,0.891111111111,1.0194495265,0.624440889488
8,64,2.0,1,2,8,0,1,1.15926737426,0.679984340347
8,64,2.0,1,3,0,1,0.186962962963,0.247880210516,0.247880210516
8,64,2.0,1,3,1,1,0.288592592593,0.319743210797,0.319743210797
8,64,2.0,1,3,2,0,0.390222222222,0.400229951423,0.386815344392
8,64,2.0,1,3,3,0,0.491851851852,0.52695167001,0.450054604326
8,64,2.0,1,3,4,0,0.593481481481,0.651513302268,0.5094609906
8,64,2.0,1,3,5,0,0.695111111111,0.776074934527,0.568867376875
8,64,2.0,1,3,6,0,0.796740740741,0.902118097602,0.624440889488
8,64,2.0,1,3,7,0,0.89837037037,1.02971566939,0.679984340347
8,64,2.0,1,3,8,0,1,1.15926737426,0.735467667698
8,64,2.0,1,4,0,1,0.241165432099,0.319743210797,0.319743210797
8,64,2.0,1,4,1,1,0.336019753086,0.386815344392,0.386815344392
8,64,2.0,1,4,2,0,0.430874074074,0.457720351648,0.450054604326
8,64,2.0,1,4,3,0,0.525728395062,0.574860336864,0.5094609906
8,64,2.0,1,4,4,0,0.620582716049,0.689840235751,0.568867376875
8,64,2.0,1,4,5,0,0.715437037037,0.804820134639,0.624440889488
8,64,2.0,1,4,6,0,0.810291358025,0.921281564343,0.679984340347
8,64,2.0,1,4,7,0,0.905145679012,1.03929740276,0.735467667698
8,64,2.0,1,4,8,0,1,1.15926737426,0.790830748032
8,64,2.0,1,5,0,1,0.291302843549,0.386815344392,0.386815344392
8,64,2.0,1,5,1,1,0.380736662623,0.450054604326,0.450054604326
8,64,2.0,1,5,2,0,0.470170481697,0.513293864261,0.5094609906
8,64,2.0,1,5,3,0,0.559604300771,0.622768102156,0.568867376875
8,64,2.0,1,5,4,0,0.647683440617,0.728166447985,0.624440889488
8,64,2.0,1,5,5,0,0.735762580463,0.833564793814,0.679984340347
8,64,2.0,1,5,6,0,0.823841720309,0.94044467046,0.735467667698
8,64,2.0,1,5,7,0,0.911920860154,1.04887895582,0.790830748032
8,64,2.0,1,5,8,0,1,1.15926737426,0.845953334333
8,64,2.0,1,6,0,1,0.341440255,0.450054604326,0.450054604326
8,64,2.0,1,6,1,1,0.42545357216,0.5094609906,0.5094609906
8,64,2.0,1,6,2,1,0.509466889321,0.568867376875,0.568867376875
8,64,2.0,1,6,3,0,0.593480206481,0.670675867449,0.624440889488
8,64,2.0,1,6,4,0,0.674784165185,0.766492660219,0.679984340347
8,64,2.0,1,6,5,0,0.756088123889,0.86230945299,0.735467667698
8,64,2.0,1,6,6,0,0.837392082592,0.959607776577,0.790830748032
8,64,2.0,1,6,7,0,0.918696041296,1.05846050888,0.845953334333
8,64,2.0,1,6,8,0,1,1.15926737426,0.900594932566
8,64,2.0,1,7,0,1,0.386167792972,0.5094609906,0.5094609906
8,64,2.0,1,7,1,1,0.470170481697,0.568867376875,0.568867376875
8,64,2.0,1,7,2,1,0.548763296944,0.624440889488,0.624440889488
8,64,2.0,1,7,3,0,0.627356112191,0.718583632741,0.679984340347
8,64,2.0,1,7,4,0,0.701884889753,0.804818872453,0.735467667698
8,64,2.0,1,7,5,0,0.776413667315,0.891054112165,0.790830748032
8,64,2.0,1,7,6,0,0.850942444876,0.978770882694,0.845953334333
8,64,2.0,1,7,7,0,0.925471222438,1.06804206194,0.900594932566
8,64,2.0,1,7,8,0,1,1.15926737426,0.954274554665
8,64,2.0,1,8,0,1,0.430895330944,0.568867376875,0.568867376875
8,64,2.0,1,8,1,1,0.509488146191,0.624440889488,0.624440889488
8,64,2.0,1,8,2,1,0.588038447697,0.679984340347,0.679984340347
8,64,2.0,1,8,3,0,0.661232017901,0.766491398033,0.735467667698
8,64,2.0,1,8,4,0,0.72898561432,0.843145084687,0.790830748032
8,64,2.0,1,8,5,0,0.79673921074,0.919798771341,0.845953334333
8,64,2.0,1,8,6,0,0.86449280716,0.997933988811,0.900594932566
8,64,2.0,1,8,7,0,0.93224640358,1.077623615,0.954274554665
8,64,2.0,1,8,8,0,1,1.15926737426,1.00603022449
8,64,2.0,1,9,0,0,0.470212995438,0.596669164058,0.624440889488
8,64,2.0,1,9,1,1,0.548805810685,0.679984340347,0.679984340347
8,64,2.0,1,9,2,1,0.62727108471,0.735467667698,0.735467667698
8,64,2.0,1,9,3,0,0.69510792361,0.814399163326,0.790830748032
8,64,2.0,1,9,4,0,0.756086338888,0.881471296921,0.845953334333
8,64,2.0,1,9,5,0,0.817064754166,0.948543430516,0.900594932566
8,64,2.0,1,9,6,0,0.878043169444,1.01709709493,0.954274554665
8,64,2.0,1,9,7,0,0.939021584722,1.08720516806,1.00603022449
8,64,2.0,1,9,8,0,1,1.15926737426,1.05393798979
8,64,2.0,1,10,0,0,0.509530659932,0.624470951242,0.679984340347
8,64,2.0,1,10,1,1,0.588123475178,0.735467667698,0.735467667698
8,64,2.0,1,10,2,1,0.666418694241,0.790830748032,0.790830748032
8,64,2.0,1,10,3,0,0.72898382932,0.862306928618,0.845953334333
8,64,2.0,1,10,4,0,0.783187063456,0.919797509155,0.900594932566
8,64,2.0,1,10,5,0,0.837390297592,0.977288089691,0.954274554665
8,64,2.0,1,10,6,0,0.891593531728,1.03626020104,1.00603022449
8,64,2.0,1,10,7,0,0.945796765864,1.09678672111,1.05393798979
8,64,2.0,1,10,8,0,1,1.15926737426,1.07619673178
8,64,2.0,1,11,0,0,0.548848324425,0.679683722805,0.735467667698
8,64,2.0,1,11,1,1,0.627441139672,0.790830748032,0.790830748032
8,64,2.0,1,11,2,1,0.705396248811,0.845953334333,0.845953334333
8,64,2.0,1,11,3,0,0.76285973503,0.91021469391,0.900594932566
8,64,2.0,1,11,4,0,0.810287788024,0.958123721389,0.954274554665
8,64,2.0,1,11,5,0,0.857715841018,1.00603274887,1.00603022449
8,64,2.0,1,11,6,0,0.905143894012,1.05542330716,1.05393798979
8,64,2.0,1,11,7,0,0.952571947006,1.10636827417,1.07619673178
8,64,2.0,1,11,8,0,1,1.15926737426,1.08995333279
8,64,2.0,1,12,0,0,0.588165988919,0.734806309106,0.790830748032
8,64,2.0,1,12,1,1,0.666758804165,0.845953334333,0.845953334333
8,64,2.0,1,12,2,1,0.744033693457,0.900594932566,0.900594932566
8,64,2.0,1,12,3,0,0.796735640739,0.958122459203,0.954274554665
8,64,2.0,1,12,4,0,0.837388512592,0.996449933622,1.00603022449
8,64,2.0,1,12,5,0,0.878041384444,1.03477740804,1.05393798979
8,64,2.0,1,12,6,0,0.918694256296,1.07458641328,1.07619673178
8,64,2.0,1,12,7,0,0.959347128148,1.11594982723,1.08995333279
8,64,2.0,1,12,8,0,1,1.15926737426,1.10133810604
8,64,2.0,1,13,0,0,0.627483653412,0.789447907339,0.845953334333
8,64,2.0,1,13,1,1,0.706076468659,0.900594932566,0.900594932566
8,64,2.0,1,13,2,1,0.781990918254,0.954274554665,0.954274554665
8,64,2.0,1,13,3,1,0.830611546449,1.00603022449,1.00603022449
8,64,2.0,1,13,4,0,0.864489237159,1.03477614586,1.05393798979
8,64,2.0,1,13,5,0,0.898366927869,1.06352206722,1.07619673178
8,64,2.0,1,13,6,0,0.93224461858,1.0937495194,1.08995333279
8,64,2.0,1,13,7,0,0.96612230929,1.12553138029,1.10133810604
8,64,2.0,1,13,8,0,1,1.15926737426,1.11082541708
8,64,2.0,1,14,0,0,0.666801317906,0.843127529438,0.900594932566
8,64,2.0,1,14,1,1,0.745394133153,0.954274554665,0.954274554665
8,64,2.0,1,14,2,1,0.818587703356,1.00603022449,1.00603022449
8,64,2.0,1,14,3,1,0.864487452159,1.05393798979,1.05393798979
8,64,2.0,1,14,4,0,0.891589961727,1.07310235809,1.07619673178
8,64,2.0,1,14,5,0,0.918692471295,1.09226672639,1.08995333279
8,64,2.0,1,14,6,0,0.945794980864,1.11291262551,1.10133810604
8,64,2.0,1,14,7,0,0.972897490432,1.13511293335,1.11082541708
8,64,2.0,1,14,8,0,1,1.15926737426,1.11873150962
8,64,2.0,1,15,0,0,0.7061189824,0.894883199268,0.954274554665
8,64,2.0,1,15,1,1,0.784711797646,1.00603022449,1.00603022449
8,64,2.0,1,15,2,1,0.852463609066,1.05393798979,1.05393798979
8,64,2.0,1,15,3,1,0.883942223879,1.07619673178,1.07619673178
8,64,2.0,1,15,4,0,0.907869356913,1.09311576981,1.08995333279
8,64,2.0,1,15,5,0,0.931796489948,1.11003480783,1.10133810604
8,64,2.0,1,15,6,0,0.955723622983,1.12695384585,1.11082541708
8,64,2.0,1,15,7,0,0.978532665689,1.14308227462,1.11873150962
8,64,2.0,1,15,8,0,1,1.15926737426,1.1258469929
8,64,2.0,1,16,0,0,0.737597597212,0.917141941265,1.00603022449
8,64,2.0,1,16,1,0,0.816190412459,1.02828896649,1.05393798979
8,64,2.0,1,16,2,1,0.883942223879,1.07619673178,1.07619673178
8,64,2.0,1,16,3,1,0.903396995598,1.08995333279,1.08995333279
8,64,2.0,1,16,4,0,0.922851767318,1.1037099338,1.10133810604
8,64,2.0,1,16,5,0,0.942306539038,1.11746653481,1.11082541708
8,64,2.0,1,16,6,0,0.961761310758,1.13122313582,1.11873150962
8,64,2.0,1,16,7,0,0.981216082477,1.14497973683,1.1258469929
8,64,2.0,1,16,8,0,1,1.15926737426,1.13296247618
8,64,2.0,1,17,0,0,0.757052368932,0.930898542274,1.05393798979
8,64,2.0,1,17,1,0,0.835645184179,1.0420455675,1.07619673178
8,64,2.0,1,17,2,1,0.903396995598,1.08995333279,1.08995333279
8,64,2.0,1,17,3,1,0.919497496332,1.10133810604,1.10133810604
8,64,2.0,1,17,4,0,0.935597997066,1.11272287929,1.11082541708
8,64,2.0,1,17,5,0,0.951698497799,1.12410765254,1.11873150962
8,64,2.0,1,17,6,0,0.967798998533,1.13549242579,1.1258469929
8,64,2.0,1,17,7,0,0.983899499266,1.14687719904,1.13296247618
8,64,2.0,1,17,8,0,1,1.15926737426,1.14007795946
8,64,2.0,1,18,0,0,0.773152869666,0.942283315523,1.07619673178
8,64,2.0,1,18,1,0,0.851745684913,1.05343034075,1.08995333279
8,64,2.0,1,18,2,1,0.919497496332,1.10133810604,1.10133810604
8,64,2.0,1,18,3,1,0.932914580277,1.11082541708,1.11082541708
8,64,2.0,1,18,4,0,0.946331664221,1.12031272812,1.11873150962
8,64,2.0,1,18,5,0,0.959748748166,1.12980003917,1.1258469929
8,64,2.0,1,18,6,0,0.973165832111,1.13928735021,1.13296247618
8,64,2.0,1,18,7,0,0.986582916055,1.14877466125,1.14007795946
8,64,2.0,1,18,8,0,1,1.15926737426,1.14387288388
8,64,2.0,1,19,0,0,0.786569953611,0.951770626564,1.08995333279
8,64,2.0,1,19,1,0,0.865162768857,1.06291765179,1.10133810604
8,64,2.0,1,19,2,1,0.932914580277,1.11082541708,1.11082541708
8,64,2.0,1,19,3,1,0.944095483564,1.11873150962,1.11873150962
8,64,2.0,1,19,4,0,0.955276386851,1.12663760215,1.1258469929
8,64,2.0,1,19,5,0,0.966457290138,1.13454369469,1.13296247618
8,64,2.0,1,19,6,0,0.977638193426,1.14244978722,1.14007795946
8,64,2.0,1,19,7,0,0.988819096713,1.15035587975,1.14387288388
8,64,2.0,1,19,8,0,1,1.15926737426,1.14690882341
8,64,2.0,1,20,0,0,0.797750856898,0.959676719098,1.10133810604
8,64,2.0,1,20,1,0,0.876343672144,1.07082374433,1.11082541708
8,64,2.0,1,20,2,1,0.944095483564,1.11873150962,1.11873150962
8,64,2.0,1,20,3,1,0.954158296522,1.1258469929,1.1258469929
8,64,2.0,1,20,4,1,0.964221109481,1.13296247618,1.13296247618
8,64,2.0,1,20,5,0,0.973165832111,1.13928735021,1.14007795946
8,64,2.0,1,20,6,0,0.98211055474,1.14561222423,1.14387288388
8,64,2.0,1,20,7,0,0.99105527737,1.15193709826,1.14690882341
8,64,2.0,1,20,8,0,1,1.15926737426,1.14933757504
8,64,2.0,1,21,0,0,0.807254624692,0.966396897753,1.11082541708
8,64,2.0,1,21,1,0,0.885847439939,1.07754392298,1.11873150962
8,64,2.0,1,21,2,1,0.953599251358,1.1258469929,1.1258469929
8,64,2.0,1,21,3,1,0.963662064317,1.13296247618,1.13296247618
8,64,2.0,1,21,4,1,0.973165832111,1.14007795946,1.14007795946
8,64,2.0,1,21,5,0,0.979874374083,1.14482161498,1.14387288388
8,64,2.0,1,21,6,0,0.986582916055,1.1495652705,1.14690882341
8,64,2.0,1,21,7,0,0.993291458028,1.15430892602,1.14933757504
8,64,2.0,1,21,8,0,1,1.15926737426,1.15128057634
8,64,2.0,1,22,0,0,0.816758392486,0.973117076407,1.11873150962
8,64,2.0,1,22,1,0,0.895351207733,1.08426410163,1.1258469929
8,64,2.0,1,22,2,1,0.963103019152,1.13296247618,1.13296247618
8,64,2.0,1,22,3,1,0.973165832111,1.14007795946,1.14007795946
8,64,2.0,1,22,4,1,0.978532665689,1.14387288388,1.14387288388
8,64,2.0,1,22,5,0,0.983899499266,1.14766780829,1.14690882341
8,64,2.0,1,22,6,0,0.989266332844,1.15146273271,1.14933757504
8,64,2.0,1,22,7,0,0.994633166422,1.15525765713,1.15128057634
8,64,2.0,1,22,8,0,1,1.15926737426,1.15283497738
8,64,2.0,1,23,0,0,0.822125226064,0.976912000823,1.1258469929
8,64,2.0,1,23,1,0,0.900718041311,1.08805902605,1.13296247618
8,64,2.0,1,23,2,0,0.96846985273,1.1367574006,1.14007795946
8,64,2.0,1,23,3,1,0.978532665689,1.14387288388,1.14387288388
8,64,2.0,1,23,4,1,0.982826132551,1.14690882341,1.14690882341
8,64,2.0,1,23,5,0,0.987119599413,1.14994476294,1.14933757504
8,64,2.0,1,23,6,0,0.991413066275,1.15298070248,1.15128057634
8,64,2.0,1,23,7,0,0.995706533138,1.15601664201,1.15283497738
8,64,2.0,1,23,8,0,1,1.15926737426,1.15419507829
8,64,2.0,1,24,0,0,0.826418692926,0.979947940356,1.13296247618
8,64,2.0,1,24,1,0,0.905011508173,1.09109496558,1.14007795946
8,64,2.0,1,24,2,0,0.972763319592,1.13979334013,1.14387288388
8,64,2.0,1,24,3,1,0.982826132551,1.14690882341,1.14690882341
8,64,2.0,1,24,4,1,0.986260906041,1.14933757504,1.14933757504
8,64,2.0,1,24,5,0,0.98969567953,1.15176632666,1.15128057634
8,64,2.0,1,24,6,0,0.99313045302,1.15419507829,1.15283497738
8,64,2.0,1,24,7,0,0.99656522651,1.15662382992,1.15419507829
8,64,2.0,1,24,8,0,1,1.15926737426,1.1555551792
8,64,2.0,1,25,0,0,0.829853466416,0.982376691983,1.14007795946
8,64,2.0,1,25,1,0,0.908446281663,1.09352371721,1.14387288388
8,64,2.0,1,25,2,0,0.976198093082,1.14222209176,1.14690882341
8,64,2.0,1,25,3,1,0.986260906041,1.14933757504,1.14933757504
8,64,2.0,1,25,4,1,0.989008724833,1.15128057634,1.15128057634
8,64,2.0,1,25,5,0,0.991756543624,1.15322357764,1.15283497738
8,64,2.0,1,25,6,0,0.994504362416,1.15516657894,1.15419507829
8,64,2.0,1,25,7,0,0.997252181208,1.15710958024,1.1555551792
8,64,2.0,1,25,8,0,1,1.15926737426,1.15691528011
8,64,2.0,1,26,0,0,0.832601285208,0.984319693284,1.14387288388
8,64,2.0,1,26,1,0,0.911194100455,1.09546671851,1.14690882341
8,64,2.0,1,26,2,0,0.978945911874,1.14416509306,1.14933757504
8,64,2.0,1,26,3,1,0.989008724833,1.15128057634,1.15128057634
8,64,2.0,1,26,4,1,0.991206979866,1.15283497738,1.15283497738
8,64,2.0,1,26,5,0,0.9934052349,1.15438937842,1.15419507829
8,64,2.0,1,26,6,0,0.995603489933,1.15594377946,1.1555551792
8,64,2.0,1,26,7,0,0.997801744967,1.1574981805,1.15691528011
8,64,2.0,1,26,8,0,1,1.15926737426,1.1574981805
8,64,2.0,1,27,0,0,0.834799540241,0.985874094325,1.14690882341
8,64,2.0,1,27,1,0,0.913392355488,1.09702111955,1.14933757504
8,64,2.0,1,27,2,0,0.981144166908,1.1457194941,1.15128057634
8,64,2.0,1,27,3,1,0.991206979866,1.15283497738,1.15283497738
8,64,2.0,1,27,4,1,0.99313045302,1.15419507829,1.15419507829
8,64,2.0,1,27,5,1,0.995053926175,1.1555551792,1.1555551792
8,64,2.0,1,27,6,0,0.99670261745,1.15672097998,1.15691528011
8,64,2.0,1,27,7,0,0.998351308725,1.15788678076,1.1574981805
8,64,2.0,1,27,8,0,1,1.15926737426,1.15793535579
8,64,2.0,1,28,0,0,0.836585622456,0.987137045171,1.14933757504
8,64,2.0,1,28,1,0,0.915178437703,1.0982840704,1.15128057634
8,64,2.0,1,28,2,0,0.982930249122,1.14698244494,1.15283497738
8,64,2.0,1,28,3,1,0.992993062081,1.15419507829,1.15419507829
8,64,2.0,1,28,4,1,0.994916535235,1.1555551792,1.1555551792
8,64,2.0,1,28,5,1,0.99670261745,1.15691528011,1.15691528011
8,64,2.0,1,28,6,0,0.997801744967,1.15769248063,1.1574981805
8,64,2.0,1,28,7,0,0.998900872483,1.15846968115,1.15793535579
8,64,2.0,1,28,8,0,1,1.15926737426,1.15826323726
8,64,2.0,1,29,0,0,0.838371704671,0.988399996016,1.15128057634
8,64,2.0,1,29,1,0,0.916964519918,1.09954702124,1.15283497738
8,64,2.0,1,29,2,0,0.984716331337,1.14824539579,1.15419507829
8,64,2.0,1,29,3,1,0.994779144295,1.1555551792,1.1555551792
8,64,2.0,1,29,4,1,0.99670261745,1.15691528011,1.15691528011
8,64,2.0,1,29,5,1,0.997526963087,1.1574981805,1.1574981805
8,64,2.0,1,29,6,0,0.998351308725,1.15808108089,1.15793535579
8,64,2.0,1,29,7,0,0.999175654362,1.15866398128,1.15826323726
8,64,2.0,1,29,8,0,1,1.15926737426,1.15850914837
8,64,2.0,1,30,0,0,0.839196050308,0.988982896407,1.15283497738
8,64,2.0,1,30,1,0,0.917788865555,1.10012992163,1.15419507829
8,64,2.0,1,30,2,0,0.985540676975,1.14882829618,1.1555551792
8,64,2.0,1,30,3,0,0.995603489933,1.15613807959,1.15691528011
8,64,2.0,1,30,4,1,0.997526963087,1.1574981805,1.1574981805
8,64,2.0,1,30,5,1,0.998145222315,1.15793535579,1.15793535579
8,64,2.0,1,30,6,0,0.998763481544,1.15837253109,1.15826323726
8,64,2.0,1,30,7,0,0.999381740772,1.15880970638,1.15850914837
8,64,2.0,1,30,8,0,1,1.15926737426,1.15871407428
8,64,2.0,1,31,0,0,0.839814309537,0.989420071699,1.15419507829
8,64,2.0,1,31,1,0,0.918407124783,1.10056709693,1.1555551792
8,64,2.0,1,31,2,0,0.986158936203,1.14926547147,1.15691528011
8,64,2.0,1,31,3,0,0.996221749161,1.15657525488,1.1574981805
8,64,2.0,1,31,4,1,0.998145222315,1.15793535579,1.15793535579
8,64,2.0,1,31,5,1,0.998608916737,1.15826323726,1.15826323726
8,64,2.0,1,31,6,0,0.999072611158,1.15859111873,1.15850914837
8,64,2.0,1,31,7,0,0.999536305579,1.1589190002,1.15871407428
8,64,2.0,1,31,8,0,1,1.15926737426,1.15889850761
8,64,2.0,1,32,0,0,0.840278003958,0.989747953169,1.1555551792
8,64,2.0,1,32,1,0,0.918870819204,1.1008949784,1.15691528011
8,64,2.0,1,32,2,0,0.986622630624,1.14959335294,1.1574981805
8,64,2.0,1,32,3,0,0.996685443582,1.15690313635,1.15793535579
8,64,2.0,1,32,4,1,0.998608916737,1.15826323726,1.15826323726
8,64,2.0,1,32,5,1,0.998956687552,1.15850914837,1.15850914837
8,64,2.0,1,32,6,0,0.999304458368,1.15875505947,1.15871407428
8,64,2.0,1,32,7,0,0.999652229184,1.15900097057,1.15889850761
8,64,2.0,1,32,8,0,1,1.15926737426,1.15908294094
8,64,2.0,1,33,0,0,0.840625774774,0.989993864271,1.15691528011
8,64,2.0,1,33,1,0,0.91921859002,1.1011408895,1.1574981805
8,64,2.0,1,33,2,0,0.98697040144,1.14983926404,1.15793535579
8,64,2.0,1,33,3,0,0.997033214398,1.15714904745,1.15826323726
8,64,2.0,1,33,4,1,0.998956687552,1.15850914837,1.15850914837
8,64,2.0,1,33,5,1,0.999246496566,1.15871407428,1.15871407428
8,64,2.0,1,33,6,0,0.999536305579,1.1589190002,1.15889850761
8,64,2.0,1,33,7,0,0.999768152789,1.15908294094,1.15908294094
8,64,2.0,1,33,8,0,1,1.15926737426,1.15926737426
8,64,2.0,1,34,0,0,0.840915583787,0.99019879019,1.1574981805
8,64,2.0,1,34,1,0,0.919508399033,1.10134581542,1.15793535579
8,64,2.0,1,34,2,0,0.987260210453,1.15004418996,1.15826323726
8,64,2.0,1,34,3,0,0.997323023411,1.15735397337,1.15850914837
8,64,2.0,1,34,4,1,0.999246496566,1.15871407428,1.15871407428
8,64,2.0,1,34,5,1,0.999507324678,1.15889850761,1.15889850761
8,64,2.0,1,34,6,1,0.999768152789,1.15908294094,1.15908294094
8,64,2.0,1,34,7,0,0.999884076395,1.1591649113,1.15926737426
8,64,2.0,1,34,8,0,1,1.15926737426,1.15926737426
8,64,2.0,1,35,0,0,0.841161921448,0.99037297722,1.15793535579
8,64,2.0,1,35,1,0,0.919754736695,1.10152000245,1.15826323726
8,64,2.0,1,35,2,0,0.987506548114,1.15021837699,1.15850914837
8,64,2.0,1,35,3,0,0.997569361073,1.1575281604,1.15871407428
8,64,2.0,1,35,4,1,0.999492834227,1.15889850761,1.15889850761
8,64,2.0,1,35,5,1,0.999753662339,1.15908294094,1.15908294094
8,64,2.0,1,35,6,1,1,1.15926737426,1.15926737426
8,64,2.0,1,35,7,0,1,1.15926737426,1.15926737426
8,64,2.0,1,35,8,0,1,1.15926737426,1.15926737426
8,64,2.0,1,36,0,0,0.841408259109,0.990547164251,1.15826323726
8,64,2.0,1,36,1,0,0.920001074356,1.10169418948,1.15850914837
8,64,2.0,1,36,2,0,0.987752885775,1.15039256402,1.15871407428
8,64,2.0,1,36,3,0,0.997815698734,1.15770234743,1.15889850761
8,64,2.0,1,36,4,1,0.999739171888,1.15908294094,1.15908294094
