task,dataset,K,seed,ratio,eta_sel,eta_path_trimmed,viol_sign_pct,LK_eta_sel,LK_eta_path,p
E2,email_eu_core,1,0,1.000000,1,13,0.00,1.000000,0.076923,0.3
E2,email_eu_core,2,0,0.964371,1.20833,65,0.00,0.656361,0.015325,0.3
E2,email_eu_core,3,0,0.918750,1.68571,65,0.00,0.483649,0.015306,0.3
E2,email_eu_core,4,0,0.930189,1.68571,143,0.00,0.473818,0.006975,0.3
E2,email_eu_core,5,0,0.934028,1.68571,143,0.00,0.468190,0.006973,0.3
E2,email_eu_core,6,0,0.909688,2.75,143,0.00,0.312795,0.006973,0.3
E2,email_eu_core,7,0,0.924528,2.75,143,0.00,0.311625,0.006972,0.3
E2,email_eu_core,8,0,0.946809,2.75,143,0.00,0.310756,0.006972,0.3
E2,email_eu_core,9,0,0.931852,5,156,0.00,0.183114,0.006392,0.3
E2,email_eu_core,10,0,0.946221,5,156,0.00,0.182927,0.006392,0.3
E2,email_eu_core,11,0,0.948571,5,156,0.00,0.182775,0.006392,0.3
E2,email_eu_core,12,0,0.947961,5,156,0.00,0.182648,0.006391,0.3
E2,email_eu_core,13,0,0.945908,5,156,0.00,0.182541,0.006391,0.3
E2,email_eu_core,14,0,0.957592,5,156,0.00,0.182449,0.006391,0.3
E2,email_eu_core,15,0,0.947368,8,156,0.00,0.117965,0.006391,0.3
E2,email_eu_core,16,0,0.949333,8,156,0.00,0.117936,0.006391,0.3
E2,email_eu_core,17,0,0.948617,8,156,0.00,0.117911,0.006391,0.3
E2,email_eu_core,18,0,0.949219,8,156,0.00,0.117888,0.006391,0.3
E2,email_eu_core,19,0,0.961290,8,156,0.00,0.117867,0.006391,0.3
E2,email_eu_core,20,0,0.956522,8,156,0.00,0.117849,0.006391,0.3
E2,email_eu_core,21,0,0.955584,8,156,0.00,0.117833,0.006391,0.3
E2,email_eu_core,22,0,0.957179,8,156,0.00,0.117818,0.006391,0.3
E2,email_eu_core,23,0,0.956250,8,156,0.00,0.117804,0.006391,0.3
E2,email_eu_core,24,0,0.952795,8,156,0.00,0.117791,0.006391,0.3
E2,email_eu_core,25,0,0.949383,8,156,0.00,0.117780,0.006391,0.3
E2,email_eu_core,26,0,0.949693,8,156,0.00,0.117769,0.006391,0.3
E2,email_eu_core,27,0,0.949939,8,156,0.00,0.117759,0.006391,0.3
E2,email_eu_core,28,0,0.947752,8,156,0.00,0.117750,0.006390,0.3
E2,email_eu_core,29,0,0.950423,8,156,0.00,0.117741,0.006390,0.3
E2,email_eu_core,30,0,0.951865,8,156,0.00,0.117734,0.006390,0.3
E2,email_eu_core,1,1,1.000000,1,10,0.00,1.000000,0.100000,0.3
E2,email_eu_core,2,1,0.964371,1.20833,50,0.00,0.656361,0.019900,0.3
E2,email_eu_core,3,1,0.902083,2.18519,50,0.00,0.391369,0.019867,0.3
E2,email_eu_core,4,1,0.913208,2.18519,50,0.00,0.384912,0.019850,0.3
E2,email_eu_core,5,1,0.911458,2.18519,60,0.00,0.381181,0.016556,0.3
E2,email_eu_core,6,1,0.926108,2.18519,60,0.00,0.378749,0.016551,0.3
E2,email_eu_core,7,1,0.926101,2.18519,60,0.00,0.377039,0.016548,0.3
E2,email_eu_core,8,1,0.911854,3.27273,90,0.00,0.267684,0.011057,0.3
E2,email_eu_core,9,1,0.906667,3.27273,90,0.00,0.267186,0.011056,0.3
E2,email_eu_core,10,1,0.912791,3.27273,90,0.00,0.266789,0.011056,0.3
E2,email_eu_core,11,1,0.912857,3.27273,90,0.00,0.266465,0.011055,0.3
E2,email_eu_core,12,1,0.933896,3.27273,90,0.00,0.266196,0.011055,0.3
E2,email_eu_core,13,1,0.933426,3.27273,90,0.00,0.265969,0.011054,0.3
E2,email_eu_core,14,1,0.930233,3.42857,90,0.00,0.255281,0.011054,0.3
E2,email_eu_core,15,1,0.924426,4.8,90,0.00,0.189248,0.011054,0.3
E2,email_eu_core,16,1,0.924000,4.8,90,0.00,0.189174,0.011053,0.3
E2,email_eu_core,17,1,0.920949,4.8,90,0.00,0.189108,0.011053,0.3
E2,email_eu_core,18,1,0.923177,4.8,90,0.00,0.189050,0.011053,0.3
E2,email_eu_core,19,1,0.917419,10.5,90,0.00,0.091061,0.011053,0.3
E2,email_eu_core,20,1,0.911765,10.5,90,0.00,0.091050,0.011053,0.3
E2,email_eu_core,21,1,0.931472,10.5,90,0.00,0.091040,0.011053,0.3
E2,email_eu_core,22,1,0.930730,10.5,90,0.00,0.091031,0.011052,0.3
E2,email_eu_core,23,1,0.930000,10.5,90,0.00,0.091023,0.011052,0.3
E2,email_eu_core,24,1,0.930435,10.5,90,0.00,0.091016,0.011052,0.3
E2,email_eu_core,25,1,0.929630,10.5,90,0.00,0.091009,0.011052,0.3
E2,email_eu_core,26,1,0.932515,10.5,90,0.00,0.091003,0.011052,0.3
E2,email_eu_core,27,1,0.932845,10.5,90,0.00,0.090997,0.011052,0.3
E2,email_eu_core,28,1,0.931956,10.5,90,0.00,0.090991,0.011052,0.3
E2,email_eu_core,29,1,0.929867,10.5,90,0.00,0.090986,0.011052,0.3
E2,email_eu_core,30,1,0.936221,10.5,90,0.00,0.090981,0.011052,0.3
E2,email_eu_core,1,2,1.000000,1,14,0.00,1.000000,0.071429,0.3
E2,email_eu_core,2,2,0.964371,1.20833,60,0.00,0.656361,0.016597,0.3
E2,email_eu_core,3,2,0.958333,1.20833,75,0.00,0.620280,0.013274,0.3
E2,email_eu_core,4,2,0.950943,1.20833,120,0.00,0.604343,0.008307,0.3
E2,email_eu_core,5,2,0.944444,1.20833,120,0.00,0.595343,0.008306,0.3
E2,email_eu_core,6,2,0.914614,3,127.5,0.00,0.290327,0.007818,0.3
E2,email_eu_core,7,2,0.921384,3,150,0.00,0.289319,0.006648,0.3
E2,email_eu_core,8,2,0.898176,7.2,150,0.00,0.130736,0.006647,0.3
E2,email_eu_core,9,2,0.928889,7.2,150,0.00,0.130617,0.006647,0.3
E2,email_eu_core,10,2,0.944767,7.2,150,0.00,0.130522,0.006647,0.3
E2,email_eu_core,11,2,0.951429,7.2,150,0.00,0.130445,0.006647,0.3
E2,email_eu_core,12,2,0.947961,7.2,150,0.00,0.130380,0.006646,0.3
E2,email_eu_core,13,2,0.944521,7.2,165,0.00,0.130325,0.006044,0.3
E2,email_eu_core,14,2,0.941176,7.2,165,0.00,0.130279,0.006044,0.3
E2,email_eu_core,15,2,0.939271,7.2,165,0.00,0.130238,0.006043,0.3
E2,email_eu_core,16,2,0.956000,7.2,165,0.00,0.130203,0.006043,0.3
E2,email_eu_core,17,2,0.955204,7.2,165,0.00,0.130172,0.006043,0.3
E2,email_eu_core,18,2,0.947917,7.2,165,0.00,0.130144,0.006043,0.3
E2,email_eu_core,19,2,0.947097,7.2,165,0.00,0.130119,0.006043,0.3
E2,email_eu_core,20,2,0.939898,10,165,0.00,0.095390,0.006043,0.3
E2,email_eu_core,21,2,0.935279,10,165,0.00,0.095379,0.006043,0.3
E2,email_eu_core,22,2,0.937028,10,165,0.00,0.095369,0.006043,0.3
E2,email_eu_core,23,2,0.931250,10,165,0.00,0.095360,0.006043,0.3
E2,email_eu_core,24,2,0.926708,10,165,0.00,0.095352,0.006043,0.3
E2,email_eu_core,25,2,0.929630,10,165,0.00,0.095344,0.006043,0.3
E2,email_eu_core,26,2,0.927607,10,165,0.00,0.095337,0.006043,0.3
E2,email_eu_core,27,2,0.926740,10,165,0.00,0.095331,0.006043,0.3
E2,email_eu_core,28,2,0.928311,10,165,0.00,0.095325,0.006043,0.3
E2,email_eu_core,29,2,0.928658,10,165,0.00,0.095319,0.006043,0.3
E2,email_eu_core,30,2,0.930205,10,165,0.00,0.095314,0.006043,0.3
E2,email_eu_core,1,3,1.000000,1,13,0.00,1.000000,0.076923,0.3
E2,email_eu_core,2,3,0.988124,1.06098,52,0.00,0.720439,0.019138,0.3
E2,email_eu_core,3,3,0.979167,1.16667,58.5,0.00,0.635569,0.016997,0.3
E2,email_eu_core,4,3,0.977358,1.16667,91,0.00,0.618883,0.010944,0.3
E2,email_eu_core,5,3,0.923611,3,143,0.00,0.291754,0.006973,0.3
E2,email_eu_core,6,3,0.927750,3,143,0.00,0.290327,0.006973,0.3
E2,email_eu_core,7,3,0.944969,3,143,0.00,0.289319,0.006972,0.3
E2,email_eu_core,8,3,0.927052,3.66667,143,0.00,0.242313,0.006972,0.3
E2,email_eu_core,9,3,0.934815,3.66667,143,0.00,0.241904,0.006971,0.3
E2,email_eu_core,10,3,0.936047,3.66667,143,0.00,0.241578,0.006971,0.3
E2,email_eu_core,11,3,0.931429,3.875,143,0.00,0.229827,0.006971,0.3
E2,email_eu_core,12,3,0.957806,3.875,143,0.00,0.229627,0.006971,0.3
E2,email_eu_core,13,3,0.950069,5,143,0.00,0.182541,0.006970,0.3
E2,email_eu_core,14,3,0.956224,5,143,0.00,0.182449,0.006970,0.3
E2,email_eu_core,15,3,0.960864,5,143,0.00,0.182370,0.006970,0.3
E2,email_eu_core,16,3,0.953333,5,143,0.00,0.182301,0.006970,0.3
E2,email_eu_core,17,3,0.960474,5,143,0.00,0.182240,0.006970,0.3
E2,email_eu_core,18,3,0.958333,5,143,0.00,0.182185,0.006970,0.3
E2,email_eu_core,19,3,0.956129,5,143,0.00,0.182137,0.006970,0.3
E2,email_eu_core,20,3,0.951407,5,143,0.00,0.182093,0.006970,0.3
E2,email_eu_core,21,3,0.951777,5,143,0.00,0.182054,0.006970,0.3
E2,email_eu_core,22,3,0.948363,5,143,0.00,0.182018,0.006970,0.3
E2,email_eu_core,23,3,0.945000,5,143,0.00,0.181985,0.006970,0.3
E2,email_eu_core,24,3,0.942857,5,143,0.00,0.181955,0.006970,0.3
E2,email_eu_core,25,3,0.938272,9,143,0.00,0.105382,0.006970,0.3
E2,email_eu_core,26,3,0.934969,9,143,0.00,0.105374,0.006970,0.3
E2,email_eu_core,27,3,0.935287,9,143,0.00,0.105366,0.006970,0.3
E2,email_eu_core,28,3,0.938032,9,143,0.00,0.105358,0.006969,0.3
E2,email_eu_core,29,3,0.937122,9,143,0.00,0.105352,0.006969,0.3
E2,email_eu_core,30,3,0.936221,9,143,0.00,0.105345,0.006969,0.3
E2,email_eu_core,1,4,1.000000,1,12,0.00,1.000000,0.083333,0.3
E2,email_eu_core,2,4,0.988124,1.06098,60,0.00,0.720439,0.016597,0.3
E2,email_eu_core,3,4,0.918750,2.52,72,0.00,0.346650,0.013825,0.3
E2,email_eu_core,4,4,0.873585,2.52,108,0.00,0.341583,0.009227,0.3
E2,email_eu_core,5,4,0.883681,2.52,108,0.00,0.338641,0.009225,0.3
E2,email_eu_core,6,4,0.885057,2.52,108,0.00,0.336719,0.009224,0.3
E2,email_eu_core,7,4,0.878931,2.52,108,0.00,0.335365,0.009223,0.3
E2,email_eu_core,8,4,0.887538,2.52,108,0.00,0.334359,0.009222,0.3
E2,email_eu_core,9,4,0.903704,2.52,108,0.00,0.333583,0.009221,0.3
E2,email_eu_core,10,4,0.914244,2.52,108,0.00,0.332966,0.009221,0.3
E2,email_eu_core,11,4,0.910000,4.25,108,0.00,0.211677,0.009220,0.3
E2,email_eu_core,12,4,0.917018,4.25,108,0.00,0.211507,0.009220,0.3
E2,email_eu_core,13,4,0.926491,4.25,108,0.00,0.211363,0.009220,0.3
E2,email_eu_core,14,4,0.916553,14,108,0.00,0.069107,0.009220,0.3
E2,email_eu_core,15,4,0.929825,14,108,0.00,0.069096,0.009219,0.3
E2,email_eu_core,16,4,0.942667,14,108,0.00,0.069086,0.009219,0.3
E2,email_eu_core,17,4,0.938076,14,108,0.00,0.069077,0.009219,0.3
E2,email_eu_core,18,4,0.936198,14,108,0.00,0.069070,0.009219,0.3
E2,email_eu_core,19,4,0.938065,14,108,0.00,0.069063,0.009219,0.3
E2,email_eu_core,20,4,0.937340,14,108,0.00,0.069056,0.009219,0.3
E2,email_eu_core,21,4,0.941624,14,108,0.00,0.069051,0.009219,0.3
E2,email_eu_core,22,4,0.942065,14,108,0.00,0.069045,0.009218,0.3
E2,email_eu_core,23,4,0.956250,14,108,0.00,0.069041,0.009218,0.3
E2,email_eu_core,24,4,0.954037,14,108,0.00,0.069036,0.009218,0.3
E2,email_eu_core,25,4,0.950617,14,108,0.00,0.069032,0.009218,0.3
E2,email_eu_core,26,4,0.949693,14,108,0.00,0.069029,0.009218,0.3
E2,email_eu_core,27,4,0.947497,14,108,0.00,0.069025,0.009218,0.3
E2,email_eu_core,28,4,0.945322,14,108,0.00,0.069022,0.009218,0.3
E2,email_eu_core,29,4,0.944377,14,108,0.00,0.069019,0.009218,0.3
E2,email_eu_core,30,4,0.945848,14,108,0.00,0.069017,0.009218,0.3
E2,email_eu_core,1,5,1.000000,1,11,0.00,1.000000,0.090909,0.3
E2,email_eu_core,2,5,0.964371,1.20833,66,0.00,0.656361,0.015094,0.3
E2,email_eu_core,3,5,0.895833,2.45833,66,0.00,0.354116,0.015075,0.3
E2,email_eu_core,4,5,0.907547,2.45833,88,0.00,0.348828,0.011315,0.3
E2,email_eu_core,5,5,0.913194,2.45833,88,0.00,0.345761,0.011312,0.3
E2,email_eu_core,6,5,0.922824,2.45833,88,0.00,0.343758,0.011310,0.3
E2,email_eu_core,7,5,0.940252,2.45833,88,0.00,0.342347,0.011308,0.3
E2,email_eu_core,8,5,0.934650,2.45833,88,0.00,0.341299,0.011307,0.3
E2,email_eu_core,9,5,0.951111,2.45833,88,0.00,0.340491,0.011306,0.3
E2,email_eu_core,10,5,0.946221,3.11111,88,0.00,0.278706,0.011306,0.3
E2,email_eu_core,11,5,0.951429,3.11111,88,0.00,0.278352,0.011305,0.3
E2,email_eu_core,12,5,0.957806,3.11111,88,0.00,0.278059,0.011305,0.3
E2,email_eu_core,13,5,0.970874,3.11111,88,0.00,0.277811,0.011304,0.3
E2,email_eu_core,14,5,0.969904,3.11111,132,0.00,0.277600,0.007549,0.3
E2,email_eu_core,15,5,0.967611,3.11111,132,0.00,0.277417,0.007549,0.3
E2,email_eu_core,16,5,0.961333,3.11111,132,0.00,0.277257,0.007549,0.3
E2,email_eu_core,17,5,0.963109,3.11111,132,0.00,0.277116,0.007549,0.3
E2,email_eu_core,18,5,0.958333,3.11111,132,0.00,0.276991,0.007549,0.3
E2,email_eu_core,19,5,0.965161,3.11111,132,0.00,0.276879,0.007549,0.3
E2,email_eu_core,20,5,0.959079,4.5,132,0.00,0.200258,0.007549,0.3
E2,email_eu_core,21,5,0.954315,4.5,132,0.00,0.200210,0.007548,0.3
E2,email_eu_core,22,5,0.955919,4.5,132,0.00,0.200167,0.007548,0.3
E2,email_eu_core,23,5,0.956250,4.5,132,0.00,0.200127,0.007548,0.3
E2,email_eu_core,24,5,0.956522,4.5,132,0.00,0.200091,0.007548,0.3
E2,email_eu_core,25,5,0.953086,4.5,132,0.00,0.200058,0.007548,0.3
E2,email_eu_core,26,5,0.955828,4.5,132,0.00,0.200027,0.007548,0.3
E2,email_eu_core,27,5,0.956044,4.5,132,0.00,0.199999,0.007548,0.3
E2,email_eu_core,28,5,0.956258,4.5,132,0.00,0.199972,0.007548,0.3
E2,email_eu_core,29,5,0.955260,4.5,132,0.00,0.199948,0.007548,0.3
E2,email_eu_core,30,5,0.960289,4.5,132,0.00,0.199925,0.007548,0.3
E2,email_eu_core,1,6,1.000000,1,16,0.00,1.000000,0.062500,0.3
E2,email_eu_core,2,6,0.988124,1.06098,64,0.00,0.720439,0.015564,0.3
E2,email_eu_core,3,6,0.979167,1.16667,64,0.00,0.635569,0.015544,0.3
E2,email_eu_core,4,6,0.926415,2.28571,96,0.00,0.370813,0.010376,0.3
E2,email_eu_core,5,6,0.885417,2.36842,160,0.00,0.356685,0.006234,0.3
E2,email_eu_core,6,6,0.903120,2.36842,160,0.00,0.354554,0.006234,0.3
E2,email_eu_core,7,6,0.877358,4.75,160,0.00,0.192455,0.006233,0.3
E2,email_eu_core,8,6,0.896657,4.75,160,0.00,0.192123,0.006233,0.3
E2,email_eu_core,9,6,0.918519,4.75,160,0.00,0.191866,0.006233,0.3
E2,email_eu_core,10,6,0.917151,4.75,160,0.00,0.191661,0.006232,0.3
E2,email_eu_core,11,6,0.927143,4.75,160,0.00,0.191494,0.006232,0.3
E2,email_eu_core,12,6,0.959212,4.75,160,0.00,0.191355,0.006232,0.3
E2,email_eu_core,13,6,0.959778,4.75,160,0.00,0.191237,0.006232,0.3
E2,email_eu_core,14,6,0.971272,4.75,160,0.00,0.191137,0.006232,0.3
E2,email_eu_core,15,6,0.968961,4.75,160,0.00,0.191050,0.006232,0.3
E2,email_eu_core,16,6,0.962667,4.75,160,0.00,0.190974,0.006232,0.3
E2,email_eu_core,17,6,0.953887,7.5,160,0.00,0.125287,0.006232,0.3
E2,email_eu_core,18,6,0.957031,7.5,160,0.00,0.125261,0.006232,0.3
E2,email_eu_core,19,6,0.956129,7.5,160,0.00,0.125238,0.006232,0.3
E2,email_eu_core,20,6,0.957801,7.5,160,0.00,0.125217,0.006231,0.3
E2,email_eu_core,21,6,0.954315,7.5,160,0.00,0.125199,0.006231,0.3
E2,email_eu_core,22,6,0.949622,7.5,160,0.00,0.125182,0.006231,0.3
E2,email_eu_core,23,6,0.948750,7.5,160,0.00,0.125166,0.006231,0.3
E2,email_eu_core,24,6,0.947826,7.5,160,0.00,0.125152,0.006231,0.3
E2,email_eu_core,25,6,0.948148,7.5,160,0.00,0.125139,0.006231,0.3
E2,email_eu_core,26,6,0.946012,7.5,160,0.00,0.125127,0.006231,0.3
E2,email_eu_core,27,6,0.952381,7.5,160,0.00,0.125116,0.006231,0.3
E2,email_eu_core,28,6,0.952612,7.5,160,0.00,0.125105,0.006231,0.3
E2,email_eu_core,29,6,0.952842,7.5,160,0.00,0.125096,0.006231,0.3
E2,email_eu_core,30,6,0.960289,7.5,160,0.00,0.125087,0.006231,0.3
E2,email_eu_core,1,7,1.000000,1,24,0.00,1.000000,0.041667,0.3
E2,email_eu_core,2,7,0.964371,1.20833,120,0.00,0.656361,0.008316,0.3
E2,email_eu_core,3,7,0.902083,2.18519,192,0.00,0.391369,0.005199,0.3
E2,email_eu_core,4,7,0.909434,2.18519,192,0.00,0.384912,0.005198,0.3
E2,email_eu_core,5,7,0.913194,2.18519,192,0.00,0.381181,0.005197,0.3
E2,email_eu_core,6,7,0.924466,2.18519,192,0.00,0.378749,0.005197,0.3
E2,email_eu_core,7,7,0.933962,2.18519,192,0.00,0.377039,0.005197,0.3
E2,email_eu_core,8,7,0.939210,2.18519,192,0.00,0.375771,0.005196,0.3
E2,email_eu_core,9,7,0.942222,2.18519,216,0.00,0.374793,0.004620,0.3
E2,email_eu_core,10,7,0.931686,5.4,216,0.00,0.170491,0.004620,0.3
E2,email_eu_core,11,7,0.935714,5.4,288,0.00,0.170359,0.003467,0.3
E2,email_eu_core,12,7,0.932489,5.4,288,0.00,0.170248,0.003467,0.3
E2,email_eu_core,13,7,0.932039,5.4,288,0.00,0.170155,0.003467,0.3
E2,email_eu_core,14,7,0.927497,5.4,288,0.00,0.170076,0.003467,0.3
E2,email_eu_core,15,7,0.927126,5.4,288,0.00,0.170007,0.003467,0.3
E2,email_eu_core,16,7,0.929333,5.4,288,0.00,0.169947,0.003467,0.3
E2,email_eu_core,17,7,0.931489,5.4,288,0.00,0.169893,0.003467,0.3
E2,email_eu_core,18,7,0.929688,5.4,288,0.00,0.169846,0.003467,0.3
E2,email_eu_core,19,7,0.930323,5.4,288,0.00,0.169804,0.003467,0.3
E2,email_eu_core,20,7,0.936061,5.4,288,0.00,0.169766,0.003467,0.3
E2,email_eu_core,21,7,0.931472,8,288,0.00,0.117833,0.003466,0.3
E2,email_eu_core,22,7,0.931990,8,288,0.00,0.117818,0.003466,0.3
E2,email_eu_core,23,7,0.943750,8,288,0.00,0.117804,0.003466,0.3
E2,email_eu_core,24,7,0.946584,8,288,0.00,0.117791,0.003466,0.3
E2,email_eu_core,25,7,0.948148,8,288,0.00,0.117780,0.003466,0.3
E2,email_eu_core,26,7,0.946012,8,288,0.00,0.117769,0.003466,0.3
E2,email_eu_core,27,7,0.946276,8,288,0.00,0.117759,0.003466,0.3
E2,email_eu_core,28,7,0.942892,9,288,0.00,0.105358,0.003466,0.3
E2,email_eu_core,29,7,0.943168,9,288,0.00,0.105352,0.003466,0.3
E2,email_eu_core,30,7,0.944645,9,288,0.00,0.105345,0.003466,0.3
E2,email_eu_core,1,8,1.000000,1,12,0.00,1.000000,0.083333,0.3
E2,email_eu_core,2,8,0.964371,1.20833,54,0.00,0.656361,0.018433,0.3
E2,email_eu_core,3,8,0.966667,1.20833,72,0.00,0.620280,0.013825,0.3
E2,email_eu_core,4,8,0.950943,1.225,108,0.00,0.598695,0.009227,0.3
E2,email_eu_core,5,8,0.923611,1.53571,108,0.00,0.502245,0.009225,0.3
E2,email_eu_core,6,8,0.909688,1.86364,108,0.00,0.429997,0.009224,0.3
E2,email_eu_core,7,8,0.929245,1.86364,108,0.00,0.427800,0.009223,0.3
E2,email_eu_core,8,8,0.942249,1.86364,120,0.00,0.426173,0.008303,0.3
E2,email_eu_core,9,8,0.936296,2.25,120,0.00,0.366055,0.008303,0.3
E2,email_eu_core,10,8,0.933140,2.4,120,0.00,0.346620,0.008302,0.3
E2,email_eu_core,11,8,0.930000,2.66667,132,0.00,0.317192,0.007550,0.3
E2,email_eu_core,12,8,0.922644,4.8,132,0.00,0.189548,0.007550,0.3
E2,email_eu_core,13,8,0.923717,4.8,132,0.00,0.189433,0.007549,0.3
E2,email_eu_core,14,8,0.931601,4.8,132,0.00,0.189334,0.007549,0.3
E2,email_eu_core,15,8,0.941970,4.8,132,0.00,0.189248,0.007549,0.3
E2,email_eu_core,16,8,0.948000,4.8,132,0.00,0.189174,0.007549,0.3
E2,email_eu_core,17,8,0.944664,4.8,132,0.00,0.189108,0.007549,0.3
E2,email_eu_core,18,8,0.942708,4.8,132,0.00,0.189050,0.007549,0.3
E2,email_eu_core,19,8,0.944516,4.8,132,0.00,0.188997,0.007549,0.3
E2,email_eu_core,20,8,0.950128,4.8,132,0.00,0.188950,0.007549,0.3
E2,email_eu_core,21,8,0.950508,4.8,132,0.00,0.188908,0.007548,0.3
E2,email_eu_core,22,8,0.945844,5.5,132,0.00,0.166877,0.007548,0.3
E2,email_eu_core,23,8,0.943750,5.5,132,0.00,0.166849,0.007548,0.3
E2,email_eu_core,24,8,0.946584,5.5,132,0.00,0.166824,0.007548,0.3
E2,email_eu_core,25,8,0.946914,5.5,132,0.00,0.166801,0.007548,0.3
E2,email_eu_core,26,8,0.944785,5.5,132,0.00,0.166779,0.007548,0.3
E2,email_eu_core,27,8,0.942613,5.5,132,0.00,0.166760,0.007548,0.3
E2,email_eu_core,28,8,0.945322,5.5,132,0.00,0.166741,0.007548,0.3
E2,email_eu_core,29,8,0.946796,5.5,132,0.00,0.166724,0.007548,0.3
E2,email_eu_core,30,8,0.947052,5.5,132,0.00,0.166708,0.007548,0.3
E2,email_eu_core,1,9,1.000000,1,10,0.00,1.000000,0.100000,0.3
E2,email_eu_core,2,9,0.964371,1.20833,60,0.00,0.656361,0.016597,0.3
E2,email_eu_core,3,9,0.895833,2.45833,60,0.00,0.354116,0.016574,0.3
E2,email_eu_core,4,9,0.909434,2.45833,100,0.00,0.348828,0.009963,0.3
E2,email_eu_core,5,9,0.909722,2.45833,100,0.00,0.345761,0.009960,0.3
E2,email_eu_core,6,9,0.903120,2.45833,100,0.00,0.343758,0.009958,0.3
E2,email_eu_core,7,9,0.908805,2.45833,100,0.00,0.342347,0.009957,0.3
E2,email_eu_core,8,9,0.937690,2.45833,100,0.00,0.341299,0.009956,0.3
E2,email_eu_core,9,9,0.927407,3.11111,100,0.00,0.279139,0.009956,0.3
E2,email_eu_core,10,9,0.944767,3.11111,100,0.00,0.278706,0.009955,0.3
E2,email_eu_core,11,9,0.948571,3.11111,100,0.00,0.278352,0.009955,0.3
E2,email_eu_core,12,9,0.954993,3.11111,100,0.00,0.278059,0.009954,0.3
E2,email_eu_core,13,9,0.959778,3.11111,100,0.00,0.277811,0.009954,0.3
E2,email_eu_core,14,9,0.965800,3.11111,100,0.00,0.277600,0.009954,0.3
E2,email_eu_core,15,9,0.971660,3.11111,100,0.00,0.277417,0.009953,0.3
E2,email_eu_core,16,9,0.970667,3.11111,100,0.00,0.277257,0.009953,0.3
E2,email_eu_core,17,9,0.963109,4,100,0.00,0.222644,0.009953,0.3
E2,email_eu_core,18,9,0.959635,4,100,0.00,0.222563,0.009953,0.3
E2,email_eu_core,19,9,0.956129,4,100,0.00,0.222490,0.009953,0.3
E2,email_eu_core,20,9,0.957801,4,100,0.00,0.222425,0.009953,0.3
E2,email_eu_core,21,9,0.959391,4,100,0.00,0.222367,0.009953,0.3
E2,email_eu_core,22,9,0.955919,4,100,0.00,0.222313,0.009952,0.3
E2,email_eu_core,23,9,0.956250,4,100,0.00,0.222264,0.009952,0.3
E2,email_eu_core,24,9,0.956522,4,100,0.00,0.222220,0.009952,0.3
E2,email_eu_core,25,9,0.959259,4,100,0.00,0.222179,0.009952,0.3
E2,email_eu_core,26,9,0.955828,5,100,0.00,0.181902,0.009952,0.3
E2,email_eu_core,27,9,0.963370,5,100,0.00,0.181878,0.009952,0.3
E2,email_eu_core,28,9,0.963548,5,100,0.00,0.181857,0.009952,0.3
E2,email_eu_core,29,9,0.963724,5,100,0.00,0.181836,0.009952,0.3
E2,email_eu_core,30,9,0.960289,7,100,0.00,0.133418,0.009952,0.3
E2,email_eu_core,1,10,1.000000,1,15,0.00,1.000000,0.066667,0.3
E2,email_eu_core,2,10,0.964371,1.20833,105,0.00,0.656361,0.009501,0.3
E2,email_eu_core,3,10,0.966667,1.20833,105,0.00,0.620280,0.009494,0.3
E2,email_eu_core,4,10,0.950943,1.225,105,0.00,0.598695,0.009490,0.3
E2,email_eu_core,5,10,0.923611,1.53571,120,0.00,0.502245,0.008306,0.3
E2,email_eu_core,6,10,0.927750,1.53571,120,0.00,0.498063,0.008304,0.3
E2,email_eu_core,7,10,0.944969,1.53571,120,0.00,0.495138,0.008304,0.3
E2,email_eu_core,8,10,0.955927,1.53571,120,0.00,0.492975,0.008303,0.3
E2,email_eu_core,9,10,0.939259,6.6,195,0.00,0.141703,0.005117,0.3
E2,email_eu_core,10,10,0.944767,6.6,195,0.00,0.141591,0.005116,0.3
E2,email_eu_core,11,10,0.972857,6.6,195,0.00,0.141500,0.005116,0.3
E2,email_eu_core,12,10,0.964838,6.6,195,0.00,0.141424,0.005116,0.3
E2,email_eu_core,13,10,0.965326,6.6,195,0.00,0.141360,0.005116,0.3
E2,email_eu_core,14,10,0.968536,6.6,195,0.00,0.141305,0.005116,0.3
E2,email_eu_core,15,10,0.964912,6.6,195,0.00,0.141257,0.005116,0.3
E2,email_eu_core,16,10,0.960000,6.6,195,0.00,0.141215,0.005116,0.3
E2,email_eu_core,17,10,0.959157,6.6,195,0.00,0.141179,0.005116,0.3
E2,email_eu_core,18,10,0.949219,11,195,0.00,0.087110,0.005116,0.3
E2,email_eu_core,19,10,0.949677,11,195,0.00,0.087098,0.005116,0.3
E2,email_eu_core,20,10,0.951407,11,195,0.00,0.087088,0.005116,0.3
E2,email_eu_core,21,10,0.946701,11,195,0.00,0.087079,0.005116,0.3
E2,email_eu_core,22,10,0.942065,11,195,0.00,0.087071,0.005116,0.3
E2,email_eu_core,23,10,0.940000,11,195,0.00,0.087064,0.005116,0.3
E2,email_eu_core,24,10,0.939130,11,195,0.00,0.087057,0.005116,0.3
E2,email_eu_core,25,10,0.935802,11,195,0.00,0.087051,0.005116,0.3
E2,email_eu_core,26,10,0.934969,11,195,0.00,0.087045,0.005116,0.3
E2,email_eu_core,27,10,0.934066,11,195,0.00,0.087039,0.005116,0.3
