dataset,method,p,seed,K,f_value
facebook_politician,degree_obs,0.8,7,27,1788
facebook_politician,degree_obs,0.8,7,28,1791
facebook_politician,degree_obs,0.8,7,29,1803
facebook_politician,degree_obs,0.8,7,30,1905
facebook_politician,degree_obs,0.8,8,1,324
facebook_politician,degree_obs,0.8,8,2,415
facebook_politician,degree_obs,0.8,8,3,610
facebook_politician,degree_obs,0.8,8,4,701
facebook_politician,degree_obs,0.8,8,5,722
facebook_politician,degree_obs,0.8,8,6,938
facebook_politician,degree_obs,0.8,8,7,996
facebook_politician,degree_obs,0.8,8,8,1042
facebook_politician,degree_obs,0.8,8,9,1069
facebook_politician,degree_obs,0.8,8,10,1242
facebook_politician,degree_obs,0.8,8,11,1243
facebook_politician,degree_obs,0.8,8,12,1247
facebook_politician,degree_obs,0.8,8,13,1404
facebook_politician,degree_obs,0.8,8,14,1526
facebook_politician,degree_obs,0.8,8,15,1527
facebook_politician,degree_obs,0.8,8,16,1532
facebook_politician,degree_obs,0.8,8,17,1537
facebook_politician,degree_obs,0.8,8,18,1585
facebook_politician,degree_obs,0.8,8,19,1587
facebook_politician,degree_obs,0.8,8,20,1622
facebook_politician,degree_obs,0.8,8,21,1630
facebook_politician,degree_obs,0.8,8,22,1632
facebook_politician,degree_obs,0.8,8,23,1656
facebook_politician,degree_obs,0.8,8,24,1658
facebook_politician,degree_obs,0.8,8,25,1659
facebook_politician,degree_obs,0.8,8,26,1671
facebook_politician,degree_obs,0.8,8,27,1805
facebook_politician,degree_obs,0.8,8,28,1807
facebook_politician,degree_obs,0.8,8,29,1909
facebook_politician,degree_obs,0.8,8,30,1912
facebook_politician,degree_obs,0.8,9,1,324
facebook_politician,degree_obs,0.8,9,2,415
facebook_politician,degree_obs,0.8,9,3,642
facebook_politician,degree_obs,0.8,9,4,859
facebook_politician,degree_obs,0.8,9,5,890
facebook_politician,degree_obs,0.8,9,6,938
facebook_politician,degree_obs,0.8,9,7,996
facebook_politician,degree_obs,0.8,9,8,1042
facebook_politician,degree_obs,0.8,9,9,1070
facebook_politician,degree_obs,0.8,9,10,1070
facebook_politician,degree_obs,0.8,9,11,1227
facebook_politician,degree_obs,0.8,9,12,1231
facebook_politician,degree_obs,0.8,9,13,1232
facebook_politician,degree_obs,0.8,9,14,1405
facebook_politician,degree_obs,0.8,9,15,1410
facebook_politician,degree_obs,0.8,9,16,1530
facebook_politician,degree_obs,0.8,9,17,1533
facebook_politician,degree_obs,0.8,9,18,1577
facebook_politician,degree_obs,0.8,9,19,1602
facebook_politician,degree_obs,0.8,9,20,1606
facebook_politician,degree_obs,0.8,9,21,1647
facebook_politician,degree_obs,0.8,9,22,1648
facebook_politician,degree_obs,0.8,9,23,1656
facebook_politician,degree_obs,0.8,9,24,1658
facebook_politician,degree_obs,0.8,9,25,1661
facebook_politician,degree_obs,0.8,9,26,1662
facebook_politician,degree_obs,0.8,9,27,1663
facebook_politician,degree_obs,0.8,9,28,1675
facebook_politician,degree_obs,0.8,9,29,1777
facebook_politician,degree_obs,0.8,9,30,1911
facebook_politician,degree_obs,0.8,10,1,324
facebook_politician,degree_obs,0.8,10,2,415
facebook_politician,degree_obs,0.8,10,3,610
facebook_politician,degree_obs,0.8,10,4,701
facebook_politician,degree_obs,0.8,10,5,917
facebook_politician,degree_obs,0.8,10,6,938
facebook_politician,degree_obs,0.8,10,7,996
facebook_politician,degree_obs,0.8,10,8,1030
facebook_politician,degree_obs,0.8,10,9,1069
facebook_politician,degree_obs,0.8,10,10,1242
facebook_politician,degree_obs,0.8,10,11,1243
facebook_politician,degree_obs,0.8,10,12,1244
facebook_politician,degree_obs,0.8,10,13,1248
facebook_politician,degree_obs,0.8,10,14,1405
facebook_politician,degree_obs,0.8,10,15,1410
facebook_politician,degree_obs,0.8,10,16,1533
facebook_politician,degree_obs,0.8,10,17,1535
facebook_politician,degree_obs,0.8,10,18,1559
facebook_politician,degree_obs,0.8,10,19,1616
facebook_politician,degree_obs,0.8,10,20,1621
facebook_politician,degree_obs,0.8,10,21,1755
facebook_politician,degree_obs,0.8,10,22,1780
facebook_politician,degree_obs,0.8,10,23,1782
facebook_politician,degree_obs,0.8,10,24,1794
facebook_politician,degree_obs,0.8,10,25,1795
facebook_politician,degree_obs,0.8,10,26,1798
facebook_politician,degree_obs,0.8,10,27,1800
facebook_politician,degree_obs,0.8,10,28,1808
facebook_politician,degree_obs,0.8,10,29,1810
facebook_politician,degree_obs,0.8,10,30,1912
facebook_politician,degree_obs,0.8,11,1,324
facebook_politician,degree_obs,0.8,11,2,415
facebook_politician,degree_obs,0.8,11,3,642
facebook_politician,degree_obs,0.8,11,4,859
facebook_politician,degree_obs,0.8,11,5,890
facebook_politician,degree_obs,0.8,11,6,938
facebook_politician,degree_obs,0.8,11,7,996
facebook_politician,degree_obs,0.8,11,8,1042
facebook_politician,degree_obs,0.8,11,9,1215
facebook_politician,degree_obs,0.8,11,10,1216
facebook_politician,degree_obs,0.8,11,11,1244
facebook_politician,degree_obs,0.8,11,12,1398
facebook_politician,degree_obs,0.8,11,13,1398
facebook_politician,degree_obs,0.8,11,14,1402
facebook_politician,degree_obs,0.8,11,15,1410
facebook_politician,degree_obs,0.8,11,16,1532
facebook_politician,degree_obs,0.8,11,17,1537
facebook_politician,degree_obs,0.8,11,18,1545
facebook_politician,degree_obs,0.8,11,19,1603
facebook_politician,degree_obs,0.8,11,20,1628
facebook_politician,degree_obs,0.8,11,21,1630
facebook_politician,degree_obs,0.8,11,22,1654
facebook_politician,degree_obs,0.8,11,23,1788
facebook_politician,degree_obs,0.8,11,24,1790
facebook_politician,degree_obs,0.8,11,25,1793
facebook_politician,degree_obs,0.8,11,26,1795
facebook_politician,degree_obs,0.8,11,27,1796
facebook_politician,degree_obs,0.8,11,28,1797
facebook_politician,degree_obs,0.8,11,29,1799
facebook_politician,degree_obs,0.8,11,30,1811
facebook_politician,degree_obs,0.8,12,1,324
facebook_politician,degree_obs,0.8,12,2,415
facebook_politician,degree_obs,0.8,12,3,638
facebook_politician,degree_obs,0.8,12,4,852
facebook_politician,degree_obs,0.8,12,5,890
facebook_politician,degree_obs,0.8,12,6,938
facebook_politician,degree_obs,0.8,12,7,996
facebook_politician,degree_obs,0.8,12,8,1042
facebook_politician,degree_obs,0.8,12,9,1070
facebook_politician,degree_obs,0.8,12,10,1070
facebook_politician,degree_obs,0.8,12,11,1243
facebook_politician,degree_obs,0.8,12,12,1244
facebook_politician,degree_obs,0.8,12,13,1248
facebook_politician,degree_obs,0.8,12,14,1405
facebook_politician,degree_obs,0.8,12,15,1410
facebook_politician,degree_obs,0.8,12,16,1412
facebook_politician,degree_obs,0.8,12,17,1417
facebook_politician,degree_obs,0.8,12,18,1540
facebook_politician,degree_obs,0.8,12,19,1597
facebook_politician,degree_obs,0.8,12,20,1622
facebook_politician,degree_obs,0.8,12,21,1623
facebook_politician,degree_obs,0.8,12,22,1757
facebook_politician,degree_obs,0.8,12,23,1782
facebook_politician,degree_obs,0.8,12,24,1784
facebook_politician,degree_obs,0.8,12,25,1796
facebook_politician,degree_obs,0.8,12,26,1804
facebook_politician,degree_obs,0.8,12,27,1805
facebook_politician,degree_obs,0.8,12,28,1806
facebook_politician,degree_obs,0.8,12,29,1808
facebook_politician,degree_obs,0.8,12,30,1819
facebook_politician,degree_obs,0.8,13,1,324
facebook_politician,degree_obs,0.8,13,2,415
facebook_politician,degree_obs,0.8,13,3,642
facebook_politician,degree_obs,0.8,13,4,859
facebook_politician,degree_obs,0.8,13,5,917
facebook_politician,degree_obs,0.8,13,6,938
facebook_politician,degree_obs,0.8,13,7,996
facebook_politician,degree_obs,0.8,13,8,1042
facebook_politician,degree_obs,0.8,13,9,1069
facebook_politician,degree_obs,0.8,13,10,1070
facebook_politician,degree_obs,0.8,13,11,1074
facebook_politician,degree_obs,0.8,13,12,1228
facebook_politician,degree_obs,0.8,13,13,1401
facebook_politician,degree_obs,0.8,13,14,1402
facebook_politician,degree_obs,0.8,13,15,1522
facebook_politician,degree_obs,0.8,13,16,1527
facebook_politician,degree_obs,0.8,13,17,1577
facebook_politician,degree_obs,0.8,13,18,1584
facebook_politician,degree_obs,0.8,13,19,1587
facebook_politician,degree_obs,0.8,13,20,1588
facebook_politician,degree_obs,0.8,13,21,1612
facebook_politician,degree_obs,0.8,13,22,1615
facebook_politician,degree_obs,0.8,13,23,1650
facebook_politician,degree_obs,0.8,13,24,1651
facebook_politician,degree_obs,0.8,13,25,1652
facebook_politician,degree_obs,0.8,13,26,1664
facebook_politician,degree_obs,0.8,13,27,1667
facebook_politician,degree_obs,0.8,13,28,1669
facebook_politician,degree_obs,0.8,13,29,1803
facebook_politician,degree_obs,0.8,13,30,1818
facebook_politician,degree_obs,0.8,14,1,324
facebook_politician,degree_obs,0.8,14,2,415
facebook_politician,degree_obs,0.8,14,3,642
facebook_politician,degree_obs,0.8,14,4,859
facebook_politician,degree_obs,0.8,14,5,917
facebook_politician,degree_obs,0.8,14,6,938
facebook_politician,degree_obs,0.8,14,7,996
facebook_politician,degree_obs,0.8,14,8,1030
facebook_politician,degree_obs,0.8,14,9,1069
facebook_politician,degree_obs,0.8,14,10,1070
facebook_politician,degree_obs,0.8,14,11,1243
facebook_politician,degree_obs,0.8,14,12,1244
facebook_politician,degree_obs,0.8,14,13,1248
facebook_politician,degree_obs,0.8,14,14,1370
facebook_politician,degree_obs,0.8,14,15,1524
facebook_politician,degree_obs,0.8,14,16,1532
facebook_politician,degree_obs,0.8,14,17,1537
facebook_politician,degree_obs,0.8,14,18,1562
facebook_politician,degree_obs,0.8,14,19,1563
facebook_politician,degree_obs,0.8,14,20,1697
facebook_politician,degree_obs,0.8,14,21,1698
facebook_politician,degree_obs,0.8,14,22,1756
facebook_politician,degree_obs,0.8,14,23,1758
facebook_politician,degree_obs,0.8,14,24,1759
facebook_politician,degree_obs,0.8,14,25,1761
facebook_politician,degree_obs,0.8,14,26,1786
facebook_politician,degree_obs,0.8,14,27,1788
facebook_politician,degree_obs,0.8,14,28,1800
facebook_politician,degree_obs,0.8,14,29,1892
facebook_politician,degree_obs,0.8,14,30,1895
facebook_politician,degree_obs,0.8,15,1,324
facebook_politician,degree_obs,0.8,15,2,415
facebook_politician,degree_obs,0.8,15,3,638
facebook_politician,degree_obs,0.8,15,4,852
facebook_politician,degree_obs,0.8,15,5,908
facebook_politician,degree_obs,0.8,15,6,938
facebook_politician,degree_obs,0.8,15,7,996
facebook_politician,degree_obs,0.8,15,8,1042
facebook_politician,degree_obs,0.8,15,9,1069
facebook_politician,degree_obs,0.8,15,10,1070
facebook_politician,degree_obs,0.8,15,11,1243
facebook_politician,degree_obs,0.8,15,12,1247
facebook_politician,degree_obs,0.8,15,13,1404
facebook_politician,degree_obs,0.8,15,14,1526
facebook_politician,degree_obs,0.8,15,15,1531
facebook_politician,degree_obs,0.8,15,16,1556
facebook_politician,degree_obs,0.8,15,17,1557
facebook_politician,degree_obs,0.8,15,18,1562
facebook_politician,degree_obs,0.8,15,19,1696
facebook_politician,degree_obs,0.8,15,20,1697
facebook_politician,degree_obs,0.8,15,21,1699
facebook_politician,degree_obs,0.8,15,22,1700
facebook_politician,degree_obs,0.8,15,23,1701
facebook_politician,degree_obs,0.8,15,24,1709
facebook_politician,degree_obs,0.8,15,25,1757
facebook_politician,degree_obs,0.8,15,26,1759
facebook_politician,degree_obs,0.8,15,27,1761
facebook_politician,degree_obs,0.8,15,28,1796
facebook_politician,degree_obs,0.8,15,29,1799
facebook_politician,degree_obs,0.8,15,30,1811
facebook_politician,degree_obs,0.8,16,1,324
facebook_politician,degree_obs,0.8,16,2,415
facebook_politician,degree_obs,0.8,16,3,642
facebook_politician,degree_obs,0.8,16,4,859
facebook_politician,degree_obs,0.8,16,5,890
facebook_politician,degree_obs,0.8,16,6,949
facebook_politician,degree_obs,0.8,16,7,996
facebook_politician,degree_obs,0.8,16,8,1042
facebook_politician,degree_obs,0.8,16,9,1069
facebook_politician,degree_obs,0.8,16,10,1073
facebook_politician,degree_obs,0.8,16,11,1246
facebook_politician,degree_obs,0.8,16,12,1403
facebook_politician,degree_obs,0.8,16,13,1404
facebook_politician,degree_obs,0.8,16,14,1405
facebook_politician,degree_obs,0.8,16,15,1410
facebook_politician,degree_obs,0.8,16,16,1415
facebook_politician,degree_obs,0.8,16,17,1440
facebook_politician,degree_obs,0.8,16,18,1441
facebook_politician,degree_obs,0.8,16,19,1443
facebook_politician,degree_obs,0.8,16,20,1566
facebook_politician,degree_obs,0.8,16,21,1567
facebook_politician,degree_obs,0.8,16,22,1608
facebook_politician,degree_obs,0.8,16,23,1649
facebook_politician,degree_obs,0.8,16,24,1783
facebook_politician,degree_obs,0.8,16,25,1784
facebook_politician,degree_obs,0.8,16,26,1786
facebook_politician,degree_obs,0.8,16,27,1794
facebook_politician,degree_obs,0.8,16,28,1796
facebook_politician,degree_obs,0.8,16,29,1808
facebook_politician,degree_obs,0.8,16,30,1811
facebook_politician,degree_obs,0.8,17,1,324
facebook_politician,degree_obs,0.8,17,2,415
facebook_politician,degree_obs,0.8,17,3,642
facebook_politician,degree_obs,0.8,17,4,859
facebook_politician,degree_obs,0.8,17,5,918
facebook_politician,degree_obs,0.8,17,6,975
facebook_politician,degree_obs,0.8,17,7,996
facebook_politician,degree_obs,0.8,17,8,1042
facebook_politician,degree_obs,0.8,17,9,1069
facebook_politician,degree_obs,0.8,17,10,1242
facebook_politician,degree_obs,0.8,17,11,1243
facebook_politician,degree_obs,0.8,17,12,1247
facebook_politician,degree_obs,0.8,17,13,1248
facebook_politician,degree_obs,0.8,17,14,1405
facebook_politician,degree_obs,0.8,17,15,1410
facebook_politician,degree_obs,0.8,17,16,1530
facebook_politician,degree_obs,0.8,17,17,1535
facebook_politician,degree_obs,0.8,17,18,1537
facebook_politician,degree_obs,0.8,17,19,1581
facebook_politician,degree_obs,0.8,17,20,1583
facebook_politician,degree_obs,0.8,17,21,1607
facebook_politician,degree_obs,0.8,17,22,1616
facebook_politician,degree_obs,0.8,17,23,1656
facebook_politician,degree_obs,0.8,17,24,1790
facebook_politician,degree_obs,0.8,17,25,1792
facebook_politician,degree_obs,0.8,17,26,1793
facebook_politician,degree_obs,0.8,17,27,1794
facebook_politician,degree_obs,0.8,17,28,1796
facebook_politician,degree_obs,0.8,17,29,1799
facebook_politician,degree_obs,0.8,17,30,1811
facebook_politician,degree_obs,0.8,18,1,324
facebook_politician,degree_obs,0.8,18,2,415
facebook_politician,degree_obs,0.8,18,3,635
facebook_politician,degree_obs,0.8,18,4,852
facebook_politician,degree_obs,0.8,18,5,890
facebook_politician,degree_obs,0.8,18,6,938
facebook_politician,degree_obs,0.8,18,7,996
facebook_politician,degree_obs,0.8,18,8,1042
facebook_politician,degree_obs,0.8,18,9,1215
facebook_politician,degree_obs,0.8,18,10,1242
facebook_politician,degree_obs,0.8,18,11,1243
facebook_politician,degree_obs,0.8,18,12,1247
facebook_politician,degree_obs,0.8,18,13,1401
facebook_politician,degree_obs,0.8,18,14,1409
facebook_politician,degree_obs,0.8,18,15,1410
facebook_politician,degree_obs,0.8,18,16,1412
facebook_politician,degree_obs,0.8,18,17,1535
facebook_politician,degree_obs,0.8,18,18,1592
facebook_politician,degree_obs,0.8,18,19,1597
facebook_politician,degree_obs,0.8,18,20,1622
facebook_politician,degree_obs,0.8,18,21,1646
facebook_politician,degree_obs,0.8,18,22,1648
facebook_politician,degree_obs,0.8,18,23,1649
facebook_politician,degree_obs,0.8,18,24,1652
facebook_politician,degree_obs,0.8,18,25,1654
facebook_politician,degree_obs,0.8,18,26,1656
facebook_politician,degree_obs,0.8,18,27,1664
facebook_politician,degree_obs,0.8,18,28,1798
facebook_politician,degree_obs,0.8,18,29,1810
facebook_politician,degree_obs,0.8,18,30,1827
facebook_politician,degree_obs,0.8,19,1,324
facebook_politician,degree_obs,0.8,19,2,415
facebook_politician,degree_obs,0.8,19,3,638
facebook_politician,degree_obs,0.8,19,4,827
facebook_politician,degree_obs,0.8,19,5,908
facebook_politician,degree_obs,0.8,19,6,938
facebook_politician,degree_obs,0.8,19,7,996
facebook_politician,degree_obs,0.8,19,8,1042
facebook_politician,degree_obs,0.8,19,9,1215
facebook_politician,degree_obs,0.8,19,10,1242
facebook_politician,degree_obs,0.8,19,11,1243
facebook_politician,degree_obs,0.8,19,12,1247
facebook_politician,degree_obs,0.8,19,13,1248
facebook_politician,degree_obs,0.8,19,14,1405
facebook_politician,degree_obs,0.8,19,15,1410
facebook_politician,degree_obs,0.8,19,16,1533
facebook_politician,degree_obs,0.8,19,17,1535
facebook_politician,degree_obs,0.8,19,18,1576
facebook_politician,degree_obs,0.8,19,19,1710
facebook_politician,degree_obs,0.8,19,20,1715
facebook_politician,degree_obs,0.8,19,21,1717
facebook_politician,degree_obs,0.8,19,22,1758
facebook_politician,degree_obs,0.8,19,23,1770
facebook_politician,degree_obs,0.8,19,24,1771
facebook_politician,degree_obs,0.8,19,25,1773
facebook_politician,degree_obs,0.8,19,26,1796
facebook_politician,degree_obs,0.8,19,27,1804
facebook_politician,degree_obs,0.8,19,28,1806
facebook_politician,degree_obs,0.8,19,29,1809
facebook_politician,degree_obs,0.8,19,30,1811
facebook_government,greedy_f,,,1,698
facebook_government,greedy_f,,,2,1170
facebook_government,greedy_f,,,3,1437
facebook_government,greedy_f,,,4,1677
facebook_government,greedy_f,,,5,1820
facebook_government,greedy_f,,,6,1945
facebook_government,greedy_f,,,7,2067
facebook_government,greedy_f,,,8,2184
facebook_government,greedy_f,,,9,2297
facebook_government,greedy_f,,,10,2406
facebook_government,greedy_f,,,11,2509
facebook_government,greedy_f,,,12,2608
facebook_government,greedy_f,,,13,2707
facebook_government,greedy_f,,,14,2799
facebook_government,greedy_f,,,15,2883
facebook_government,greedy_f,,,16,2962
facebook_government,greedy_f,,,17,3035
facebook_government,greedy_f,,,18,3106
facebook_government,greedy_f,,,19,3175
facebook_government,greedy_f,,,20,3244
facebook_government,greedy_f,,,21,3311
facebook_government,greedy_f,,,22,3375
facebook_government,greedy_f,,,23,3436
facebook_government,greedy_f,,,24,3496
facebook_government,greedy_f,,,25,3555
facebook_government,greedy_f,,,26,3612
facebook_government,greedy_f,,,27,3667
facebook_government,greedy_f,,,28,3721
facebook_government,greedy_f,,,29,3775
facebook_government,greedy_f,,,30,3827
facebook_government,random,,0,1,14
facebook_government,random,,0,2,20
facebook_government,random,,0,3,46
facebook_government,random,,0,4,85
facebook_government,random,,0,5,114
facebook_government,random,,0,6,127
facebook_government,random,,0,7,130
facebook_government,random,,0,8,201
facebook_government,random,,0,9,226
facebook_government,random,,0,10,238
facebook_government,random,,0,11,253
facebook_government,random,,0,12,307
facebook_government,random,,0,13,326
facebook_government,random,,0,14,334
facebook_government,random,,0,15,341
facebook_government,random,,0,16,350
facebook_government,random,,0,17,386
facebook_government,random,,0,18,388
facebook_government,random,,0,19,391
facebook_government,random,,0,20,423
facebook_government,random,,0,21,426
facebook_government,random,,0,22,430
facebook_government,random,,0,23,456
facebook_government,random,,0,24,549
facebook_government,random,,0,25,552
facebook_government,random,,0,26,573
facebook_government,random,,0,27,576
facebook_government,random,,0,28,612
facebook_government,random,,0,29,623
facebook_government,random,,0,30,629
facebook_government,random,,1,1,3
facebook_government,random,,1,2,55
facebook_government,random,,1,3,58
facebook_government,random,,1,4,68
facebook_government,random,,1,5,75
facebook_government,random,,1,6,81
facebook_government,random,,1,7,105
facebook_government,random,,1,8,119
facebook_government,random,,1,9,185
facebook_government,random,,1,10,217
facebook_government,random,,1,11,249
facebook_government,random,,1,12,252
facebook_government,random,,1,13,315
facebook_government,random,,1,14,324
facebook_government,random,,1,15,328
facebook_government,random,,1,16,343
facebook_government,random,,1,17,346
facebook_government,random,,1,18,383
facebook_government,random,,1,19,408
facebook_government,random,,1,20,457
facebook_government,random,,1,21,461
facebook_government,random,,1,22,463
facebook_government,random,,1,23,484
facebook_government,random,,1,24,582
facebook_government,random,,1,25,590
facebook_government,random,,1,26,593
facebook_government,random,,1,27,597
facebook_government,random,,1,28,605
facebook_government,random,,1,29,623
facebook_government,random,,1,30,631
facebook_government,random,,2,1,65
facebook_government,random,,2,2,75
facebook_government,random,,2,3,93
facebook_government,random,,2,4,119
facebook_government,random,,2,5,356
facebook_government,random,,2,6,366
facebook_government,random,,2,7,395
facebook_government,random,,2,8,430
facebook_government,random,,2,9,436
facebook_government,random,,2,10,477
facebook_government,random,,2,11,486
facebook_government,random,,2,12,493
facebook_government,random,,2,13,501
facebook_government,random,,2,14,509
facebook_government,random,,2,15,513
facebook_government,random,,2,16,523
facebook_government,random,,2,17,541
facebook_government,random,,2,18,550
facebook_government,random,,2,19,554
facebook_government,random,,2,20,565
facebook_government,random,,2,21,587
facebook_government,random,,2,22,608
facebook_government,random,,2,23,612
facebook_government,random,,2,24,617
facebook_government,random,,2,25,656
facebook_government,random,,2,26,675
facebook_government,random,,2,27,689
facebook_government,random,,2,28,693
facebook_government,random,,2,29,755
facebook_government,random,,2,30,758
facebook_government,random,,3,1,56
facebook_government,random,,3,2,119
facebook_government,random,,3,3,132
facebook_government,random,,3,4,149
facebook_government,random,,3,5,156
facebook_government,random,,3,6,163
facebook_government,random,,3,7,177
facebook_government,random,,3,8,192
facebook_government,random,,3,9,222
facebook_government,random,,3,10,239
facebook_government,random,,3,11,344
facebook_government,random,,3,12,346
facebook_government,random,,3,13,354
facebook_government,random,,3,14,355
facebook_government,random,,3,15,381
facebook_government,random,,3,16,384
facebook_government,random,,3,17,422
facebook_government,random,,3,18,426
facebook_government,random,,3,19,441
facebook_government,random,,3,20,496
facebook_government,random,,3,21,506
facebook_government,random,,3,22,512
facebook_government,random,,3,23,520
facebook_government,random,,3,24,524
facebook_government,random,,3,25,532
facebook_government,random,,3,26,539
facebook_government,random,,3,27,545
facebook_government,random,,3,28,619
facebook_government,random,,3,29,646
facebook_government,random,,3,30,664
facebook_government,random,,4,1,5
facebook_government,random,,4,2,27
facebook_government,random,,4,3,38
facebook_government,random,,4,4,40
facebook_government,random,,4,5,85
facebook_government,random,,4,6,87
facebook_government,random,,4,7,102
facebook_government,random,,4,8,134
facebook_government,random,,4,9,192
facebook_government,random,,4,10,210
facebook_government,random,,4,11,212
facebook_government,random,,4,12,214
facebook_government,random,,4,13,224
facebook_government,random,,4,14,255
facebook_government,random,,4,15,301
facebook_government,random,,4,16,311
facebook_government,random,,4,17,311
facebook_government,random,,4,18,322
facebook_government,random,,4,19,333
facebook_government,random,,4,20,374
facebook_government,random,,4,21,379
facebook_government,random,,4,22,382
facebook_government,random,,4,23,404
facebook_government,random,,4,24,419
facebook_government,random,,4,25,436
facebook_government,random,,4,26,443
facebook_government,random,,4,27,448
facebook_government,random,,4,28,519
facebook_government,random,,4,29,554
facebook_government,random,,4,30,568
facebook_government,random,,5,1,5
facebook_government,random,,5,2,9
facebook_government,random,,5,3,18
facebook_government,random,,5,4,22
facebook_government,random,,5,5,42
facebook_government,random,,5,6,60
facebook_government,random,,5,7,89
facebook_government,random,,5,8,107
facebook_government,random,,5,9,175
facebook_government,random,,5,10,193
facebook_government,random,,5,11,204
facebook_government,random,,5,12,218
facebook_government,random,,5,13,229
facebook_government,random,,5,14,275
facebook_government,random,,5,15,304
facebook_government,random,,5,16,335
facebook_government,random,,5,17,342
facebook_government,random,,5,18,347
facebook_government,random,,5,19,361
facebook_government,random,,5,20,418
facebook_government,random,,5,21,433
facebook_government,random,,5,22,446
facebook_government,random,,5,23,456
facebook_government,random,,5,24,460
facebook_government,random,,5,25,512
facebook_government,random,,5,26,518
facebook_government,random,,5,27,587
facebook_government,random,,5,28,603
facebook_government,random,,5,29,609
facebook_government,random,,5,30,611
facebook_government,random,,6,1,11
facebook_government,random,,6,2,211
facebook_government,random,,6,3,262
facebook_government,random,,6,4,289
facebook_government,random,,6,5,292
facebook_government,random,,6,6,298
facebook_government,random,,6,7,324
facebook_government,random,,6,8,352
facebook_government,random,,6,9,366
facebook_government,random,,6,10,384
facebook_government,random,,6,11,423
facebook_government,random,,6,12,494
facebook_government,random,,6,13,505
facebook_government,random,,6,14,539
facebook_government,random,,6,15,574
facebook_government,random,,6,16,578
facebook_government,random,,6,17,618
facebook_government,random,,6,18,634
facebook_government,random,,6,19,647
facebook_government,random,,6,20,697
facebook_government,random,,6,21,706
facebook_government,random,,6,22,731
facebook_government,random,,6,23,798
facebook_government,random,,6,24,863
facebook_government,random,,6,25,865
facebook_government,random,,6,26,868
facebook_government,random,,6,27,895
facebook_government,random,,6,28,910
facebook_government,random,,6,29,935
facebook_government,random,,6,30,948
facebook_government,random,,7,1,2
facebook_government,random,,7,2,5
facebook_government,random,,7,3,18
facebook_government,random,,7,4,80
facebook_government,random,,7,5,83
facebook_government,random,,7,6,161
facebook_government,random,,7,7,162
facebook_government,random,,7,8,190
facebook_government,random,,7,9,215
facebook_government,random,,7,10,256
facebook_government,random,,7,11,286
facebook_government,random,,7,12,319
facebook_government,random,,7,13,329
facebook_government,random,,7,14,332
facebook_government,random,,7,15,397
facebook_government,random,,7,16,401
facebook_government,random,,7,17,406
facebook_government,random,,7,18,410
facebook_government,random,,7,19,456
facebook_government,random,,7,20,513
facebook_government,random,,7,21,592
facebook_government,random,,7,22,606
facebook_government,random,,7,23,613
facebook_government,random,,7,24,663
facebook_government,random,,7,25,690
facebook_government,random,,7,26,709
facebook_government,random,,7,27,717
facebook_government,random,,7,28,747
facebook_government,random,,7,29,755
facebook_government,random,,7,30,785
facebook_government,random,,8,1,11
facebook_government,random,,8,2,64
facebook_government,random,,8,3,74
facebook_government,random,,8,4,114
facebook_government,random,,8,5,137
facebook_government,random,,8,6,173
facebook_government,random,,8,7,186
facebook_government,random,,8,8,194
facebook_government,random,,8,9,197
facebook_government,random,,8,10,203
facebook_government,random,,8,11,205
facebook_government,random,,8,12,208
facebook_government,random,,8,13,238
facebook_government,random,,8,14,249
facebook_government,random,,8,15,259
facebook_government,random,,8,16,270
facebook_government,random,,8,17,613
facebook_government,random,,8,18,624
facebook_government,random,,8,19,636
facebook_government,random,,8,20,643
facebook_government,random,,8,21,662
facebook_government,random,,8,22,668
facebook_government,random,,8,23,682
facebook_government,random,,8,24,718
facebook_government,random,,8,25,740
facebook_government,random,,8,26,762
facebook_government,random,,8,27,776
facebook_government,random,,8,28,781
facebook_government,random,,8,29,799
facebook_government,random,,8,30,884
facebook_government,random,,9,1,12
facebook_government,random,,9,2,34
facebook_government,random,,9,3,68
facebook_government,random,,9,4,87
facebook_government,random,,9,5,123
facebook_government,random,,9,6,126
facebook_government,random,,9,7,131
facebook_government,random,,9,8,136
facebook_government,random,,9,9,139
facebook_government,random,,9,10,165
facebook_government,random,,9,11,189
facebook_government,random,,9,12,207
facebook_government,random,,9,13,271
facebook_government,random,,9,14,273
facebook_government,random,,9,15,291
facebook_government,random,,9,16,312
facebook_government,random,,9,17,316
facebook_government,random,,9,18,326
facebook_government,random,,9,19,350
facebook_government,random,,9,20,356
facebook_government,random,,9,21,368
facebook_government,random,,9,22,392
facebook_government,random,,9,23,402
facebook_government,random,,9,24,426
facebook_government,random,,9,25,444
facebook_government,random,,9,26,450
facebook_government,random,,9,27,491
facebook_government,random,,9,28,494
facebook_government,random,,9,29,499
facebook_government,random,,9,30,504
facebook_government,degree_obs,0.3,0,1,675
facebook_government,degree_obs,0.3,0,2,702
facebook_government,degree_obs,0.3,0,3,1172
facebook_government,degree_obs,0.3,0,4,1313
facebook_government,degree_obs,0.3,0,5,1569
facebook_government,degree_obs,0.3,0,6,1662
facebook_government,degree_obs,0.3,0,7,1749
facebook_government,degree_obs,0.3,0,8,1778
facebook_government,degree_obs,0.3,0,9,1830
facebook_government,degree_obs,0.3,0,10,1846
facebook_government,degree_obs,0.3,0,11,1871
