dataset,method,p,seed,K,f_value
facebook_politician,random,,0,14,219
facebook_politician,random,,0,15,314
facebook_politician,random,,0,16,316
facebook_politician,random,,0,17,321
facebook_politician,random,,0,18,329
facebook_politician,random,,0,19,358
facebook_politician,random,,0,20,370
facebook_politician,random,,0,21,401
facebook_politician,random,,0,22,403
facebook_politician,random,,0,23,440
facebook_politician,random,,0,24,453
facebook_politician,random,,0,25,455
facebook_politician,random,,0,26,459
facebook_politician,random,,0,27,462
facebook_politician,random,,0,28,474
facebook_politician,random,,0,29,480
facebook_politician,random,,0,30,483
facebook_politician,random,,1,1,3
facebook_politician,random,,1,2,13
facebook_politician,random,,1,3,64
facebook_politician,random,,1,4,78
facebook_politician,random,,1,5,82
facebook_politician,random,,1,6,88
facebook_politician,random,,1,7,90
facebook_politician,random,,1,8,113
facebook_politician,random,,1,9,116
facebook_politician,random,,1,10,132
facebook_politician,random,,1,11,142
facebook_politician,random,,1,12,161
facebook_politician,random,,1,13,200
facebook_politician,random,,1,14,211
facebook_politician,random,,1,15,215
facebook_politician,random,,1,16,217
facebook_politician,random,,1,17,238
facebook_politician,random,,1,18,260
facebook_politician,random,,1,19,264
facebook_politician,random,,1,20,269
facebook_politician,random,,1,21,276
facebook_politician,random,,1,22,291
facebook_politician,random,,1,23,302
facebook_politician,random,,1,24,304
facebook_politician,random,,1,25,317
facebook_politician,random,,1,26,334
facebook_politician,random,,1,27,339
facebook_politician,random,,1,28,353
facebook_politician,random,,1,29,383
facebook_politician,random,,1,30,389
facebook_politician,random,,2,1,2
facebook_politician,random,,2,2,31
facebook_politician,random,,2,3,107
facebook_politician,random,,2,4,111
facebook_politician,random,,2,5,120
facebook_politician,random,,2,6,122
facebook_politician,random,,2,7,126
facebook_politician,random,,2,8,154
facebook_politician,random,,2,9,170
facebook_politician,random,,2,10,191
facebook_politician,random,,2,11,194
facebook_politician,random,,2,12,195
facebook_politician,random,,2,13,253
facebook_politician,random,,2,14,262
facebook_politician,random,,2,15,268
facebook_politician,random,,2,16,271
facebook_politician,random,,2,17,301
facebook_politician,random,,2,18,303
facebook_politician,random,,2,19,319
facebook_politician,random,,2,20,324
facebook_politician,random,,2,21,344
facebook_politician,random,,2,22,345
facebook_politician,random,,2,23,376
facebook_politician,random,,2,24,393
facebook_politician,random,,2,25,403
facebook_politician,random,,2,26,405
facebook_politician,random,,2,27,409
facebook_politician,random,,2,28,458
facebook_politician,random,,2,29,472
facebook_politician,random,,2,30,474
facebook_politician,random,,3,1,16
facebook_politician,random,,3,2,122
facebook_politician,random,,3,3,136
facebook_politician,random,,3,4,251
facebook_politician,random,,3,5,265
facebook_politician,random,,3,6,280
facebook_politician,random,,3,7,286
facebook_politician,random,,3,8,301
facebook_politician,random,,3,9,305
facebook_politician,random,,3,10,309
facebook_politician,random,,3,11,334
facebook_politician,random,,3,12,356
facebook_politician,random,,3,13,359
facebook_politician,random,,3,14,363
facebook_politician,random,,3,15,381
facebook_politician,random,,3,16,382
facebook_politician,random,,3,17,409
facebook_politician,random,,3,18,417
facebook_politician,random,,3,19,422
facebook_politician,random,,3,20,441
facebook_politician,random,,3,21,458
facebook_politician,random,,3,22,460
facebook_politician,random,,3,23,468
facebook_politician,random,,3,24,474
facebook_politician,random,,3,25,476
facebook_politician,random,,3,26,480
facebook_politician,random,,3,27,518
facebook_politician,random,,3,28,523
facebook_politician,random,,3,29,559
facebook_politician,random,,3,30,587
facebook_politician,random,,4,1,3
facebook_politician,random,,4,2,8
facebook_politician,random,,4,3,11
facebook_politician,random,,4,4,61
facebook_politician,random,,4,5,63
facebook_politician,random,,4,6,67
facebook_politician,random,,4,7,136
facebook_politician,random,,4,8,138
facebook_politician,random,,4,9,140
facebook_politician,random,,4,10,158
facebook_politician,random,,4,11,169
facebook_politician,random,,4,12,176
facebook_politician,random,,4,13,207
facebook_politician,random,,4,14,210
facebook_politician,random,,4,15,212
facebook_politician,random,,4,16,224
facebook_politician,random,,4,17,233
facebook_politician,random,,4,18,236
facebook_politician,random,,4,19,241
facebook_politician,random,,4,20,248
facebook_politician,random,,4,21,288
facebook_politician,random,,4,22,329
facebook_politician,random,,4,23,346
facebook_politician,random,,4,24,352
facebook_politician,random,,4,25,371
facebook_politician,random,,4,26,381
facebook_politician,random,,4,27,383
facebook_politician,random,,4,28,390
facebook_politician,random,,4,29,400
facebook_politician,random,,4,30,404
facebook_politician,random,,5,1,7
facebook_politician,random,,5,2,11
facebook_politician,random,,5,3,16
facebook_politician,random,,5,4,23
facebook_politician,random,,5,5,42
facebook_politician,random,,5,6,48
facebook_politician,random,,5,7,67
facebook_politician,random,,5,8,76
facebook_politician,random,,5,9,105
facebook_politician,random,,5,10,119
facebook_politician,random,,5,11,146
facebook_politician,random,,5,12,159
facebook_politician,random,,5,13,179
facebook_politician,random,,5,14,205
facebook_politician,random,,5,15,216
facebook_politician,random,,5,16,234
facebook_politician,random,,5,17,254
facebook_politician,random,,5,18,275
facebook_politician,random,,5,19,291
facebook_politician,random,,5,20,293
facebook_politician,random,,5,21,305
facebook_politician,random,,5,22,308
facebook_politician,random,,5,23,316
facebook_politician,random,,5,24,319
facebook_politician,random,,5,25,340
facebook_politician,random,,5,26,343
facebook_politician,random,,5,27,362
facebook_politician,random,,5,28,371
facebook_politician,random,,5,29,377
facebook_politician,random,,5,30,382
facebook_politician,random,,6,1,44
facebook_politician,random,,6,2,72
facebook_politician,random,,6,3,98
facebook_politician,random,,6,4,102
facebook_politician,random,,6,5,106
facebook_politician,random,,6,6,110
facebook_politician,random,,6,7,114
facebook_politician,random,,6,8,122
facebook_politician,random,,6,9,124
facebook_politician,random,,6,10,133
facebook_politician,random,,6,11,178
facebook_politician,random,,6,12,180
facebook_politician,random,,6,13,196
facebook_politician,random,,6,14,221
facebook_politician,random,,6,15,223
facebook_politician,random,,6,16,275
facebook_politician,random,,6,17,279
facebook_politician,random,,6,18,314
facebook_politician,random,,6,19,333
facebook_politician,random,,6,20,334
facebook_politician,random,,6,21,357
facebook_politician,random,,6,22,359
facebook_politician,random,,6,23,369
facebook_politician,random,,6,24,378
facebook_politician,random,,6,25,385
facebook_politician,random,,6,26,409
facebook_politician,random,,6,27,426
facebook_politician,random,,6,28,427
facebook_politician,random,,6,29,434
facebook_politician,random,,6,30,437
facebook_politician,random,,7,1,18
facebook_politician,random,,7,2,26
facebook_politician,random,,7,3,31
facebook_politician,random,,7,4,52
facebook_politician,random,,7,5,96
facebook_politician,random,,7,6,98
facebook_politician,random,,7,7,109
facebook_politician,random,,7,8,137
facebook_politician,random,,7,9,142
facebook_politician,random,,7,10,147
facebook_politician,random,,7,11,243
facebook_politician,random,,7,12,251
facebook_politician,random,,7,13,263
facebook_politician,random,,7,14,280
facebook_politician,random,,7,15,282
facebook_politician,random,,7,16,290
facebook_politician,random,,7,17,317
facebook_politician,random,,7,18,345
facebook_politician,random,,7,19,380
facebook_politician,random,,7,20,395
facebook_politician,random,,7,21,396
facebook_politician,random,,7,22,399
facebook_politician,random,,7,23,400
facebook_politician,random,,7,24,402
facebook_politician,random,,7,25,404
facebook_politician,random,,7,26,412
facebook_politician,random,,7,27,416
facebook_politician,random,,7,28,450
facebook_politician,random,,7,29,452
facebook_politician,random,,7,30,454
facebook_politician,random,,8,1,35
facebook_politician,random,,8,2,46
facebook_politician,random,,8,3,60
facebook_politician,random,,8,4,76
facebook_politician,random,,8,5,104
facebook_politician,random,,8,6,109
facebook_politician,random,,8,7,111
facebook_politician,random,,8,8,185
facebook_politician,random,,8,9,188
facebook_politician,random,,8,10,190
facebook_politician,random,,8,11,217
facebook_politician,random,,8,12,220
facebook_politician,random,,8,13,224
facebook_politician,random,,8,14,227
facebook_politician,random,,8,15,239
facebook_politician,random,,8,16,256
facebook_politician,random,,8,17,259
facebook_politician,random,,8,18,280
facebook_politician,random,,8,19,312
facebook_politician,random,,8,20,354
facebook_politician,random,,8,21,362
facebook_politician,random,,8,22,362
facebook_politician,random,,8,23,370
facebook_politician,random,,8,24,372
facebook_politician,random,,8,25,375
facebook_politician,random,,8,26,394
facebook_politician,random,,8,27,398
facebook_politician,random,,8,28,419
facebook_politician,random,,8,29,426
facebook_politician,random,,8,30,432
facebook_politician,random,,9,1,22
facebook_politician,random,,9,2,29
facebook_politician,random,,9,3,39
facebook_politician,random,,9,4,57
facebook_politician,random,,9,5,70
facebook_politician,random,,9,6,73
facebook_politician,random,,9,7,80
facebook_politician,random,,9,8,85
facebook_politician,random,,9,9,111
facebook_politician,random,,9,10,113
facebook_politician,random,,9,11,131
facebook_politician,random,,9,12,148
facebook_politician,random,,9,13,150
facebook_politician,random,,9,14,155
facebook_politician,random,,9,15,168
facebook_politician,random,,9,16,181
facebook_politician,random,,9,17,206
facebook_politician,random,,9,18,210
facebook_politician,random,,9,19,215
facebook_politician,random,,9,20,218
facebook_politician,random,,9,21,225
facebook_politician,random,,9,22,228
facebook_politician,random,,9,23,237
facebook_politician,random,,9,24,273
facebook_politician,random,,9,25,277
facebook_politician,random,,9,26,293
facebook_politician,random,,9,27,301
facebook_politician,random,,9,28,306
facebook_politician,random,,9,29,309
facebook_politician,random,,9,30,314
facebook_politician,degree_obs,0.3,0,1,324
facebook_politician,degree_obs,0.3,0,2,415
facebook_politician,degree_obs,0.3,0,3,638
facebook_politician,degree_obs,0.3,0,4,852
facebook_politician,degree_obs,0.3,0,5,908
facebook_politician,degree_obs,0.3,0,6,938
facebook_politician,degree_obs,0.3,0,7,996
facebook_politician,degree_obs,0.3,0,8,1002
facebook_politician,degree_obs,0.3,0,9,1175
facebook_politician,degree_obs,0.3,0,10,1304
facebook_politician,degree_obs,0.3,0,11,1349
facebook_politician,degree_obs,0.3,0,12,1469
facebook_politician,degree_obs,0.3,0,13,1527
facebook_politician,degree_obs,0.3,0,14,1531
facebook_politician,degree_obs,0.3,0,15,1534
facebook_politician,degree_obs,0.3,0,16,1536
facebook_politician,degree_obs,0.3,0,17,1541
facebook_politician,degree_obs,0.3,0,18,1563
facebook_politician,degree_obs,0.3,0,19,1565
facebook_politician,degree_obs,0.3,0,20,1565
facebook_politician,degree_obs,0.3,0,21,1615
facebook_politician,degree_obs,0.3,0,22,1615
facebook_politician,degree_obs,0.3,0,23,1616
facebook_politician,degree_obs,0.3,0,24,1624
facebook_politician,degree_obs,0.3,0,25,1758
facebook_politician,degree_obs,0.3,0,26,1775
facebook_politician,degree_obs,0.3,0,27,1800
facebook_politician,degree_obs,0.3,0,28,1898
facebook_politician,degree_obs,0.3,0,29,1898
facebook_politician,degree_obs,0.3,0,30,1899
facebook_politician,degree_obs,0.3,1,1,324
facebook_politician,degree_obs,0.3,1,2,551
facebook_politician,degree_obs,0.3,1,3,769
facebook_politician,degree_obs,0.3,1,4,833
facebook_politician,degree_obs,0.3,1,5,917
facebook_politician,degree_obs,0.3,1,6,969
facebook_politician,degree_obs,0.3,1,7,1124
facebook_politician,degree_obs,0.3,1,8,1182
facebook_politician,degree_obs,0.3,1,9,1355
facebook_politician,degree_obs,0.3,1,10,1364
facebook_politician,degree_obs,0.3,1,11,1379
facebook_politician,degree_obs,0.3,1,12,1384
facebook_politician,degree_obs,0.3,1,13,1392
facebook_politician,degree_obs,0.3,1,14,1415
facebook_politician,degree_obs,0.3,1,15,1549
facebook_politician,degree_obs,0.3,1,16,1551
facebook_politician,degree_obs,0.3,1,17,1563
facebook_politician,degree_obs,0.3,1,18,1563
facebook_politician,degree_obs,0.3,1,19,1686
facebook_politician,degree_obs,0.3,1,20,1688
facebook_politician,degree_obs,0.3,1,21,1690
facebook_politician,degree_obs,0.3,1,22,1692
facebook_politician,degree_obs,0.3,1,23,1692
facebook_politician,degree_obs,0.3,1,24,1802
facebook_politician,degree_obs,0.3,1,25,1813
facebook_politician,degree_obs,0.3,1,26,1831
facebook_politician,degree_obs,0.3,1,27,1847
facebook_politician,degree_obs,0.3,1,28,1847
facebook_politician,degree_obs,0.3,1,29,1886
facebook_politician,degree_obs,0.3,1,30,1979
facebook_politician,degree_obs,0.3,2,1,324
facebook_politician,degree_obs,0.3,2,2,415
facebook_politician,degree_obs,0.3,2,3,610
facebook_politician,degree_obs,0.3,2,4,680
facebook_politician,degree_obs,0.3,2,5,885
facebook_politician,degree_obs,0.3,2,6,975
facebook_politician,degree_obs,0.3,2,7,996
facebook_politician,degree_obs,0.3,2,8,1030
facebook_politician,degree_obs,0.3,2,9,1203
facebook_politician,degree_obs,0.3,2,10,1360
facebook_politician,degree_obs,0.3,2,11,1399
facebook_politician,degree_obs,0.3,2,12,1427
facebook_politician,degree_obs,0.3,2,13,1428
facebook_politician,degree_obs,0.3,2,14,1429
facebook_politician,degree_obs,0.3,2,15,1551
facebook_politician,degree_obs,0.3,2,16,1553
facebook_politician,degree_obs,0.3,2,17,1557
facebook_politician,degree_obs,0.3,2,18,1560
facebook_politician,degree_obs,0.3,2,19,1608
facebook_politician,degree_obs,0.3,2,20,1643
facebook_politician,degree_obs,0.3,2,21,1644
facebook_politician,degree_obs,0.3,2,22,1778
facebook_politician,degree_obs,0.3,2,23,1789
facebook_politician,degree_obs,0.3,2,24,1790
facebook_politician,degree_obs,0.3,2,25,1794
facebook_politician,degree_obs,0.3,2,26,1898
facebook_politician,degree_obs,0.3,2,27,1937
facebook_politician,degree_obs,0.3,2,28,1938
facebook_politician,degree_obs,0.3,2,29,1940
facebook_politician,degree_obs,0.3,2,30,1994
facebook_politician,degree_obs,0.3,3,1,324
facebook_politician,degree_obs,0.3,3,2,415
facebook_politician,degree_obs,0.3,3,3,642
facebook_politician,degree_obs,0.3,3,4,859
facebook_politician,degree_obs,0.3,3,5,890
facebook_politician,degree_obs,0.3,3,6,949
facebook_politician,degree_obs,0.3,3,7,1000
facebook_politician,degree_obs,0.3,3,8,1042
facebook_politician,degree_obs,0.3,3,9,1047
facebook_politician,degree_obs,0.3,3,10,1052
facebook_politician,degree_obs,0.3,3,11,1078
facebook_politician,degree_obs,0.3,3,12,1078
facebook_politician,degree_obs,0.3,3,13,1235
facebook_politician,degree_obs,0.3,3,14,1235
facebook_politician,degree_obs,0.3,3,15,1239
facebook_politician,degree_obs,0.3,3,16,1361
facebook_politician,degree_obs,0.3,3,17,1369
facebook_politician,degree_obs,0.3,3,18,1374
facebook_politician,degree_obs,0.3,3,19,1399
facebook_politician,degree_obs,0.3,3,20,1457
facebook_politician,degree_obs,0.3,3,21,1630
facebook_politician,degree_obs,0.3,3,22,1633
facebook_politician,degree_obs,0.3,3,23,1658
facebook_politician,degree_obs,0.3,3,24,1660
facebook_politician,degree_obs,0.3,3,25,1663
facebook_politician,degree_obs,0.3,3,26,1797
facebook_politician,degree_obs,0.3,3,27,1804
facebook_politician,degree_obs,0.3,3,28,1909
facebook_politician,degree_obs,0.3,3,29,1918
facebook_politician,degree_obs,0.3,3,30,2029
facebook_politician,degree_obs,0.3,4,1,324
facebook_politician,degree_obs,0.3,4,2,415
facebook_politician,degree_obs,0.3,4,3,635
facebook_politician,degree_obs,0.3,4,4,692
facebook_politician,degree_obs,0.3,4,5,722
facebook_politician,degree_obs,0.3,4,6,773
facebook_politician,degree_obs,0.3,4,7,984
facebook_politician,degree_obs,0.3,4,8,1011
facebook_politician,degree_obs,0.3,4,9,1165
facebook_politician,degree_obs,0.3,4,10,1223
facebook_politician,degree_obs,0.3,4,11,1224
facebook_politician,degree_obs,0.3,4,12,1236
facebook_politician,degree_obs,0.3,4,13,1236
facebook_politician,degree_obs,0.3,4,14,1356
facebook_politician,degree_obs,0.3,4,15,1467
facebook_politician,degree_obs,0.3,4,16,1516
facebook_politician,degree_obs,0.3,4,17,1524
facebook_politician,degree_obs,0.3,4,18,1527
facebook_politician,degree_obs,0.3,4,19,1529
facebook_politician,degree_obs,0.3,4,20,1540
facebook_politician,degree_obs,0.3,4,21,1713
facebook_politician,degree_obs,0.3,4,22,1715
facebook_politician,degree_obs,0.3,4,23,1717
facebook_politician,degree_obs,0.3,4,24,1741
facebook_politician,degree_obs,0.3,4,25,1742
facebook_politician,degree_obs,0.3,4,26,1858
facebook_politician,degree_obs,0.3,4,27,1861
facebook_politician,degree_obs,0.3,4,28,1863
facebook_politician,degree_obs,0.3,4,29,1898
facebook_politician,degree_obs,0.3,4,30,1988
facebook_politician,degree_obs,0.3,5,1,324
facebook_politician,degree_obs,0.3,5,2,415
facebook_politician,degree_obs,0.3,5,3,610
facebook_politician,degree_obs,0.3,5,4,827
facebook_politician,degree_obs,0.3,5,5,917
facebook_politician,degree_obs,0.3,5,6,938
facebook_politician,degree_obs,0.3,5,7,996
facebook_politician,degree_obs,0.3,5,8,1042
facebook_politician,degree_obs,0.3,5,9,1070
facebook_politician,degree_obs,0.3,5,10,1070
facebook_politician,degree_obs,0.3,5,11,1190
facebook_politician,degree_obs,0.3,5,12,1347
facebook_politician,degree_obs,0.3,5,13,1348
facebook_politician,degree_obs,0.3,5,14,1353
facebook_politician,degree_obs,0.3,5,15,1356
facebook_politician,degree_obs,0.3,5,16,1400
facebook_politician,degree_obs,0.3,5,17,1402
facebook_politician,degree_obs,0.3,5,18,1575
facebook_politician,degree_obs,0.3,5,19,1578
facebook_politician,degree_obs,0.3,5,20,1588
facebook_politician,degree_obs,0.3,5,21,1590
facebook_politician,degree_obs,0.3,5,22,1699
facebook_politician,degree_obs,0.3,5,23,1701
facebook_politician,degree_obs,0.3,5,24,1707
facebook_politician,degree_obs,0.3,5,25,1719
facebook_politician,degree_obs,0.3,5,26,1742
facebook_politician,degree_obs,0.3,5,27,1854
facebook_politician,degree_obs,0.3,5,28,1875
facebook_politician,degree_obs,0.3,5,29,1878
facebook_politician,degree_obs,0.3,5,30,1979
facebook_politician,degree_obs,0.3,6,1,324
facebook_politician,degree_obs,0.3,6,2,548
facebook_politician,degree_obs,0.3,6,3,763
facebook_politician,degree_obs,0.3,6,4,838
facebook_politician,degree_obs,0.3,6,5,923
facebook_politician,degree_obs,0.3,6,6,941
facebook_politician,degree_obs,0.3,6,7,984
facebook_politician,degree_obs,0.3,6,8,1042
facebook_politician,degree_obs,0.3,6,9,1050
facebook_politician,degree_obs,0.3,6,10,1053
facebook_politician,degree_obs,0.3,6,11,1199
facebook_politician,degree_obs,0.3,6,12,1204
facebook_politician,degree_obs,0.3,6,13,1227
facebook_politician,degree_obs,0.3,6,14,1347
facebook_politician,degree_obs,0.3,6,15,1359
facebook_politician,degree_obs,0.3,6,16,1359
facebook_politician,degree_obs,0.3,6,17,1376
facebook_politician,degree_obs,0.3,6,18,1377
facebook_politician,degree_obs,0.3,6,19,1386
facebook_politician,degree_obs,0.3,6,20,1559
facebook_politician,degree_obs,0.3,6,21,1693
facebook_politician,degree_obs,0.3,6,22,1695
facebook_politician,degree_obs,0.3,6,23,1701
facebook_politician,degree_obs,0.3,6,24,1750
facebook_politician,degree_obs,0.3,6,25,1842
facebook_politician,degree_obs,0.3,6,26,1867
facebook_politician,degree_obs,0.3,6,27,1868
facebook_politician,degree_obs,0.3,6,28,1869
facebook_politician,degree_obs,0.3,6,29,1904
facebook_politician,degree_obs,0.3,6,30,1908
facebook_politician,degree_obs,0.3,7,1,324
facebook_politician,degree_obs,0.3,7,2,551
facebook_politician,degree_obs,0.3,7,3,769
facebook_politician,degree_obs,0.3,7,4,859
facebook_politician,degree_obs,0.3,7,5,918
facebook_politician,degree_obs,0.3,7,6,979
facebook_politician,degree_obs,0.3,7,7,1027
facebook_politician,degree_obs,0.3,7,8,1056
facebook_politician,degree_obs,0.3,7,9,1057
facebook_politician,degree_obs,0.3,7,10,1070
facebook_politician,degree_obs,0.3,7,11,1215
facebook_politician,degree_obs,0.3,7,12,1216
facebook_politician,degree_obs,0.3,7,13,1233
facebook_politician,degree_obs,0.3,7,14,1406
facebook_politician,degree_obs,0.3,7,15,1408
facebook_politician,degree_obs,0.3,7,16,1411
facebook_politician,degree_obs,0.3,7,17,1533
facebook_politician,degree_obs,0.3,7,18,1537
facebook_politician,degree_obs,0.3,7,19,1671
facebook_politician,degree_obs,0.3,7,20,1674
facebook_politician,degree_obs,0.3,7,21,1779
facebook_politician,degree_obs,0.3,7,22,1788
facebook_politician,degree_obs,0.3,7,23,1836
facebook_politician,degree_obs,0.3,7,24,1927
facebook_politician,degree_obs,0.3,7,25,1951
facebook_politician,degree_obs,0.3,7,26,1952
facebook_politician,degree_obs,0.3,7,27,1956
facebook_politician,degree_obs,0.3,7,28,1991
facebook_politician,degree_obs,0.3,7,29,2086
facebook_politician,degree_obs,0.3,7,30,2094
facebook_politician,degree_obs,0.3,8,1,324
facebook_politician,degree_obs,0.3,8,2,545
facebook_politician,degree_obs,0.3,8,3,635
facebook_politician,degree_obs,0.3,8,4,674
facebook_politician,degree_obs,0.3,8,5,745
facebook_politician,degree_obs,0.3,8,6,949
facebook_politician,degree_obs,0.3,8,7,997
facebook_politician,degree_obs,0.3,8,8,1040
facebook_politician,degree_obs,0.3,8,9,1069
facebook_politician,degree_obs,0.3,8,10,1214
facebook_politician,degree_obs,0.3,8,11,1218
facebook_politician,degree_obs,0.3,8,12,1222
facebook_politician,degree_obs,0.3,8,13,1344
facebook_politician,degree_obs,0.3,8,14,1517
facebook_politician,degree_obs,0.3,8,15,1532
facebook_politician,degree_obs,0.3,8,16,1544
facebook_politician,degree_obs,0.3,8,17,1560
facebook_politician,degree_obs,0.3,8,18,1618
facebook_politician,degree_obs,0.3,8,19,1720
facebook_politician,degree_obs,0.3,8,20,1722
facebook_politician,degree_obs,0.3,8,21,1726
facebook_politician,degree_obs,0.3,8,22,1727
facebook_politician,degree_obs,0.3,8,23,1735
facebook_politician,degree_obs,0.3,8,24,1774
facebook_politician,degree_obs,0.3,8,25,1791
facebook_politician,degree_obs,0.3,8,26,1815
facebook_politician,degree_obs,0.3,8,27,1948
facebook_politician,degree_obs,0.3,8,28,1948
facebook_politician,degree_obs,0.3,8,29,1949
facebook_politician,degree_obs,0.3,8,30,1964
facebook_politician,degree_obs,0.3,9,1,324
facebook_politician,degree_obs,0.3,9,2,415
facebook_politician,degree_obs,0.3,9,3,642
facebook_politician,degree_obs,0.3,9,4,713
facebook_politician,degree_obs,0.3,9,5,745
facebook_politician,degree_obs,0.3,9,6,949
facebook_politician,degree_obs,0.3,9,7,1000
facebook_politician,degree_obs,0.3,9,8,1173
facebook_politician,degree_obs,0.3,9,9,1215
facebook_politician,degree_obs,0.3,9,10,1361
facebook_politician,degree_obs,0.3,9,11,1377
facebook_politician,degree_obs,0.3,9,12,1404
facebook_politician,degree_obs,0.3,9,13,1405
facebook_politician,degree_obs,0.3,9,14,1405
facebook_politician,degree_obs,0.3,9,15,1408
facebook_politician,degree_obs,0.3,9,16,1528
facebook_politician,degree_obs,0.3,9,17,1578
facebook_politician,degree_obs,0.3,9,18,1581
facebook_politician,degree_obs,0.3,9,19,1585
facebook_politician,degree_obs,0.3,9,20,1587
facebook_politician,degree_obs,0.3,9,21,1590
facebook_politician,degree_obs,0.3,9,22,1593
facebook_politician,degree_obs,0.3,9,23,1703
facebook_politician,degree_obs,0.3,9,24,1714
facebook_politician,degree_obs,0.3,9,25,1715
facebook_politician,degree_obs,0.3,9,26,1729
facebook_politician,degree_obs,0.3,9,27,1741
facebook_politician,degree_obs,0.3,9,28,1743
facebook_politician,degree_obs,0.3,9,29,1778
facebook_politician,degree_obs,0.3,9,30,1779
facebook_politician,degree_obs,0.3,10,1,324
facebook_politician,degree_obs,0.3,10,2,525
facebook_politician,degree_obs,0.3,10,3,616
facebook_politician,degree_obs,0.3,10,4,701
facebook_politician,degree_obs,0.3,10,5,917
facebook_politician,degree_obs,0.3,10,6,938
facebook_politician,degree_obs,0.3,10,7,972
facebook_politician,degree_obs,0.3,10,8,1030
facebook_politician,degree_obs,0.3,10,9,1069
facebook_politician,degree_obs,0.3,10,10,1073
facebook_politician,degree_obs,0.3,10,11,1074
facebook_politician,degree_obs,0.3,10,12,1077
facebook_politician,degree_obs,0.3,10,13,1078
facebook_politician,degree_obs,0.3,10,14,1206
facebook_politician,degree_obs,0.3,10,15,1210
facebook_politician,degree_obs,0.3,10,16,1212
facebook_politician,degree_obs,0.3,10,17,1334
facebook_politician,degree_obs,0.3,10,18,1468
facebook_politician,degree_obs,0.3,10,19,1516
facebook_politician,degree_obs,0.3,10,20,1529
facebook_politician,degree_obs,0.3,10,21,1530
facebook_politician,degree_obs,0.3,10,22,1538
facebook_politician,degree_obs,0.3,10,23,1545
facebook_politician,degree_obs,0.3,10,24,1545
facebook_politician,degree_obs,0.3,10,25,1547
facebook_politician,degree_obs,0.3,10,26,1595
facebook_politician,degree_obs,0.3,10,27,1687
facebook_politician,degree_obs,0.3,10,28,1698
facebook_politician,degree_obs,0.3,10,29,1702
facebook_politician,degree_obs,0.3,10,30,1703
facebook_politician,degree_obs,0.3,11,1,324
facebook_politician,degree_obs,0.3,11,2,548
facebook_politician,degree_obs,0.3,11,3,638
facebook_politician,degree_obs,0.3,11,4,859
facebook_politician,degree_obs,0.3,11,5,913
facebook_politician,degree_obs,0.3,11,6,940
facebook_politician,degree_obs,0.3,11,7,986
facebook_politician,degree_obs,0.3,11,8,1044
facebook_politician,degree_obs,0.3,11,9,1057
facebook_politician,degree_obs,0.3,11,10,1071
facebook_politician,degree_obs,0.3,11,11,1075
facebook_politician,degree_obs,0.3,11,12,1077
facebook_politician,degree_obs,0.3,11,13,1222
facebook_politician,degree_obs,0.3,11,14,1239
facebook_politician,degree_obs,0.3,11,15,1412
facebook_politician,degree_obs,0.3,11,16,1412
facebook_politician,degree_obs,0.3,11,17,1546
facebook_politician,degree_obs,0.3,11,18,1668
facebook_politician,degree_obs,0.3,11,19,1726
facebook_politician,degree_obs,0.3,11,20,1738
facebook_politician,degree_obs,0.3,11,21,1741
facebook_politician,degree_obs,0.3,11,22,1744
facebook_politician,degree_obs,0.3,11,23,1748
facebook_politician,degree_obs,0.3,11,24,1773
facebook_politician,degree_obs,0.3,11,25,1797
facebook_politician,degree_obs,0.3,11,26,1804
facebook_politician,degree_obs,0.3,11,27,1812
facebook_politician,degree_obs,0.3,11,28,1828
facebook_politician,degree_obs,0.3,11,29,1829
facebook_politician,degree_obs,0.3,11,30,1829
facebook_politician,degree_obs,0.3,12,1,324
facebook_politician,degree_obs,0.3,12,2,415
facebook_politician,degree_obs,0.3,12,3,635
facebook_politician,degree_obs,0.3,12,4,852
facebook_politician,degree_obs,0.3,12,5,890
facebook_politician,degree_obs,0.3,12,6,939
facebook_politician,degree_obs,0.3,12,7,972
facebook_politician,degree_obs,0.3,12,8,1030
facebook_politician,degree_obs,0.3,12,9,1069
facebook_politician,degree_obs,0.3,12,10,1070
facebook_politician,degree_obs,0.3,12,11,1198
facebook_politician,degree_obs,0.3,12,12,1371
facebook_politician,degree_obs,0.3,12,13,1482
facebook_politician,degree_obs,0.3,12,14,1605
facebook_politician,degree_obs,0.3,12,15,1611
facebook_politician,degree_obs,0.3,12,16,1745
facebook_politician,degree_obs,0.3,12,17,1745
facebook_politician,degree_obs,0.3,12,18,1802
facebook_politician,degree_obs,0.3,12,19,1844
facebook_politician,degree_obs,0.3,12,20,1848
facebook_politician,degree_obs,0.3,12,21,1851
facebook_politician,degree_obs,0.3,12,22,1876
facebook_politician,degree_obs,0.3,12,23,1966
facebook_politician,degree_obs,0.3,12,24,1982
facebook_politician,degree_obs,0.3,12,25,1983
facebook_politician,degree_obs,0.3,12,26,1995
facebook_politician,degree_obs,0.3,12,27,1996
facebook_politician,degree_obs,0.3,12,28,1997
facebook_politician,degree_obs,0.3,12,29,2013
facebook_politician,degree_obs,0.3,12,30,2020
facebook_politician,degree_obs,0.3,13,1,324
facebook_politician,degree_obs,0.3,13,2,551
facebook_politician,degree_obs,0.3,13,3,616
facebook_politician,degree_obs,0.3,13,4,701
facebook_politician,degree_obs,0.3,13,5,771
