task,dataset,K,seed,ratio,eta_sel,eta_path_trimmed,viol_sign_pct,LK_eta_sel,LK_eta_path,n_steps_nonpos,frac_steps_nonpos
E3,business_facility,3,61,0.597762,2.26316,16.418,13.33,0.379975,0.059681,1,0.333333
E3,business_facility,4,61,0.550000,40,16.418,18.42,0.024767,0.059532,1,0.250000
E3,business_facility,5,61,0.559684,40,16.418,24.44,0.024751,0.059443,2,0.400000
E3,business_facility,6,61,0.565185,40,16.418,27.45,0.024741,0.059384,3,0.500000
E3,business_facility,7,61,0.563317,40,16.418,28.57,0.024734,0.059342,4,0.571429
E3,business_coverage,3,62,0.746188,2.75121,39.091,2.38,0.321217,0.025364,0,0.000000
E3,business_coverage,4,62,0.770424,2.75121,39.091,14.81,0.316867,0.025337,0,0.000000
E3,business_coverage,5,62,0.663447,2.75121,59.8644,24.62,0.314335,0.016593,1,0.200000
E3,business_coverage,6,62,0.639149,2.75121,59.8644,30.67,0.312678,0.016589,2,0.333333
E3,business_coverage,7,62,0.619329,2.75121,59.8644,34.52,0.311509,0.016585,3,0.428571
E3,business_diversity,3,62,0.373333,11.3544,30.9263,0.00,0.085511,0.031988,0,0.000000
E3,business_diversity,4,62,0.526754,11.3544,30.9263,0.00,0.085205,0.031945,0,0.000000
E3,business_diversity,5,62,0.598007,11.3544,30.9263,6.15,0.085023,0.031919,0,0.000000
E3,business_diversity,6,62,0.678540,11.3544,30.9263,12.00,0.084902,0.031902,0,0.000000
E3,business_diversity,7,62,0.767785,11.3544,30.9263,17.86,0.084816,0.031890,0,0.000000
E3,business_facility,3,62,0.600943,2.37559,17.7916,0.00,0.364645,0.055160,0,0.000000
E3,business_facility,4,62,0.544440,9.59215,18.0547,9.26,0.100247,0.054247,0,0.000000
E3,business_facility,5,62,0.505303,9.59215,20.6287,15.38,0.099994,0.047545,1,0.200000
E3,business_facility,6,62,0.619710,9.59215,20.7842,18.67,0.099827,0.047159,1,0.166667
E3,business_facility,7,62,0.610187,9.59215,20.7842,22.62,0.099708,0.047133,2,0.285714
E3,business_coverage,3,63,0.641711,4.66208,16.5657,0.00,0.199526,0.059159,0,0.000000
E3,business_coverage,4,63,0.560520,4.66208,17.6104,10.34,0.197852,0.055587,1,0.250000
E3,business_coverage,5,63,0.637228,4.66208,19.7523,15.71,0.196866,0.049612,1,0.200000
E3,business_coverage,6,63,0.578125,4.66208,21.7193,20.99,0.196216,0.045168,2,0.333333
E3,business_coverage,7,63,0.566460,4.66208,81.2351,24.18,0.195755,0.012245,3,0.428571
E3,business_diversity,3,63,0.488166,11.9707,50.3778,2.22,0.081233,0.019719,1,0.333333
E3,business_diversity,4,63,0.507319,11.9707,50.3778,1.72,0.080957,0.019703,1,0.250000
E3,business_diversity,5,63,0.474971,11.9707,50.3778,8.57,0.080792,0.019693,2,0.400000
E3,business_diversity,6,63,0.550847,11.9707,50.3778,12.35,0.080683,0.019687,2,0.333333
E3,business_diversity,7,63,0.544777,11.9707,50.3778,16.48,0.080605,0.019682,3,0.428571
E3,business_facility,3,63,0.581081,34.9493,82.6299,6.67,0.028341,0.012053,0,0.000000
E3,business_facility,4,63,0.512522,34.9493,82.6299,15.52,0.028307,0.012047,1,0.250000
E3,business_facility,5,63,0.479626,34.9493,82.6299,20.00,0.028287,0.012044,2,0.400000
E3,business_facility,6,63,0.453441,34.9493,82.6299,22.22,0.028274,0.012041,3,0.500000
E3,business_facility,7,63,0.451948,34.9493,82.6299,23.08,0.028264,0.012040,4,0.571429
E3,business_coverage,3,64,0.927848,1.50572,26.2214,2.56,0.527958,0.037654,0,0.000000
E3,business_coverage,4,64,0.831769,1.50572,26.2214,14.00,0.516279,0.037595,1,0.250000
E3,business_coverage,5,64,0.886111,1.50572,26.2214,21.67,0.509623,0.037559,1,0.200000
E3,business_coverage,6,64,0.804141,1.50572,26.2214,27.54,0.505322,0.037536,2,0.333333
E3,business_coverage,7,64,0.797541,1.50572,26.2214,31.17,0.502313,0.037519,3,0.428571
E3,business_diversity,3,64,0.531593,29.7192,55.4131,0.00,0.033272,0.017938,0,0.000000
E3,business_diversity,4,64,0.745308,29.7192,55.4131,0.00,0.033226,0.017925,0,0.000000
E3,business_diversity,5,64,0.676890,29.7192,55.4131,5.00,0.033198,0.017916,1,0.200000
E3,business_diversity,6,64,0.652308,29.7192,55.4131,7.25,0.033180,0.017911,1,0.166667
E3,business_diversity,7,64,0.714795,29.7192,55.4131,9.09,0.033167,0.017907,1,0.142857
E3,business_facility,3,64,0.827745,5.8885,29.3327,0.00,0.160391,0.033706,0,0.000000
E3,business_facility,4,64,0.745308,105.824,29.3327,6.00,0.009416,0.033658,0,0.000000
E3,business_facility,5,64,0.701636,105.824,29.3327,10.00,0.009414,0.033630,0,0.000000
E3,business_facility,6,64,0.661276,105.824,29.3327,13.04,0.009413,0.033611,1,0.166667
E3,business_facility,7,64,0.670873,105.824,33.7671,14.29,0.009411,0.029241,2,0.285714
E3,business_coverage,3,65,0.802847,4.64054,26.4245,0.00,0.200384,0.037368,0,0.000000
E3,business_coverage,4,65,0.710496,12.7887,26.4245,6.90,0.075931,0.037310,0,0.000000
E3,business_coverage,5,65,0.682070,12.7887,26.4245,14.29,0.075786,0.037275,0,0.000000
E3,business_coverage,6,65,0.618267,12.7887,27.4135,19.75,0.075690,0.035928,1,0.166667
E3,business_coverage,7,65,0.684783,12.7887,27.4135,23.08,0.075622,0.035913,1,0.142857
E3,business_diversity,3,65,0.611390,2.78523,11.4798,0.00,0.317782,0.084605,0,0.000000
E3,business_diversity,4,65,0.732714,2.78523,13.6898,1.72,0.313524,0.071070,0,0.000000
E3,business_diversity,5,65,0.796519,2.78523,31.4747,10.00,0.311046,0.031370,0,0.000000
E3,business_diversity,6,65,0.772362,18.6374,34.6642,17.28,0.052470,0.028504,0,0.000000
E3,business_diversity,7,65,0.715361,18.6374,34.6642,23.08,0.052437,0.028494,1,0.142857
E3,business_facility,3,65,0.460205,5.01258,15.7881,0.00,0.186526,0.062011,0,0.000000
E3,business_facility,4,65,0.489698,5.01258,15.8869,0.00,0.185063,0.061475,0,0.000000
E3,business_facility,5,65,0.515682,5.01258,16.1187,1.43,0.184201,0.060519,0,0.000000
E3,business_facility,6,65,0.615743,5.01258,16.1187,6.17,0.183632,0.060458,0,0.000000
E3,business_facility,7,65,0.595337,5.01258,16.1187,10.99,0.183229,0.060415,1,0.142857
E3,business_coverage,3,66,0.483770,13.6327,22.6043,9.52,0.071574,0.043590,1,0.333333
E3,business_coverage,4,66,0.619423,13.6327,22.6043,11.11,0.071360,0.043511,1,0.250000
E3,business_coverage,5,66,0.558865,13.6327,24.2204,18.46,0.071232,0.040611,2,0.400000
E3,business_coverage,6,66,0.508402,13.6327,24.2204,21.33,0.071147,0.040584,3,0.500000
E3,business_coverage,7,66,0.575172,13.6327,35.4678,22.62,0.071087,0.027856,3,0.428571
E3,business_diversity,3,66,0.682616,1.61968,29.2896,16.67,0.499059,0.033755,1,0.333333
E3,business_diversity,4,66,0.588615,1.61968,29.2896,24.07,0.488601,0.033707,2,0.500000
E3,business_diversity,5,66,0.526296,1.61968,29.2896,27.69,0.482624,0.033679,3,0.600000
E3,business_diversity,6,66,0.601435,1.61968,29.2896,29.33,0.478755,0.033660,3,0.500000
E3,business_diversity,7,66,0.617496,17.2726,29.2896,32.14,0.056478,0.033646,3,0.428571
E3,business_facility,3,66,0.703947,17.7391,29.147,16.67,0.055320,0.033918,0,0.000000
E3,business_facility,4,66,0.584802,17.7391,29.147,24.07,0.055192,0.033870,1,0.250000
E3,business_facility,5,66,0.537832,17.7391,29.147,27.69,0.055116,0.033841,2,0.400000
E3,business_facility,6,66,0.473356,17.7391,29.147,29.33,0.055065,0.033822,3,0.500000
E3,business_facility,7,66,0.569460,17.7391,29.147,29.76,0.055029,0.033808,3,0.428571
E3,business_coverage,3,67,0.608941,2.36667,15.1386,0.00,0.365817,0.064613,0,0.000000
E3,business_coverage,4,67,0.708500,2.36667,19.6181,5.17,0.360175,0.050007,0,0.000000
E3,business_coverage,5,67,0.748717,2.36667,25.2005,12.86,0.356905,0.039057,0,0.000000
E3,business_coverage,6,67,0.633205,2.36667,25.2005,20.99,0.354772,0.039031,1,0.166667
E3,business_coverage,7,67,0.622981,2.36667,25.2005,25.27,0.353269,0.039013,2,0.285714
E3,business_diversity,3,67,0.676208,1.17988,37.9602,4.44,0.630649,0.026113,1,0.333333
E3,business_diversity,4,67,0.595238,12.6088,37.9602,6.90,0.076982,0.026084,1,0.250000
E3,business_diversity,5,67,0.561968,12.6088,37.9602,11.43,0.076833,0.026067,1,0.200000
E3,business_diversity,6,67,0.623932,12.6088,37.9602,14.81,0.076734,0.026056,1,0.166667
E3,business_diversity,7,67,0.689597,12.6088,37.9602,20.88,0.076664,0.026048,1,0.142857
E3,business_facility,3,67,0.507692,3.3481,25.622,2.22,0.269928,0.038523,1,0.333333
E3,business_facility,4,67,0.478719,4.93771,26.6715,1.72,0.187655,0.036969,1,0.250000
E3,business_facility,5,67,0.561968,4.93771,39.3184,1.43,0.186768,0.025176,1,0.200000
E3,business_facility,6,67,0.626087,4.93771,39.3184,6.17,0.186183,0.025165,1,0.166667
E3,business_facility,7,67,0.651091,14.7791,39.3184,10.99,0.065732,0.025158,1,0.142857
E3,business_coverage,3,68,0.800380,1.35553,10.1122,19.05,0.571180,0.095666,1,0.333333
E3,business_coverage,4,68,0.717499,1.35553,10.1988,25.93,0.557570,0.094504,2,0.500000
E3,business_coverage,5,68,0.636507,1.35553,15.9621,30.77,0.549848,0.061098,3,0.600000
E3,business_coverage,6,68,0.583893,1.35553,15.9621,33.33,0.544870,0.061036,4,0.666667
E3,business_coverage,7,68,0.584429,1.35553,19.7437,33.33,0.541393,0.049563,5,0.714286
E3,business_diversity,3,68,0.771631,2.62082,93.423,7.14,0.335088,0.010666,0,0.000000
E3,business_diversity,4,68,0.973704,2.62082,93.423,16.67,0.330354,0.010661,0,0.000000
E3,business_diversity,5,68,1.000000,2.62082,93.423,26.15,0.327602,0.010658,0,0.000000
E3,business_diversity,6,68,0.953063,2.62082,93.423,34.67,0.325803,0.010656,1,0.166667
E3,business_diversity,7,68,0.853828,2.62082,93.423,40.48,0.324535,0.010655,2,0.285714
E3,business_facility,3,68,0.797910,2.55719,21.9379,11.90,0.342295,0.044894,0,0.000000
E3,business_facility,4,68,0.701134,2.55719,30.046,20.37,0.337354,0.032869,1,0.250000
E3,business_facility,5,68,0.659602,2.55719,46.9122,26.15,0.334485,0.021135,2,0.400000
E3,business_facility,6,68,0.609803,2.55719,46.9122,30.67,0.332610,0.021128,3,0.500000
E3,business_facility,7,68,0.607580,2.55719,46.9122,33.33,0.331288,0.021123,4,0.571429
E3,business_coverage,3,69,0.786822,4.97513,8.53383,0.00,0.187834,0.112663,0,0.000000
E3,business_coverage,4,69,0.855760,4.97513,9.974,0.00,0.186351,0.096554,0,0.000000
E3,business_coverage,5,69,0.794621,4.97513,11.5884,1.67,0.185476,0.083366,0,0.000000
E3,business_coverage,6,69,0.805376,4.97513,11.5884,5.67,0.184899,0.083249,0,0.000000
E3,business_coverage,7,69,0.829091,4.97513,11.5884,10.56,0.184490,0.083167,0,0.000000
E3,business_diversity,3,69,0.882653,2.05054,15.9858,0.00,0.412696,0.061260,0,0.000000
E3,business_diversity,4,69,0.910367,2.05054,20.6653,2.04,0.405519,0.047519,0,0.000000
E3,business_diversity,5,69,0.835476,3.63974,27.8106,5.00,0.246165,0.035444,0,0.000000
E3,business_diversity,6,69,0.864646,3.63974,27.8106,7.80,0.245149,0.035423,0,0.000000
E3,business_diversity,7,69,0.863119,3.63974,27.8106,13.04,0.244429,0.035408,0,0.000000
E3,business_facility,3,69,0.882653,2.05054,24.6173,0.00,0.412696,0.040074,0,0.000000
E3,business_facility,4,69,0.761456,7.40019,25.8259,2.04,0.128437,0.038162,0,0.000000
E3,business_facility,5,69,0.811640,7.40019,25.8259,3.33,0.128022,0.038126,0,0.000000
E3,business_facility,6,69,0.719278,7.40019,25.8259,7.09,0.127748,0.038102,1,0.166667
E3,business_facility,7,69,0.752000,7.40019,25.8259,9.94,0.127553,0.038084,1,0.142857
E3,business_coverage,3,70,0.762606,156.625,10.1632,16.67,0.006371,0.095202,0,0.000000
E3,business_coverage,4,70,0.808889,156.625,10.1632,23.33,0.006369,0.094822,0,0.000000
E3,business_coverage,5,70,0.761808,156.625,10.1632,31.43,0.006368,0.094597,1,0.200000
E3,business_coverage,6,70,0.747046,156.625,10.1632,35.90,0.006368,0.094447,2,0.333333
E3,business_coverage,7,70,0.778802,156.625,10.1632,38.10,0.006367,0.094340,3,0.428571
E3,business_diversity,3,70,0.591329,4.88613,23.4398,4.17,0.191016,0.042059,0,0.000000
E3,business_diversity,4,70,0.587678,4.88613,39.9502,10.00,0.189483,0.024797,0,0.000000
E3,business_diversity,5,70,0.709969,4.88613,39.9502,14.29,0.188578,0.024782,0,0.000000
E3,business_diversity,6,70,0.733785,4.88613,39.9502,20.51,0.187982,0.024772,1,0.166667
E3,business_diversity,7,70,0.866667,4.88613,39.9502,23.81,0.187559,0.024764,1,0.142857
E3,business_facility,3,70,0.791983,4.88613,36.7792,12.50,0.191016,0.026944,0,0.000000
E3,business_facility,4,70,0.852941,4.88613,36.7792,23.33,0.189483,0.026913,0,0.000000
E3,business_facility,5,70,0.930556,4.88613,36.7792,31.43,0.188578,0.026895,0,0.000000
E3,business_facility,6,70,0.934498,4.88613,36.7792,38.46,0.187982,0.026883,1,0.166667
E3,business_facility,7,70,0.936000,4.88613,36.7792,42.86,0.187559,0.026874,2,0.285714
E3,business_coverage,3,71,0.725686,1,39.4298,30.00,0.703704,0.025148,1,0.333333
E3,business_coverage,4,71,0.620690,1,39.9887,39.47,0.683594,0.024774,2,0.500000
E3,business_coverage,5,71,0.590201,1,39.9887,44.44,0.672320,0.024758,3,0.600000
E3,business_coverage,6,71,0.616840,1,39.9887,47.06,0.665102,0.024748,4,0.666667
E3,business_coverage,7,71,0.738221,1,39.9887,48.21,0.660083,0.024741,4,0.571429
E3,business_diversity,3,71,0.704696,5.54416,29.259,10.00,0.169743,0.033790,0,0.000000
E3,business_diversity,4,71,0.600000,5.54416,29.259,23.68,0.168533,0.033742,1,0.250000
E3,business_diversity,5,71,0.610079,5.54416,29.259,31.11,0.167818,0.033713,2,0.400000
E3,business_diversity,6,71,0.579224,5.54416,29.259,35.29,0.167346,0.033695,3,0.500000
E3,business_diversity,7,71,0.755102,5.54416,29.259,37.50,0.167011,0.033681,3,0.428571
E3,business_facility,3,71,0.720751,11.8039,23.0366,10.00,0.082348,0.042784,0,0.000000
E3,business_facility,4,71,0.631579,11.8039,23.0366,23.68,0.082064,0.042708,1,0.250000
E3,business_facility,5,71,0.563317,11.8039,23.0366,31.11,0.081895,0.042662,2,0.400000
E3,business_facility,6,71,0.716019,11.8039,23.0366,35.29,0.081783,0.042632,2,0.333333
E3,business_facility,7,71,0.710809,11.8039,23.0366,39.29,0.081703,0.042610,3,0.428571
E3,business_coverage,3,72,0.768815,6.52088,12.5771,2.38,0.145648,0.077421,0,0.000000
E3,business_coverage,4,72,0.662217,6.52088,16.1654,12.96,0.144758,0.060440,1,0.250000
E3,business_coverage,5,72,0.744849,6.52088,16.1654,20.00,0.144231,0.060349,1,0.200000
E3,business_coverage,6,72,0.678832,6.52088,16.1654,25.33,0.143882,0.060288,2,0.333333
E3,business_coverage,7,72,0.658783,6.52088,16.1654,28.57,0.143635,0.060245,3,0.428571
E3,business_diversity,3,72,0.739601,12.7535,42.0189,7.14,0.076378,0.023611,0,0.000000
E3,business_diversity,4,72,0.778221,12.7535,42.0189,14.81,0.076134,0.023587,0,0.000000
E3,business_diversity,5,72,0.654891,12.7535,42.0189,21.54,0.075989,0.023573,1,0.200000
E3,business_diversity,6,72,0.591093,12.7535,42.0189,26.67,0.075892,0.023564,2,0.333333
E3,business_diversity,7,72,0.712067,12.7535,42.0189,29.76,0.075823,0.023557,2,0.285714
E3,business_facility,3,72,0.556600,8.99444,20.5548,2.38,0.107110,0.047866,0,0.000000
E3,business_facility,4,72,0.499456,16.9393,25.4205,3.70,0.057740,0.038762,0,0.000000
E3,business_facility,5,72,0.463917,22.9016,32.3534,4.62,0.042909,0.030529,0,0.000000
E3,business_facility,6,72,0.417021,22.9016,36.7284,5.33,0.042878,0.026920,1,0.166667
E3,business_facility,7,72,0.509690,22.9016,36.7284,4.76,0.042856,0.026911,1,0.142857
E3,business_coverage,3,73,0.645622,21.8699,44.3408,6.06,0.045032,0.022383,0,0.000000
E3,business_coverage,4,73,0.687844,21.8699,44.3408,11.90,0.044947,0.022363,0,0.000000
E3,business_coverage,5,73,0.588710,21.8699,44.3408,20.00,0.044896,0.022350,1,0.200000
E3,business_coverage,6,73,0.671358,21.8699,44.3408,24.56,0.044863,0.022342,1,0.166667
E3,business_coverage,7,73,0.681901,21.8699,44.3408,28.57,0.044839,0.022336,2,0.285714
E3,business_diversity,3,73,0.459353,38.8869,87.3858,0.00,0.025496,0.011400,0,0.000000
E3,business_diversity,4,73,0.442815,38.8869,89.4743,0.00,0.025469,0.011130,0,0.000000
E3,business_diversity,5,73,0.517766,38.8869,90.0309,2.00,0.025452,0.011058,0,0.000000
E3,business_diversity,6,73,0.488449,38.8869,90.0309,7.02,0.025442,0.011056,1,0.166667
E3,business_diversity,7,73,0.586960,38.8869,90.0309,11.11,0.025434,0.011055,1,0.142857
E3,business_facility,3,73,0.456446,256.336,39.1519,0.00,0.003896,0.025325,0,0.000000
E3,business_facility,4,73,0.695614,256.336,39.1519,0.00,0.003895,0.025298,0,0.000000
E3,business_facility,5,73,0.588785,256.336,39.1519,8.00,0.003895,0.025282,1,0.200000
E3,business_facility,6,73,0.596605,256.336,39.1519,12.28,0.003895,0.025271,2,0.333333
E3,business_facility,7,73,0.609451,256.336,39.1519,15.87,0.003895,0.025264,3,0.428571
E3,business_coverage,3,74,0.787128,1,40.6843,16.67,0.703704,0.024379,1,0.333333
E3,business_coverage,4,74,0.652465,1,40.8617,23.91,0.683594,0.024249,2,0.500000
E3,business_coverage,5,74,0.603448,1,47.6591,27.27,0.672320,0.020807,3,0.600000
E3,business_coverage,6,74,0.712161,1,51.8061,30.16,0.665102,0.019148,3,0.500000
E3,business_coverage,7,74,0.700764,1,51.8061,32.86,0.660083,0.019144,4,0.571429
E3,business_diversity,3,74,0.377965,14.3671,41.3309,0.00,0.068001,0.024000,0,0.000000
E3,business_diversity,4,74,0.516830,14.3671,41.3309,0.00,0.067808,0.023976,0,0.000000
E3,business_diversity,5,74,0.638095,14.3671,41.3309,3.64,0.067692,0.023962,0,0.000000
E3,business_diversity,6,74,0.641780,14.3671,41.3309,11.11,0.067616,0.023952,1,0.166667
E3,business_diversity,7,74,0.763527,14.3671,41.3309,15.71,0.067561,0.023946,1,0.142857
E3,business_facility,3,74,0.426403,8.68992,29.0974,0.00,0.110718,0.033975,0,0.000000
E3,business_facility,4,74,0.370507,8.68992,29.0974,4.35,0.110204,0.033927,1,0.250000
E3,business_facility,5,74,0.360976,10.3288,29.0974,5.45,0.093139,0.033898,1,0.200000
E3,business_facility,6,74,0.399421,10.3288,29.0974,6.35,0.092994,0.033879,1,0.166667
E3,business_facility,7,74,0.438953,10.3288,29.0974,7.14,0.092890,0.033865,1,0.142857
E3,business_coverage,3,75,0.722158,23.8661,31.9542,6.67,0.041318,0.030970,0,0.000000
E3,business_coverage,4,75,0.614525,23.8661,106.028,18.42,0.041247,0.009398,1,0.250000
E3,business_coverage,5,75,0.625926,23.8661,106.028,24.44,0.041204,0.009396,2,0.400000
E3,business_coverage,6,75,0.631290,23.8661,106.028,27.45,0.041176,0.009394,3,0.500000
E3,business_coverage,7,75,0.700394,23.8661,106.028,28.57,0.041156,0.009393,4,0.571429
E3,business_diversity,3,75,0.742209,5.16999,25.8698,20.00,0.181221,0.038159,0,0.000000
E3,business_diversity,4,75,0.648649,5.16999,25.8698,31.58,0.179841,0.038098,1,0.250000
E3,business_diversity,5,75,0.836994,5.16999,25.8698,37.78,0.179027,0.038062,1,0.200000
E3,business_diversity,6,75,0.942708,5.16999,25.8698,43.14,0.178489,0.038038,1,0.166667
E3,business_diversity,7,75,0.939535,5.16999,25.8698,48.21,0.178108,0.038021,2,0.285714
E3,business_facility,3,75,0.679679,1.58036,27.5514,20.00,0.508687,0.035858,1,0.333333
E3,business_facility,4,75,0.601307,1.58036,27.5514,28.95,0.497829,0.035805,2,0.500000
E3,business_facility,5,75,0.587555,1.58036,27.5514,33.33,0.491629,0.035773,3,0.600000
E3,business_facility,6,75,0.553111,1.58036,27.5514,35.29,0.487617,0.035751,4,0.666667
E3,business_facility,7,75,0.592703,1.58036,27.5514,35.71,0.484809,0.035736,5,0.714286
E3,business_coverage,3,76,0.808108,1,17.3941,5.13,0.703704,0.056396,1,0.333333
E3,business_coverage,4,76,0.839609,1.15328,18.6455,6.00,0.623684,0.052563,1,0.250000
E3,business_coverage,5,76,0.875136,1.15328,20.9993,11.67,0.614139,0.046722,1,0.200000
E3,business_coverage,6,76,0.881720,1.15328,20.9993,20.29,0.608010,0.046686,1,0.166667
E3,business_coverage,7,76,0.836037,1.15328,20.9993,27.27,0.603740,0.046660,2,0.285714
E3,business_diversity,3,76,0.730049,11.7499,33.1156,2.56,0.082716,0.029894,0,0.000000
E3,business_diversity,4,76,0.681887,11.7499,33.1156,6.00,0.082429,0.029857,0,0.000000
E3,business_diversity,5,76,0.595732,11.7499,33.1156,10.00,0.082259,0.029835,1,0.200000
E3,business_diversity,6,76,0.676580,11.7499,33.1156,11.59,0.082146,0.029820,1,0.166667
E3,business_diversity,7,76,0.723776,11.7499,33.1156,14.29,0.082065,0.029809,1,0.142857
E3,business_facility,3,76,0.730049,11.7499,23.221,2.56,0.082716,0.042449,0,0.000000
E3,business_facility,4,76,0.825959,11.7499,23.221,6.00,0.082429,0.042374,0,0.000000
E3,business_facility,5,76,0.902700,11.7499,31.6105,13.33,0.082259,0.031237,0,0.000000
E3,business_facility,6,76,0.782609,11.7499,31.6105,21.74,0.082146,0.031221,1,0.166667
E3,business_facility,7,76,0.744118,11.7499,31.6105,27.27,0.082065,0.031209,2,0.285714
E3,business_coverage,3,77,0.687516,1.70824,5.78984,0.00,0.478599,0.162963,0,0.000000
E3,business_coverage,4,77,0.741222,1.70824,14.2127,0.00,0.468969,0.068525,0,0.000000
E3,business_coverage,5,77,0.780380,1.70824,20.3474,1.05,0.463454,0.048190,0,0.000000
E3,business_coverage,6,77,0.708211,1.70824,20.3474,7.21,0.459879,0.048151,1,0.166667
E3,business_coverage,7,77,0.675963,5.50337,20.3474,11.90,0.168153,0.048123,1,0.142857
E3,business_diversity,3,77,0.807212,2.71629,14.9554,0.00,0.324820,0.065386,0,0.000000
E3,business_diversity,4,77,0.692848,7.8558,20.5297,0.00,0.121346,0.047827,0,0.000000
E3,business_diversity,5,77,0.654460,7.8558,20.5297,0.00,0.120976,0.047770,0,0.000000
E3,business_diversity,6,77,0.613188,7.8558,20.5297,0.90,0.120731,0.047732,0,0.000000
E3,business_diversity,7,77,0.646506,7.8558,20.5297,4.76,0.120557,0.047705,0,0.000000
E3,business_facility,3,77,0.727239,2.71629,17.5923,0.00,0.324820,0.055773,0,0.000000
E3,business_facility,4,77,0.794634,2.71629,19.001,0.00,0.320371,0.051599,0,0.000000
E3,business_facility,5,77,0.719118,6.97549,30.7074,0.00,0.135371,0.032144,0,0.000000
E3,business_facility,6,77,0.655216,698.255,30.7074,2.70,0.001431,0.032127,0,0.000000
E3,business_facility,7,77,0.605888,698.255,30.7074,4.76,0.001431,0.032114,1,0.142857
E3,business_coverage,3,78,0.838394,1.61905,22.2793,19.44,0.499211,0.044217,0,0.000000
E3,business_coverage,4,78,0.692763,1.61905,22.2793,28.26,0.488747,0.044135,1,0.250000
E3,business_coverage,5,78,0.625000,1.61905,22.2793,32.73,0.482766,0.044086,2,0.400000
E3,business_coverage,6,78,0.594406,1.61905,22.2793,34.92,0.478895,0.044054,3,0.500000
E3,business_coverage,7,78,0.602238,1.61905,22.2793,35.71,0.476183,0.044030,4,0.571429
E3,business_diversity,3,78,0.397986,6.53495,30.0397,11.11,0.145351,0.032921,1,0.333333
E3,business_diversity,4,78,0.533084,6.53495,30.8887,10.87,0.144464,0.031983,1,0.250000
E3,business_diversity,5,78,0.581281,6.53495,30.8887,16.36,0.143939,0.031958,1,0.200000
E3,business_diversity,6,78,0.724705,6.53495,30.8887,22.22,0.143592,0.031941,1,0.166667
E3,business_diversity,7,78,0.708180,6.53495,30.8887,27.14,0.143346,0.031929,2,0.285714
E3,business_facility,3,78,0.397986,6.53495,42.4642,11.11,0.145351,0.023365,1,0.333333
E3,business_facility,4,78,0.340420,6.53495,43.6643,10.87,0.144464,0.022706,2,0.500000
E3,business_facility,5,78,0.367150,6.53495,43.6643,9.09,0.143939,0.022693,2,0.400000
E3,business_facility,6,78,0.496753,6.53495,43.6643,9.52,0.143592,0.022685,2,0.333333
E3,business_facility,7,78,0.519100,6.53495,48.8998,11.43,0.143346,0.020272,3,0.428571
E3,business_coverage,3,79,0.777778,1.04617,48.2294,25.00,0.683652,0.020591,1,0.333333
E3,business_coverage,4,79,0.679066,1.04617,55.3929,28.26,0.664559,0.017931,2,0.500000
E3,business_coverage,5,79,0.646809,17.881,55.3929,29.09,0.054688,0.017923,2,0.400000
E3,business_coverage,6,79,0.612595,17.881,55.3929,31.75,0.054638,0.017918,3,0.500000
E3,business_coverage,7,79,0.721495,17.881,55.3929,32.86,0.054603,0.017914,3,0.428571
E3,business_diversity,3,79,0.794872,15.2353,27.7405,2.78,0.064211,0.035617,0,0.000000
E3,business_diversity,4,79,0.827957,15.2353,27.7405,13.04,0.064039,0.035564,0,0.000000
E3,business_diversity,5,79,0.751174,15.2353,27.7405,23.64,0.063936,0.035532,1,0.200000
E3,business_diversity,6,79,0.705986,15.2353,27.7405,30.16,0.063868,0.035511,2,0.333333
E3,business_diversity,7,79,0.705627,15.2353,27.7405,34.29,0.063819,0.035496,3,0.428571
E3,business_facility,3,79,0.583333,24.468,29.578,2.78,0.040315,0.033429,0,0.000000
E3,business_facility,4,79,0.496880,24.468,29.578,4.35,0.040248,0.033383,1,0.250000
E3,business_facility,5,79,0.472527,81.7099,29.578,7.27,0.012179,0.033355,1,0.200000
E3,business_facility,6,79,0.482425,81.7099,33.8959,9.52,0.012176,0.029142,2,0.333333
E3,business_facility,7,79,0.731234,81.7099,37.3246,10.00,0.012174,0.026486,2,0.285714
E3,business_coverage,3,80,0.696539,2.19742,21.1261,3.03,0.389537,0.046592,0,0.000000
E3,business_coverage,4,80,0.753352,2.19742,21.1261,9.52,0.383140,0.046501,0,0.000000
E3,business_coverage,5,80,0.659898,2.19742,23.1317,16.33,0.379443,0.042490,1,0.200000
E3,business_coverage,6,80,0.677848,201.797,25.3775,18.18,0.004945,0.038764,1,0.166667
E3,business_coverage,7,80,0.662668,201.797,25.3775,20.00,0.004945,0.038746,2,0.285714
E3,business_diversity,3,80,0.940713,1.29454,32.9279,3.03,0.590641,0.030063,0,0.000000
E3,business_diversity,4,80,0.935909,1.55788,32.9279,11.90,0.503252,0.030025,0,0.000000
E3,business_diversity,5,80,1.000000,1.55788,32.9279,22.00,0.496920,0.030003,0,0.000000
E3,business_diversity,6,80,0.893519,1.55788,32.9279,31.58,0.492824,0.029988,1,0.166667
E3,business_diversity,7,80,0.914027,1.55788,32.9279,38.10,0.489957,0.029977,2,0.285714
E3,business_facility,3,80,0.737089,40.9995,53.1688,3.03,0.024193,0.018690,0,0.000000
E3,business_facility,4,80,0.652500,40.9995,53.1688,4.76,0.024168,0.018676,0,0.000000
E3,business_facility,5,80,0.595745,40.9995,53.1688,8.00,0.024154,0.018667,1,0.200000
