task,dataset,K,seed,ratio,eta_sel,eta_path_trimmed,viol_sign_pct,LK_eta_sel,LK_eta_path,n_steps_nonpos,frac_steps_nonpos
E3,sport_facility,6,61,0.712357,3.56084,32.3826,0.56,0.249951,0.030486,1,0.166667
E3,sport_facility,7,61,0.661008,19.8486,32.3826,0.49,0.049307,0.030475,1,0.142857
E3,sport_coverage,3,62,0.371217,3.12181,8.2452,0.00,0.287342,0.116446,0,0.000000
E3,sport_coverage,4,62,0.501742,3.12181,10.006,0.00,0.283862,0.096257,0,0.000000
E3,sport_coverage,5,62,0.577778,3.12181,10.006,4.00,0.281830,0.096024,0,0.000000
E3,sport_coverage,6,62,0.562446,3.12181,13.7724,7.14,0.280498,0.070447,1,0.166667
E3,sport_coverage,7,62,0.635870,3.12181,13.7724,9.68,0.279556,0.070388,1,0.142857
E3,sport_diversity,3,62,0.738308,3.64221,24.9445,3.03,0.250198,0.039556,0,0.000000
E3,sport_diversity,4,62,0.837968,3.64221,24.9445,11.90,0.247561,0.039490,0,0.000000
E3,sport_diversity,5,62,0.737430,3.64221,24.9445,22.00,0.246016,0.039451,1,0.200000
E3,sport_diversity,6,62,0.724468,3.64221,24.9445,28.07,0.245001,0.039425,2,0.333333
E3,sport_diversity,7,62,0.701835,3.64221,24.9445,31.75,0.244283,0.039407,3,0.428571
E3,sport_facility,3,62,0.738308,3.64221,25.6483,3.03,0.250198,0.038484,0,0.000000
E3,sport_facility,4,62,0.597196,3.64221,25.6483,11.90,0.247561,0.038423,1,0.250000
E3,sport_facility,5,62,0.549223,3.64221,25.6483,20.00,0.246016,0.038386,2,0.400000
E3,sport_facility,6,62,0.541987,3.64221,25.6483,24.56,0.245001,0.038361,3,0.500000
E3,sport_facility,7,62,0.554348,3.64221,25.6483,26.98,0.244283,0.038343,4,0.571429
E3,sport_coverage,3,63,0.558515,13.6775,43.5808,7.69,0.071346,0.022771,1,0.333333
E3,sport_coverage,4,63,0.626072,13.6775,45.524,12.00,0.071133,0.021786,1,0.250000
E3,sport_coverage,5,63,0.564880,13.6775,45.524,16.67,0.071006,0.021774,2,0.400000
E3,sport_coverage,6,63,0.527011,13.6775,45.524,18.84,0.070922,0.021766,3,0.500000
E3,sport_coverage,7,63,0.620232,13.6775,45.524,19.48,0.070862,0.021761,3,0.428571
E3,sport_diversity,3,63,0.592770,20.938,67.6096,7.69,0.047004,0.014718,0,0.000000
E3,sport_diversity,4,63,0.723401,20.938,67.6096,12.00,0.046912,0.014709,0,0.000000
E3,sport_diversity,5,63,0.629086,20.938,67.6096,15.00,0.046856,0.014704,1,0.200000
E3,sport_diversity,6,63,0.624772,20.938,67.6096,15.94,0.046820,0.014700,1,0.166667
E3,sport_diversity,7,63,0.669010,20.938,67.6096,18.18,0.046794,0.014697,1,0.142857
E3,sport_facility,3,63,0.741121,16.8445,46.9177,7.69,0.058200,0.021163,0,0.000000
E3,sport_facility,4,63,0.698934,16.8445,46.9177,14.00,0.058058,0.021144,0,0.000000
E3,sport_facility,5,63,0.646399,16.8445,46.9177,20.00,0.057974,0.021133,1,0.200000
E3,sport_facility,6,63,0.703676,16.8445,46.9177,23.19,0.057917,0.021126,1,0.166667
E3,sport_facility,7,63,0.708573,16.8445,46.9177,27.27,0.057877,0.021120,2,0.285714
E3,sport_coverage,3,64,0.660871,21.1916,27.8337,13.33,0.046450,0.035499,0,0.000000
E3,sport_coverage,4,64,0.738448,21.1916,38.987,21.05,0.046360,0.025404,0,0.000000
E3,sport_coverage,5,64,0.690142,21.1916,38.987,28.89,0.046306,0.025388,1,0.200000
E3,sport_coverage,6,64,0.807073,21.1916,38.987,33.33,0.046270,0.025377,1,0.166667
E3,sport_coverage,7,64,0.814574,21.1916,38.987,37.50,0.046245,0.025369,2,0.285714
E3,sport_diversity,3,64,0.728962,94.4254,47.5191,6.67,0.010553,0.020897,0,0.000000
E3,sport_diversity,4,64,0.632426,94.4254,47.5191,15.79,0.010548,0.020879,1,0.250000
E3,sport_diversity,5,64,0.605986,94.4254,47.5191,20.00,0.010546,0.020868,2,0.400000
E3,sport_diversity,6,64,0.791231,94.4254,47.5191,21.57,0.010544,0.020861,2,0.333333
E3,sport_diversity,7,64,0.933719,94.4254,47.5191,25.00,0.010542,0.020855,2,0.285714
E3,sport_facility,3,64,0.501169,52.8566,61.3003,6.67,0.018800,0.016225,1,0.333333
E3,sport_facility,4,64,0.444478,96.2953,61.3003,5.26,0.010344,0.016214,1,0.250000
E3,sport_facility,5,64,0.476418,96.2953,61.3003,4.44,0.010342,0.016207,1,0.200000
E3,sport_facility,6,64,0.563668,96.2953,61.3003,5.88,0.010340,0.016203,1,0.166667
E3,sport_facility,7,64,0.742464,96.2953,61.3003,7.14,0.010339,0.016200,1,0.142857
E3,sport_coverage,3,65,0.701149,9.768,11.7473,0.00,0.098921,0.082734,0,0.000000
E3,sport_coverage,4,65,0.798212,9.768,13.1077,3.70,0.098511,0.074136,0,0.000000
E3,sport_coverage,5,65,0.814446,9.768,17.8315,9.23,0.098268,0.054837,0,0.000000
E3,sport_coverage,6,65,0.854305,9.768,17.8315,16.00,0.098106,0.054786,0,0.000000
E3,sport_coverage,7,65,0.809105,9.768,17.8315,22.62,0.097991,0.054751,1,0.142857
E3,sport_diversity,3,65,0.724804,1.2813,19.7789,4.76,0.595026,0.049712,1,0.333333
E3,sport_diversity,4,65,0.667334,7.50602,19.7789,5.56,0.126717,0.049608,1,0.250000
E3,sport_diversity,5,65,0.629846,13.6196,21.097,9.23,0.071299,0.046510,1,0.200000
E3,sport_diversity,6,65,0.661355,13.6196,21.097,13.33,0.071214,0.046474,1,0.166667
E3,sport_diversity,7,65,0.740757,13.6196,21.097,16.67,0.071153,0.046448,1,0.142857
E3,sport_facility,3,65,0.703653,6.15718,20.5135,2.38,0.153778,0.047961,0,0.000000
E3,sport_facility,4,65,0.678295,6.15718,20.5135,5.56,0.152785,0.047864,0,0.000000
E3,sport_facility,5,65,0.589536,6.15718,48.8351,10.77,0.152198,0.020310,1,0.200000
E3,sport_facility,6,65,0.538462,6.15718,48.8351,13.33,0.151810,0.020303,2,0.333333
E3,sport_facility,7,65,0.549864,63.0235,48.8351,14.29,0.015760,0.020298,2,0.285714
E3,sport_coverage,3,66,0.990321,1.03613,6.60538,0.00,0.687935,0.143880,0,0.000000
E3,sport_coverage,4,66,0.872727,2.76041,12.6091,0.00,0.315956,0.076980,0,0.000000
E3,sport_coverage,5,66,0.801471,2.78596,12.6091,0.00,0.310976,0.076831,0,0.000000
E3,sport_coverage,6,66,0.837904,2.78596,12.6091,0.00,0.309354,0.076733,0,0.000000
E3,sport_coverage,7,66,0.791444,3.32385,13.5989,0.38,0.264727,0.071258,0,0.000000
E3,sport_diversity,3,66,0.628941,3.43409,14.4193,0.00,0.263847,0.067761,0,0.000000
E3,sport_diversity,4,66,0.610367,3.43409,16.0167,0.00,0.260915,0.060988,0,0.000000
E3,sport_diversity,5,66,0.693592,3.43409,18.6308,0.00,0.259198,0.052534,0,0.000000
E3,sport_diversity,6,66,0.631643,6.97105,24.7018,0.00,0.135145,0.039806,0,0.000000
E3,sport_diversity,7,66,0.590553,6.97105,24.7018,0.00,0.134926,0.039787,0,0.000000
E3,sport_facility,3,66,0.729030,2.28107,36.598,0.00,0.377449,0.027076,0,0.000000
E3,sport_facility,4,66,0.804575,2.28107,36.598,0.00,0.371443,0.027045,0,0.000000
E3,sport_facility,5,66,0.850210,2.28107,36.598,0.00,0.367966,0.027027,0,0.000000
E3,sport_facility,6,66,0.875921,2.28107,36.598,0.00,0.365699,0.027015,0,0.000000
E3,sport_facility,7,66,0.792761,2.28107,36.598,0.38,0.364104,0.027006,1,0.142857
E3,sport_coverage,3,67,0.481928,5.2346,12.4344,8.33,0.179130,0.078285,0,0.000000
E3,sport_coverage,4,67,0.410526,5.2346,30.1921,13.33,0.177781,0.032712,1,0.250000
E3,sport_coverage,5,67,0.549794,5.2346,30.1921,14.29,0.176986,0.032685,1,0.200000
E3,sport_coverage,6,67,0.657381,5.2346,30.1921,17.95,0.176461,0.032668,1,0.166667
E3,sport_coverage,7,67,0.801587,5.2346,30.1921,21.43,0.176088,0.032655,1,0.142857
E3,sport_diversity,3,67,1.000000,1.04421,10.5148,33.33,0.684485,0.092121,0,0.000000
E3,sport_diversity,4,67,0.765714,1.04421,10.5148,43.33,0.665350,0.091765,1,0.250000
E3,sport_diversity,5,67,0.767421,1.04421,10.5148,48.57,0.654607,0.091554,2,0.400000
E3,sport_diversity,6,67,0.898990,1.04421,10.5148,51.28,0.647723,0.091414,2,0.333333
E3,sport_diversity,7,67,0.909910,1.04421,10.5148,54.76,0.642933,0.091314,3,0.428571
E3,sport_facility,3,67,0.704403,1.04421,8.99484,33.33,0.684485,0.107106,1,0.333333
E3,sport_facility,4,67,0.576471,1.04421,8.99484,36.67,0.665350,0.106625,2,0.500000
E3,sport_facility,5,67,0.723798,1.04421,8.99484,37.14,0.654607,0.106340,2,0.400000
E3,sport_facility,6,67,0.855769,1.04421,8.99484,38.46,0.647723,0.106150,2,0.333333
E3,sport_facility,7,67,0.870690,1.04421,8.99484,42.86,0.642933,0.106016,3,0.428571
E3,sport_coverage,3,68,0.758805,3.92933,17.3648,5.30,0.233517,0.056489,0,0.000000
E3,sport_coverage,4,68,0.804651,3.92933,17.3648,8.62,0.231222,0.056356,0,0.000000
E3,sport_coverage,5,68,0.856926,3.92933,18.2546,12.09,0.229874,0.053593,0,0.000000
E3,sport_coverage,6,68,0.751143,3.92933,22.9046,15.75,0.228988,0.042873,1,0.166667
E3,sport_coverage,7,68,0.677045,3.92933,26.8988,18.49,0.228361,0.036589,2,0.285714
E3,sport_diversity,3,68,0.849450,2.24183,43.6687,0.76,0.383027,0.022725,0,0.000000
E3,sport_diversity,4,68,0.834090,2.24183,45.3726,2.30,0.376842,0.021858,0,0.000000
E3,sport_diversity,5,68,0.769752,4.17192,45.3726,3.72,0.217791,0.021846,0,0.000000
E3,sport_diversity,6,68,0.779802,4.17192,47.1386,5.88,0.216996,0.021027,0,0.000000
E3,sport_diversity,7,68,0.723654,180.093,47.1386,9.18,0.005540,0.021022,0,0.000000
E3,sport_facility,3,68,0.938639,1.29105,22.6036,0.76,0.591790,0.043591,0,0.000000
E3,sport_facility,4,68,0.912840,1.34931,38.1289,1.72,0.559412,0.025970,0,0.000000
E3,sport_facility,5,68,0.850715,2.88889,38.1289,8.37,0.301430,0.025953,0,0.000000
E3,sport_facility,6,68,0.829187,2.88889,38.1289,12.94,0.299906,0.025942,0,0.000000
E3,sport_facility,7,68,0.842518,2.88889,38.1289,16.67,0.298831,0.025934,0,0.000000
E3,sport_coverage,3,69,0.912034,1.35316,6.45033,0.00,0.571914,0.147157,0,0.000000
E3,sport_coverage,4,69,0.822941,2.46768,14.2383,0.00,0.347711,0.068405,0,0.000000
E3,sport_coverage,5,69,0.751275,3.46877,14.2383,0.00,0.256905,0.068288,0,0.000000
E3,sport_coverage,6,69,0.708146,3.46877,14.2383,0.00,0.255798,0.068210,0,0.000000
E3,sport_coverage,7,69,0.750762,3.46877,14.2383,0.79,0.255015,0.068154,0,0.000000
E3,sport_diversity,3,69,0.543965,5.98802,33.9817,0.00,0.157876,0.029140,0,0.000000
E3,sport_diversity,4,69,0.497765,5.98802,33.9817,0.00,0.156830,0.029104,0,0.000000
E3,sport_diversity,5,69,0.583313,5.98802,33.9817,0.00,0.156211,0.029083,0,0.000000
E3,sport_diversity,6,69,0.592323,5.98802,33.9817,0.00,0.155802,0.029069,0,0.000000
E3,sport_diversity,7,69,0.565517,6.37886,33.9817,0.00,0.146620,0.029059,0,0.000000
E3,sport_facility,3,69,0.813034,1.48815,32.9811,0.00,0.532698,0.030015,0,0.000000
E3,sport_facility,4,69,0.833215,1.48815,38.502,0.00,0.520813,0.025721,0,0.000000
E3,sport_facility,5,69,0.789802,2.47877,38.502,0.00,0.343369,0.025704,0,0.000000
E3,sport_facility,6,69,0.708311,2.47877,38.502,0.46,0.341393,0.025693,1,0.166667
E3,sport_facility,7,69,0.656092,18.3632,38.502,0.40,0.053202,0.025685,1,0.142857
E3,sport_coverage,3,70,0.840363,2.90919,7.11833,0.00,0.305857,0.134007,0,0.000000
E3,sport_coverage,4,70,0.888369,2.90919,9.83394,0.00,0.301913,0.097876,0,0.000000
E3,sport_coverage,5,70,0.912959,2.90919,20.3134,0.00,0.299615,0.048269,0,0.000000
E3,sport_coverage,6,70,0.851693,4.73864,24.5054,1.09,0.193323,0.040120,0,0.000000
E3,sport_coverage,7,70,0.780235,4.73864,65.9042,4.76,0.192876,0.015075,1,0.142857
E3,sport_diversity,3,70,0.651094,5.43525,28.7874,0.00,0.172931,0.034337,0,0.000000
E3,sport_diversity,4,70,0.706707,5.43525,31.3265,0.00,0.171675,0.031542,0,0.000000
E3,sport_diversity,5,70,0.706577,5.43525,39.1525,0.00,0.170933,0.025282,0,0.000000
E3,sport_diversity,6,70,0.675974,5.43525,45.524,0.00,0.170443,0.021766,0,0.000000
E3,sport_diversity,7,70,0.637464,17.9549,49.5382,0.00,0.054383,0.020013,0,0.000000
E3,sport_facility,3,70,0.668218,4.21457,36.1174,0.00,0.219001,0.027433,0,0.000000
E3,sport_facility,4,70,0.786800,4.21457,36.1174,0.00,0.216983,0.027401,0,0.000000
E3,sport_facility,5,70,0.809852,4.21457,36.1174,0.65,0.215796,0.027383,0,0.000000
E3,sport_facility,6,70,0.783941,4.21457,36.1174,1.09,0.215015,0.027370,0,0.000000
E3,sport_facility,7,70,0.736376,20.4828,37.3188,1.90,0.047812,0.026490,0,0.000000
E3,sport_coverage,3,71,0.599200,1.8959,13.8993,20.83,0.440154,0.070234,1,0.333333
E3,sport_coverage,4,71,0.675556,1.8959,13.8993,26.67,0.431996,0.070028,1,0.250000
E3,sport_coverage,5,71,0.779706,1.8959,13.8993,31.43,0.427305,0.069905,1,0.200000
E3,sport_coverage,6,71,0.727974,1.8959,13.8993,35.90,0.424257,0.069823,2,0.333333
E3,sport_coverage,7,71,0.840000,1.8959,13.8993,38.10,0.422118,0.069765,2,0.285714
E3,sport_diversity,3,71,0.612130,25.8929,46.9871,8.33,0.038126,0.021132,0,0.000000
E3,sport_diversity,4,71,0.523810,25.8929,46.9871,16.67,0.038065,0.021113,1,0.250000
E3,sport_diversity,5,71,0.656335,25.8929,46.9871,20.00,0.038029,0.021102,1,0.200000
E3,sport_diversity,6,71,0.732477,25.8929,46.9871,23.08,0.038004,0.021095,1,0.166667
E3,sport_diversity,7,71,0.884211,25.8929,46.9871,26.19,0.037987,0.021089,1,0.142857
E3,sport_facility,3,71,0.599200,1.8959,33.95,20.83,0.440154,0.029167,1,0.333333
E3,sport_facility,4,71,0.527363,1.8959,33.95,26.67,0.431996,0.029131,2,0.500000
E3,sport_facility,5,71,0.526302,1.8959,33.95,28.57,0.427305,0.029110,3,0.600000
E3,sport_facility,6,71,0.623434,1.8959,33.95,28.21,0.424257,0.029096,3,0.500000
E3,sport_facility,7,71,0.629863,1.8959,33.95,28.57,0.422118,0.029086,4,0.571429
E3,sport_coverage,3,72,0.741758,2.56312,12.8711,1.39,0.341610,0.075699,0,0.000000
E3,sport_coverage,4,72,0.767593,2.56312,15.2677,3.19,0.336689,0.063906,0,0.000000
E3,sport_coverage,5,72,0.699977,6.42985,21.1617,8.77,0.146146,0.046370,0,0.000000
E3,sport_coverage,6,72,0.632833,6.42985,35.287,13.53,0.145788,0.028007,1,0.166667
E3,sport_coverage,7,72,0.574789,6.42985,35.287,17.22,0.145534,0.027997,2,0.285714
E3,sport_diversity,3,72,0.643176,9.8179,35.6695,0.00,0.098436,0.027774,0,0.000000
E3,sport_diversity,4,72,0.560386,18.6088,42.4676,0.00,0.052665,0.023340,0,0.000000
E3,sport_diversity,5,72,0.548497,18.6088,42.4676,0.00,0.052595,0.023327,0,0.000000
E3,sport_diversity,6,72,0.544358,18.6088,42.4676,0.00,0.052549,0.023318,0,0.000000
E3,sport_diversity,7,72,0.653945,18.6088,42.4676,0.65,0.052516,0.023311,0,0.000000
E3,sport_facility,3,72,0.783745,3.71529,52.6943,0.00,0.245732,0.018858,0,0.000000
E3,sport_facility,4,72,0.687747,8.83052,52.6943,1.06,0.108525,0.018843,0,0.000000
E3,sport_facility,5,72,0.633696,8.83052,52.6943,6.09,0.108229,0.018834,0,0.000000
E3,sport_facility,6,72,0.671889,8.83052,52.6943,9.63,0.108033,0.018828,0,0.000000
E3,sport_facility,7,72,0.613462,8.83052,52.6943,14.29,0.107893,0.018824,1,0.142857
E3,sport_coverage,3,73,0.480159,8.24087,20.7993,3.70,0.116504,0.047312,0,0.000000
E3,sport_coverage,4,73,0.611853,8.24087,20.7993,5.88,0.115935,0.047219,0,0.000000
E3,sport_coverage,5,73,0.564286,8.24087,20.7993,10.00,0.115598,0.047163,1,0.200000
E3,sport_coverage,6,73,0.649601,8.24087,20.7993,11.11,0.115374,0.047126,1,0.166667
E3,sport_coverage,7,73,0.666707,8.24087,20.7993,14.29,0.115215,0.047099,2,0.285714
E3,sport_diversity,3,73,0.606516,3.41615,27.6356,3.70,0.265093,0.035750,0,0.000000
E3,sport_diversity,4,73,0.638532,3.41615,27.6356,11.76,0.262133,0.035697,0,0.000000
E3,sport_diversity,5,73,0.641082,3.41615,27.6356,20.00,0.260400,0.035665,1,0.200000
E3,sport_diversity,6,73,0.652000,3.41615,27.6356,24.44,0.259262,0.035644,2,0.333333
E3,sport_diversity,7,73,0.682298,21.0833,35.8529,26.53,0.046477,0.027561,2,0.285714
E3,sport_facility,3,73,0.414781,54.9688,21.205,3.70,0.018082,0.046421,0,0.000000
E3,sport_facility,4,73,0.403744,54.9688,24.5439,5.88,0.018068,0.040125,0,0.000000
E3,sport_facility,5,73,0.425046,54.9688,24.5439,7.50,0.018060,0.040085,0,0.000000
E3,sport_facility,6,73,0.611413,54.9688,24.5439,8.89,0.018055,0.040058,0,0.000000
E3,sport_facility,7,73,0.573692,54.9688,24.5439,10.20,0.018051,0.040039,1,0.142857
E3,sport_coverage,3,74,0.682927,2.24,7.9673,6.67,0.383291,0.120335,0,0.000000
E3,sport_coverage,4,74,0.645311,2.24,7.9673,11.11,0.377097,0.119728,1,0.250000
E3,sport_diversity,3,74,0.837209,9.14516,29.7409,13.33,0.105410,0.033248,0,0.000000
E3,sport_diversity,4,74,0.710224,9.14516,29.7409,22.22,0.104945,0.033202,1,0.250000
E3,sport_facility,3,74,0.598425,31.0395,37.9235,13.33,0.031872,0.026138,0,0.000000
E3,sport_facility,4,74,0.774282,31.0395,37.9235,16.67,0.031830,0.026109,0,0.000000
E3,sport_coverage,3,75,0.835612,2.51489,8.42747,0.00,0.347257,0.114028,0,0.000000
E3,sport_coverage,4,75,0.731397,7.99895,25.6983,1.06,0.119277,0.038349,0,0.000000
E3,sport_coverage,5,75,0.711756,7.99895,25.6983,1.74,0.118919,0.038312,0,0.000000
E3,sport_coverage,6,75,0.664910,7.99895,88.8512,3.70,0.118682,0.011202,0,0.000000
E3,sport_coverage,7,75,0.612243,7.99895,88.8512,5.84,0.118514,0.011201,1,0.142857
E3,sport_diversity,3,75,0.609677,5.00402,31.3774,0.00,0.186823,0.031533,0,0.000000
E3,sport_diversity,4,75,0.576132,5.00402,33.436,0.00,0.185356,0.029574,0,0.000000
E3,sport_diversity,5,75,0.517438,340.695,33.436,0.00,0.002932,0.029552,0,0.000000
E3,sport_diversity,6,75,0.586903,340.695,33.436,0.00,0.002932,0.029538,0,0.000000
E3,sport_diversity,7,75,0.634250,340.695,33.436,1.30,0.002931,0.029527,0,0.000000
E3,sport_facility,3,75,0.680024,2.51489,70.1918,0.00,0.347257,0.014179,0,0.000000
E3,sport_facility,4,75,0.612591,5.72297,78.0258,0.00,0.163615,0.012755,0,0.000000
E3,sport_facility,5,75,0.636613,5.72297,78.0258,0.87,0.162941,0.012751,0,0.000000
E3,sport_facility,6,75,0.601371,7.37706,78.0258,2.96,0.128126,0.012748,0,0.000000
E3,sport_facility,7,75,0.579499,7.37706,78.0258,4.55,0.127930,0.012746,0,0.000000
E3,sport_coverage,3,76,0.552657,3.47737,21.7723,10.00,0.260889,0.045230,0,0.000000
E3,sport_coverage,4,76,0.585859,3.47737,21.7723,18.42,0.258022,0.045145,0,0.000000
E3,sport_coverage,5,76,0.543751,3.47737,27.0173,26.67,0.256343,0.036469,1,0.200000
E3,sport_coverage,6,76,0.555077,3.47737,27.0173,31.37,0.255241,0.036447,2,0.333333
E3,sport_coverage,7,76,0.666140,3.47737,27.0173,33.93,0.254461,0.036431,2,0.285714
E3,sport_diversity,3,76,0.552657,2.24079,16.4926,16.67,0.383178,0.059416,1,0.333333
E3,sport_diversity,4,76,0.454545,2.24079,16.4926,23.68,0.376987,0.059269,2,0.500000
E3,sport_diversity,5,76,0.465916,128.421,16.4926,26.67,0.007763,0.059180,2,0.400000
E3,sport_diversity,6,76,0.575226,128.421,16.4926,29.41,0.007762,0.059122,2,0.333333
E3,sport_diversity,7,76,0.622400,128.421,16.4926,32.14,0.007761,0.059080,3,0.428571
E3,sport_facility,3,76,0.527536,2.24079,26.4715,16.67,0.383178,0.037303,1,0.333333
E3,sport_facility,4,76,0.425287,2.24079,26.4715,21.05,0.376987,0.037245,2,0.500000
E3,sport_facility,5,76,0.554119,2.24079,26.4715,17.78,0.373407,0.037210,2,0.400000
E3,sport_facility,6,76,0.590547,2.24079,26.4715,23.53,0.371073,0.037187,3,0.500000
E3,sport_facility,7,76,0.592678,2.24079,26.4715,26.79,0.369431,0.037170,4,0.571429
E3,sport_coverage,3,77,0.492754,1,41.9231,33.33,0.703704,0.023664,2,0.666667
E3,sport_coverage,4,77,0.506512,1,41.9231,36.36,0.683594,0.023641,3,0.750000
E3,sport_coverage,5,77,0.698773,1,41.9231,36.00,0.672320,0.023627,3,0.600000
E3,sport_diversity,3,77,0.480000,4.16173,19.6873,11.11,0.221553,0.049939,0,0.000000
E3,sport_diversity,4,77,0.706712,4.16173,19.6873,18.18,0.219488,0.049835,0,0.000000
E3,sport_diversity,5,77,0.886905,4.16173,19.6873,24.00,0.218274,0.049773,0,0.000000
E3,sport_facility,3,77,0.672131,3.82418,6.17369,22.22,0.239363,0.153389,0,0.000000
E3,sport_facility,4,77,0.608957,3.82418,6.17369,31.82,0.236951,0.152402,1,0.250000
E3,sport_facility,5,77,0.609407,3.82418,6.17369,36.00,0.235536,0.151817,2,0.400000
E3,sport_coverage,3,78,0.823529,1,2.81149,42.86,0.703704,0.315180,1,0.333333
E3,sport_coverage,4,78,0.775451,1,2.81149,50.00,0.683594,0.310992,2,0.500000
E3,sport_coverage,5,78,0.791646,1,2.81149,53.33,0.672320,0.308553,3,0.600000
E3,sport_coverage,6,78,0.820144,1,2.81149,54.55,0.665102,0.306956,4,0.666667
E3,sport_diversity,3,78,0.637363,1,13.9852,42.86,0.703704,0.069813,2,0.666667
E3,sport_diversity,4,78,0.637363,1,13.9852,46.15,0.683594,0.069610,3,0.750000
E3,sport_diversity,5,78,0.768746,1.68092,13.9852,46.67,0.469209,0.069488,3,0.600000
E3,sport_diversity,6,78,0.798115,1.68092,13.9852,48.48,0.465547,0.069407,4,0.666667
E3,sport_facility,3,78,0.632184,1,14.6522,42.86,0.703704,0.066708,2,0.666667
E3,sport_facility,4,78,0.797441,1,14.6522,46.15,0.683594,0.066522,2,0.500000
E3,sport_facility,5,78,0.802296,1,14.6522,50.00,0.672320,0.066411,3,0.600000
E3,sport_facility,6,78,0.820144,1,14.6522,51.52,0.665102,0.066337,4,0.666667
E3,sport_coverage,3,79,0.754324,5.84293,74.1246,9.09,0.161569,0.013430,0,0.000000
E3,sport_coverage,4,79,0.843451,5.84293,74.1246,19.05,0.160473,0.013423,0,0.000000
E3,sport_coverage,5,79,0.722433,5.84293,74.1246,26.00,0.159825,0.013418,1,0.200000
E3,sport_coverage,6,79,0.815625,5.84293,74.1246,29.82,0.159397,0.013415,1,0.166667
E3,sport_coverage,7,79,0.794262,5.84293,74.1246,33.33,0.159093,0.013413,2,0.285714
E3,sport_diversity,3,79,0.738868,117.131,48.9432,12.12,0.008513,0.020293,0,0.000000
E3,sport_diversity,4,79,0.621044,117.131,48.9432,21.43,0.008510,0.020276,1,0.250000
E3,sport_diversity,5,79,0.576271,117.131,48.9432,24.00,0.008508,0.020266,1,0.200000
E3,sport_diversity,6,79,0.569974,117.131,48.9432,28.07,0.008507,0.020259,2,0.333333
E3,sport_diversity,7,79,0.671875,117.131,48.9432,30.16,0.008506,0.020254,2,0.285714
E3,sport_facility,3,79,0.738868,1.224,42.959,24.24,0.614698,0.023098,1,0.333333
E3,sport_facility,4,79,0.638788,1.224,42.959,30.95,0.599032,0.023076,2,0.500000
E3,sport_facility,5,79,0.715517,1.31725,42.959,32.00,0.561054,0.023062,2,0.400000
E3,sport_facility,6,79,0.684936,1.31725,42.959,36.84,0.555881,0.023053,3,0.500000
E3,sport_facility,7,79,0.700284,1.31725,42.959,39.68,0.552269,0.023047,4,0.571429
E3,sport_coverage,3,80,0.613292,8.80842,37.7877,23.33,0.109286,0.026231,1,0.333333
E3,sport_coverage,4,80,0.570587,8.80842,37.7877,28.95,0.108785,0.026202,2,0.500000
E3,sport_coverage,5,80,0.681101,8.80842,37.7877,31.11,0.108488,0.026185,2,0.400000
E3,sport_coverage,6,80,0.664794,8.80842,37.7877,35.29,0.108291,0.026174,3,0.500000
E3,sport_coverage,7,80,0.759013,8.80842,37.7877,37.50,0.108151,0.026165,3,0.428571
E3,sport_diversity,3,80,0.858021,14.6282,22.7339,30.00,0.066815,0.043345,0,0.000000
E3,sport_diversity,4,80,0.705939,14.6282,22.7339,39.47,0.066629,0.043267,1,0.250000
E3,sport_diversity,5,80,0.773329,14.6282,22.7339,44.44,0.066517,0.043220,1,0.200000
E3,sport_diversity,6,80,0.807746,14.6282,22.7339,49.02,0.066443,0.043189,2,0.333333
E3,sport_diversity,7,80,0.782245,14.6282,22.7339,51.79,0.066391,0.043167,3,0.428571
E3,sport_facility,3,80,0.691418,11.0288,41.6486,20.00,0.087958,0.023819,0,0.000000
E3,sport_facility,4,80,0.647356,36.9792,41.6486,26.32,0.026769,0.023795,0,0.000000
E3,sport_facility,5,80,0.742306,36.9792,41.6486,31.11,0.026751,0.023781,0,0.000000
E3,sport_facility,6,80,0.720797,36.9792,41.6486,35.29,0.026739,0.023771,1,0.166667
E3,sport_facility,7,80,0.826424,36.9792,41.6486,37.50,0.026731,0.023765,1,0.142857
E3,sport_coverage,3,81,0.705383,3.09161,11.4634,0.00,0.289835,0.084722,0,0.000000
E3,sport_coverage,4,81,0.606210,3.09161,15.6198,3.45,0.286294,0.062500,1,0.250000
E3,sport_coverage,5,81,0.642255,3.09161,20.1154,4.29,0.284227,0.048734,1,0.200000
E3,sport_coverage,6,81,0.619566,8.80567,20.1154,7.41,0.108323,0.048695,1,0.166667
E3,sport_coverage,7,81,0.613978,8.80567,20.1154,11.11,0.108183,0.048666,2,0.285714
E3,sport_diversity,3,81,0.502137,64.8165,28.3236,0.00,0.015349,0.034892,0,0.000000
E3,sport_diversity,4,81,0.626855,64.8165,28.3236,0.00,0.015339,0.034842,0,0.000000
E3,sport_diversity,5,81,0.758769,64.8165,28.3236,1.43,0.015333,0.034811,0,0.000000
E3,sport_diversity,6,81,0.786719,64.8165,28.3236,6.17,0.015329,0.034791,0,0.000000
E3,sport_diversity,7,81,0.850646,64.8165,28.3236,13.19,0.015327,0.034776,0,0.000000
E3,sport_facility,3,81,0.700656,263.947,54.0831,2.22,0.003784,0.018376,0,0.000000
E3,sport_facility,4,81,0.614216,263.947,54.0831,3.45,0.003783,0.018362,0,0.000000
E3,sport_facility,5,81,0.570710,263.947,54.0831,4.29,0.003783,0.018354,0,0.000000
