task,dataset,K,seed,ratio,eta_sel,eta_path_trimmed,viol_sign_pct,LK_eta_sel,LK_eta_path
E1,digits20,3,21,0.901840,1.01515,11.4674,18.75,0.697021,0.084693
E1,digits20,4,21,0.943503,1.15,26.829,20.63,0.624873,0.036755
E1,digits20,5,21,0.933673,1.875,26.829,23.08,0.431058,0.036722
E1,digits20,6,21,0.985366,1.875,26.829,27.96,0.427958,0.036699
E1,digits20,7,21,0.952830,1.875,41.5086,27.62,0.425782,0.023844
E1,digits20,1,22,0.967742,1.05085,7.03914,0.00,0.951613,0.142063
E1,digits20,2,22,1.000000,1.13514,12.2028,5.88,0.686933,0.080270
E1,digits20,3,22,1.000000,1.13514,38.0823,16.00,0.647582,0.026030
E1,digits20,4,22,0.969880,1.625,38.0823,25.37,0.487378,0.026001
E1,digits20,5,22,0.989011,1.625,38.0823,21.25,0.481430,0.025985
E1,digits20,6,22,0.910000,10,38.0823,20.00,0.095925,0.025973
E1,digits20,7,22,0.931373,10,38.0823,22.22,0.095815,0.025965
E1,digits20,1,23,1.000000,1,6.8401,0.00,1.000000,0.146197
E1,digits20,2,23,1.000000,1,13.998,3.03,0.750000,0.070163
E1,digits20,3,23,0.964539,1.55556,13.998,14.00,0.514942,0.069751
E1,digits20,4,23,0.936306,1.90909,13.998,13.64,0.429607,0.069548
E1,digits20,5,23,0.886486,1.90909,14.0454,14.81,0.424967,0.069199
E1,digits20,6,23,0.994565,1.90909,14.0454,19.35,0.421952,0.069119
E1,digits20,7,23,0.979275,2,14.0454,22.12,0.404739,0.069062
E1,digits20,1,24,1.000000,1,3.09059,0.00,1.000000,0.323563
E1,digits20,2,24,0.848485,1.74074,76.2227,8.82,0.491965,0.013076
E1,digits20,3,24,0.944828,1.74074,76.2227,10.42,0.471485,0.013062
E1,digits20,4,24,0.899408,1.74074,76.2227,17.19,0.462136,0.013055
E1,digits20,5,24,0.765957,1.74074,76.2227,21.25,0.456778,0.013051
E1,digits20,6,24,0.948187,1.74074,76.2227,29.47,0.453303,0.013048
E1,digits20,7,24,0.886139,1.74074,76.2227,33.94,0.450867,0.013046
E1,digits20,1,25,0.967033,1.05769,2.88447,0.00,0.945455,0.346684
E1,digits20,2,25,0.840278,1.05769,22.7248,5.88,0.721983,0.043521
E1,digits20,3,25,0.974843,1.05769,22.7248,16.33,0.678794,0.043363
E1,digits20,4,25,0.871658,1.875,22.7248,24.24,0.435832,0.043284
E1,digits20,5,25,0.974874,1.875,22.7248,22.22,0.431058,0.043237
E1,digits20,6,25,0.975610,1.875,22.7248,28.72,0.427958,0.043206
E1,digits20,7,25,0.961722,11,32.8243,28.30,0.087443,0.030070
E1,digits20,1,26,0.969072,1.04762,2.08253,0.00,0.954545,0.480185
E1,digits20,2,26,0.879433,1.56667,9.6509,2.86,0.536442,0.100933
E1,digits20,3,26,0.987261,1.56667,9.6509,16.67,0.512122,0.100080
E1,digits20,4,26,0.966667,1.56667,22.8088,20.31,0.501119,0.043127
E1,digits20,5,26,0.857143,1.56667,27.6397,24.36,0.494839,0.035660
E1,digits20,6,26,0.874396,1.61538,27.6397,27.17,0.479708,0.035639
E1,digits20,7,26,0.879808,5.5,52.4308,29.25,0.168248,0.018918
E1,digits20,1,27,1.000000,1,6.11002,0.00,1.000000,0.163666
E1,digits20,2,27,0.960317,1.14286,48.0046,2.86,0.683594,0.020723
E1,digits20,3,27,0.959184,1.14286,48.0046,13.46,0.644604,0.020687
E1,digits20,4,27,0.969136,1.3125,48.0046,17.65,0.570544,0.020669
E1,digits20,5,27,0.938547,2,54.2145,19.28,0.409510,0.018310
E1,digits20,6,27,0.947917,2,54.2145,21.43,0.406708,0.018304
E1,digits20,7,27,0.958549,5,54.2145,23.21,0.183651,0.018300
E1,digits20,1,28,0.977011,1.03333,9.47556,0.00,0.967742,0.105535
E1,digits20,2,28,0.990991,1.6,26.0339,8.57,0.527344,0.038043
E1,digits20,3,28,0.977099,1.6,26.0339,18.37,0.503834,0.037922
E1,digits20,4,28,0.959459,2,26.0339,22.22,0.413818,0.037862
E1,digits20,5,28,0.892216,3.14286,84.2318,25.64,0.280182,0.011816
E1,digits20,6,28,1.016949,3.14286,84.2318,29.03,0.278865,0.011813
E1,digits20,7,28,0.984772,3.14286,84.2318,30.84,0.277935,0.011812
E1,digits20,1,29,0.804348,1.375,3.10469,0.00,0.727273,0.322093
E1,digits20,2,29,0.894737,1.375,5.775,0.00,0.595041,0.165664
E1,digits20,3,29,0.891720,1.375,6.89922,8.00,0.565211,0.138054
E1,digits20,4,29,0.848315,1.81818,6.89922,16.92,0.446603,0.137254
E1,digits20,5,29,0.972222,1.81818,9.39283,13.58,0.441594,0.102026
E1,digits20,6,29,1.005464,1.81818,20.3998,17.71,0.438343,0.048030
E1,digits20,7,29,0.920792,5.5,20.3998,19.09,0.168248,0.048002
E1,breast_cancer,1,0,0.990099,1.0303,7.33846,10.34,0.970588,0.136268
E1,breast_cancer,2,0,0.944954,3,25.2,24.14,0.305556,0.039289
E1,breast_cancer,3,0,0.945455,4,25.2,30.38,0.229745,0.039160
E1,breast_cancer,4,0,0.927928,4,25.2,36.27,0.227524,0.039096
E1,breast_cancer,5,0,0.928571,6,25.2,42.28,0.155920,0.039058
E1,breast_cancer,6,0,0.936937,6,25.2,44.14,0.155512,0.039032
E1,breast_cancer,7,0,0.954545,6,25.2,44.17,0.155223,0.039014
E1,breast_cancer,1,1,0.960000,1.16667,2.65116,13.79,0.857143,0.377193
E1,breast_cancer,2,1,1.019231,1.16667,11.875,30.36,0.673469,0.082438
E1,breast_cancer,3,1,0.981308,1.16667,11.875,29.33,0.635569,0.081869
E1,breast_cancer,4,1,1.000000,1.33333,11.875,37.25,0.564194,0.081588
E1,breast_cancer,5,1,1.000000,1.33333,11.875,35.59,0.556295,0.081421
E1,breast_cancer,6,1,0.972477,1.33333,11.875,30.71,0.551205,0.081310
E1,breast_cancer,7,1,0.927928,1.33333,11.875,29.01,0.547651,0.081232
E1,breast_cancer,1,2,0.942308,1.2069,8.7,16.67,0.828571,0.114943
E1,breast_cancer,2,2,0.944954,1.6,10.2,22.41,0.527344,0.095636
E1,breast_cancer,3,2,0.944444,1.6,10.2,23.75,0.503834,0.094870
E1,breast_cancer,4,2,0.981481,1.6,10.2,30.19,0.493178,0.094493
E1,breast_cancer,5,2,0.963303,1.6,10.2,32.31,0.487091,0.094269
E1,breast_cancer,6,2,0.954128,1.6,10.2,28.39,0.483151,0.094121
E1,breast_cancer,7,2,0.945455,1.6,10.2,28.14,0.480393,0.094015
E1,breast_cancer,1,3,1.000000,1,2.5641,13.33,1.000000,0.390000
E1,breast_cancer,2,3,1.000000,1,12.75,17.86,0.750000,0.076894
E1,breast_cancer,3,3,0.963636,1,12.75,25.97,0.703704,0.076399
E1,breast_cancer,4,3,0.963964,3,12.75,27.37,0.293933,0.076155
E1,breast_cancer,5,3,0.972727,3,12.75,24.78,0.291754,0.076009
E1,breast_cancer,6,3,0.972727,3,12.75,21.97,0.290327,0.075912
E1,breast_cancer,7,3,0.963964,3,12.75,22.70,0.289319,0.075844
E1,breast_cancer,1,4,0.906542,1.58824,11.7391,13.33,0.629630,0.085185
E1,breast_cancer,2,4,0.944444,1.58824,50,17.24,0.530521,0.019900
E1,breast_cancer,3,4,0.990741,1.58824,50,20.24,0.506730,0.019867
E1,breast_cancer,4,4,0.927273,1.58824,50,22.22,0.495954,0.019850
E1,breast_cancer,5,4,0.936364,5,50,27.13,0.184627,0.019841
E1,breast_cancer,6,4,0.927928,5,50,29.79,0.184056,0.019834
E1,breast_cancer,7,4,0.927273,5,50,30.52,0.183651,0.019829
E1,breast_cancer,1,5,0.961538,1.11765,1.76471,20.00,0.894737,0.566667
E1,breast_cancer,2,5,0.990826,1.11765,10.5,20.69,0.694598,0.092971
E1,breast_cancer,3,5,0.954955,1.11765,10.5,27.40,0.654415,0.092247
E1,breast_cancer,4,5,0.936937,1.11765,10.5,31.52,0.636793,0.091890
E1,breast_cancer,5,5,0.945946,5,10.5,39.66,0.184627,0.091678
E1,breast_cancer,6,5,0.972973,5,10.5,46.76,0.184056,0.091538
E1,breast_cancer,7,5,0.972973,5,10.5,44.74,0.183651,0.091438
E1,breast_cancer,1,6,1.000000,1,3.23445,43.33,1.000000,0.309172
E1,breast_cancer,2,6,1.009434,1,8.27273,38.98,0.750000,0.117226
E1,breast_cancer,3,6,1.000000,1,8.27273,34.57,0.703704,0.116074
E1,breast_cancer,4,6,0.990654,1,8.27273,31.13,0.683594,0.115509
E1,breast_cancer,5,6,0.981481,1,8.27273,36.43,0.672320,0.115174
E1,breast_cancer,6,6,1.000000,2,8.27273,40.79,0.406708,0.114952
E1,breast_cancer,7,6,1.000000,2,8.27273,39.16,0.404739,0.114794
E1,breast_cancer,1,7,1.000000,1,6.84211,13.33,1.000000,0.146154
E1,breast_cancer,2,7,1.000000,1,37.9167,20.34,0.750000,0.026200
E1,breast_cancer,3,7,0.990909,1,37.9167,16.28,0.703704,0.026142
E1,breast_cancer,4,7,0.973214,1,37.9167,18.02,0.683594,0.026114
E1,breast_cancer,5,7,0.955357,1,37.9167,18.38,0.672320,0.026097
E1,breast_cancer,6,7,0.964602,2,37.9167,26.09,0.406708,0.026085
E1,breast_cancer,7,7,0.938053,2,37.9167,23.78,0.404739,0.026077
E1,breast_cancer,1,8,0.950980,1.17241,3.32143,10.00,0.852941,0.301075
E1,breast_cancer,2,8,0.954545,1.375,10,11.86,0.595041,0.097500
E1,breast_cancer,3,8,0.990909,1.375,10,29.89,0.565211,0.096704
E1,breast_cancer,4,8,0.981982,1.375,10,33.02,0.551875,0.096312
E1,breast_cancer,5,8,0.972973,1.375,10,35.83,0.544303,0.096079
E1,breast_cancer,6,8,0.972973,1.375,10,36.57,0.539421,0.095925
E1,breast_cancer,7,8,0.972973,1.375,10,36.13,0.536010,0.095815
E1,breast_cancer,1,9,0.970297,1.125,8.42079,20.00,0.888889,0.118754
E1,breast_cancer,2,9,0.981308,1.42857,31.5,27.12,0.577500,0.031494
E1,breast_cancer,3,9,0.972222,1.42857,31.5,27.06,0.549370,0.031411
E1,breast_cancer,4,9,0.945946,1.42857,31.5,34.26,0.536750,0.031370
E1,breast_cancer,5,9,0.954545,1.42857,31.5,39.23,0.529573,0.031345
E1,breast_cancer,6,9,0.936937,1.42857,31.5,43.05,0.524941,0.031329
E1,breast_cancer,7,9,0.945946,3,31.5,45.03,0.289319,0.031317
E1,breast_cancer,1,10,0.932039,1.33333,2.93868,10.00,0.750000,0.340289
E1,breast_cancer,2,10,1.009524,1.33333,11.125,23.73,0.609375,0.087868
E1,breast_cancer,3,10,0.954545,1.33333,11.125,32.56,0.578125,0.087221
E1,breast_cancer,4,10,0.945946,1.33333,11.125,34.86,0.564194,0.086903
E1,breast_cancer,5,10,0.981982,1.33333,11.125,36.43,0.556295,0.086713
E1,breast_cancer,6,10,0.972973,1.33333,11.125,35.33,0.551205,0.086588
E1,breast_cancer,7,10,0.964286,1.33333,11.125,34.71,0.547651,0.086498
E1,breast_cancer,1,11,0.962617,1.14815,6,10.00,0.870968,0.166667
E1,breast_cancer,2,11,0.990826,1.2,18,15.52,0.659722,0.054784
E1,breast_cancer,3,11,0.964286,1.2,18,20.51,0.623285,0.054533
E1,breast_cancer,4,11,0.972973,1.2,18,23.08,0.607202,0.054409
E1,breast_cancer,5,11,0.991071,1.2,18,27.27,0.598122,0.054335
E1,breast_cancer,6,11,0.964286,1.2,18,22.96,0.592286,0.054285
E1,breast_cancer,7,11,0.982143,1.5,18,31.45,0.503705,0.054250
E1,breast_cancer,1,12,0.980392,1.05882,1.73181,23.33,0.944444,0.577431
E1,breast_cancer,2,12,0.924528,1.05882,3,28.07,0.721451,0.305556
E1,breast_cancer,3,12,0.917431,3,3,44.71,0.297668,0.297668
E1,breast_cancer,4,12,0.954545,3,5,49.53,0.293933,0.185494
E1,breast_cancer,5,12,0.954545,3,5,49.24,0.291754,0.184627
E1,breast_cancer,6,12,0.981818,3,5,52.26,0.290327,0.184056
E1,breast_cancer,7,12,0.972973,3,5,48.55,0.289319,0.183651
E1,breast_cancer,1,13,0.920792,1.53333,2.68333,20.00,0.652174,0.372671
E1,breast_cancer,2,13,0.925234,2,19.6,15.25,0.437500,0.050370
E1,breast_cancer,3,13,0.909091,5,19.6,28.24,0.186963,0.050158
E1,breast_cancer,4,13,0.857143,5,19.6,30.48,0.185494,0.050053
E1,breast_cancer,5,13,0.873874,5,19.6,41.98,0.184627,0.049990
E1,breast_cancer,6,13,0.882883,5,19.6,46.15,0.184056,0.049948
E1,breast_cancer,7,13,0.900901,5,19.6,52.78,0.183651,0.049918
E1,breast_cancer,1,14,0.961538,1.14815,3.62703,6.90,0.870968,0.275708
E1,breast_cancer,2,14,1.009524,1.14815,10.1667,12.07,0.681322,0.095942
E1,breast_cancer,3,14,0.990741,4,10.1667,21.69,0.229745,0.095171
E1,breast_cancer,4,14,0.944954,4,10.1667,21.78,0.227524,0.094792
E1,breast_cancer,5,14,0.954955,4,10.1667,33.61,0.226219,0.094566
E1,breast_cancer,6,14,0.963964,4,10.1667,34.03,0.225361,0.094417
E1,breast_cancer,7,14,0.963964,4,10.1667,36.31,0.224753,0.094310
E1,breast_cancer,1,15,0.930693,1.36842,6,20.00,0.730769,0.166667
E1,breast_cancer,2,15,0.990385,1.36842,36,18.64,0.597263,0.027585
E1,breast_cancer,3,15,0.971963,3,36,24.39,0.297668,0.027521
E1,breast_cancer,4,15,0.972222,3,36,25.74,0.293933,0.027490
E1,breast_cancer,5,15,0.962963,3,36,25.00,0.291754,0.027471
E1,breast_cancer,6,15,0.981481,3,36,30.87,0.290327,0.027458
E1,breast_cancer,7,15,0.990741,3,36,31.55,0.289319,0.027449
E1,breast_cancer,1,16,0.941748,1.25,8.5,10.00,0.800000,0.117647
E1,breast_cancer,2,16,0.927273,2,34,8.47,0.437500,0.029196
E1,breast_cancer,3,16,0.936364,3,34,17.28,0.297668,0.029124
E1,breast_cancer,4,16,0.954545,3,34,23.00,0.293933,0.029089
E1,breast_cancer,5,16,0.972727,3,34,30.08,0.291754,0.029068
E1,breast_cancer,6,16,0.955357,3,34,27.27,0.290327,0.029054
E1,breast_cancer,7,16,0.919643,3,34,24.70,0.289319,0.029044
E1,breast_cancer,1,17,0.990291,1.03846,10.075,16.67,0.962963,0.099256
E1,breast_cancer,2,17,1.000000,1.03846,11.625,18.97,0.731139,0.084172
E1,breast_cancer,3,17,0.990826,2,11.625,20.55,0.421296,0.083579
E1,breast_cancer,4,17,0.972727,2,11.625,22.78,0.413818,0.083286
E1,breast_cancer,5,17,0.963964,2,11.625,18.95,0.409510,0.083112
E1,breast_cancer,6,17,0.963964,2,11.625,17.12,0.406708,0.082997
E1,breast_cancer,7,17,0.954955,2,11.625,14.93,0.404739,0.082914
E1,breast_cancer,1,18,1.000000,1,12.8571,20.00,1.000000,0.077778
E1,breast_cancer,2,18,1.000000,1,18,25.42,0.750000,0.054784
E1,breast_cancer,3,18,0.927928,1,18,30.49,0.703704,0.054533
E1,breast_cancer,4,18,0.919643,1,18,40.95,0.683594,0.054409
E1,breast_cancer,5,18,0.936937,7,18,43.41,0.134924,0.054335
E1,breast_cancer,6,18,0.928571,7,18,46.67,0.134619,0.054285
E1,breast_cancer,7,18,0.911504,7,18,44.44,0.134402,0.054250
E1,breast_cancer,1,19,0.961538,1.12903,2.4,20.00,0.885714,0.416667
E1,breast_cancer,2,19,0.990741,1.14286,12.5,17.86,0.683594,0.078400
E1,breast_cancer,3,19,0.981818,3,12.5,22.86,0.297668,0.077886
E1,breast_cancer,4,19,0.972973,3,12.5,24.68,0.293933,0.077632
E1,breast_cancer,5,19,0.963964,3,12.5,25.29,0.291754,0.077481
E1,breast_cancer,6,19,0.954955,3,12.5,30.39,0.290327,0.077380
E1,breast_cancer,7,19,0.981818,3,12.5,38.89,0.289319,0.077309
E1,breast_cancer,1,20,0.935780,1.19444,5.84211,13.33,0.837209,0.171171
E1,breast_cancer,2,20,0.990826,1.19444,5.84211,22.41,0.661979,0.163846
E1,breast_cancer,3,20,0.945946,1.19444,5.84211,28.77,0.625303,0.161590
E1,breast_cancer,4,20,0.990991,1.19444,5.84211,41.41,0.609121,0.160494
E1,breast_cancer,5,20,0.954955,1.19444,5.84211,32.80,0.599988,0.159846
E1,breast_cancer,6,20,0.963636,1.19444,5.84211,31.25,0.594118,0.159418
E1,breast_cancer,7,20,0.928571,1.19444,5.84211,31.45,0.590027,0.159114
E1,breast_cancer,1,21,0.923810,1.36364,2.625,16.67,0.733333,0.380952
E1,breast_cancer,2,21,1.000000,1.36364,7.33333,13.56,0.598889,0.131715
E1,breast_cancer,3,21,0.972973,1.36364,7.33333,20.73,0.568680,0.130259
E1,breast_cancer,4,21,0.981982,2,7.33333,22.33,0.413818,0.129548
E1,breast_cancer,5,21,0.981982,2,7.33333,21.77,0.409510,0.129126
E1,breast_cancer,6,21,0.972973,2,7.33333,18.37,0.406708,0.128847
E1,breast_cancer,7,21,0.954955,2,7.33333,18.63,0.404739,0.128648
E1,breast_cancer,1,22,0.869159,1.63636,5.77273,0.00,0.611111,0.173228
E1,breast_cancer,2,22,0.963303,1.63636,15.875,33.90,0.517747,0.062000
E1,breast_cancer,3,22,0.945455,1.63636,15.875,40.70,0.495078,0.061679
E1,breast_cancer,4,22,0.955357,1.63636,15.875,46.23,0.484784,0.061520
E1,breast_cancer,5,22,0.955357,1.63636,15.875,39.84,0.478898,0.061425
E1,breast_cancer,6,22,0.946429,1.63636,15.875,34.87,0.475086,0.061362
E1,breast_cancer,7,22,0.954955,1.63636,15.875,36.31,0.472417,0.061317
E1,breast_cancer,1,23,0.952381,1.2,4.57143,20.00,0.833333,0.218750
E1,breast_cancer,2,23,0.981651,1.2,14,26.32,0.659722,0.070153
E1,breast_cancer,3,23,0.981982,1.2,14,25.33,0.623285,0.069741
E1,breast_cancer,4,23,0.963964,1.2,14,26.00,0.607202,0.069538
E1,breast_cancer,5,23,0.945946,1.2,14,30.83,0.598122,0.069417
E1,breast_cancer,6,23,0.964286,1.2,14,39.16,0.592286,0.069336
E1,breast_cancer,7,23,0.946429,1.2,14,33.53,0.588218,0.069279
E1,breast_cancer,1,24,1.000000,1,2.19767,10.00,1.000000,0.455026
E1,breast_cancer,2,24,1.000000,1,20,15.52,0.750000,0.049375
E1,breast_cancer,3,24,0.990909,1,20,23.81,0.703704,0.049171
E1,breast_cancer,4,24,0.990826,1,20,23.08,0.683594,0.049070
E1,breast_cancer,5,24,1.009174,1,20,24.80,0.672320,0.049010
E1,breast_cancer,6,24,1.000000,1,20,20.67,0.665102,0.048970
E1,breast_cancer,7,24,1.000000,1,20,19.05,0.660083,0.048941
E1,breast_cancer,1,25,0.961538,1.16,2.37908,3.45,0.862069,0.420330
E1,breast_cancer,2,25,1.000000,1.16,8.75,5.17,0.676278,0.111020
E1,breast_cancer,3,25,0.990826,1.16,8.75,10.26,0.638076,0.109987
E1,breast_cancer,4,25,0.981818,1.16,8.75,8.79,0.621267,0.109480
E1,breast_cancer,5,25,0.963636,1.16,8.75,7.08,0.611790,0.109179
E1,breast_cancer,6,25,0.972477,1.16,8.75,9.56,0.605704,0.108980
E1,breast_cancer,7,25,0.954545,1.16,8.75,12.03,0.601464,0.108838
E1,breast_cancer,1,26,0.962963,1.13333,3.20833,16.67,0.882353,0.311688
E1,breast_cancer,2,26,0.955357,2,8.25,21.43,0.437500,0.117539
E1,breast_cancer,3,26,0.973451,2,8.25,24.36,0.421296,0.116381
E1,breast_cancer,4,26,0.964912,2,8.25,25.00,0.413818,0.115813
E1,breast_cancer,5,26,0.964912,2,8.25,28.21,0.409510,0.115476
E1,breast_cancer,6,26,0.982301,2,8.25,27.34,0.406708,0.115253
E1,breast_cancer,7,26,0.973684,2,8.25,24.84,0.404739,0.115094
E1,breast_cancer,1,27,0.970588,1.1,7.9,20.00,0.909091,0.126582
E1,breast_cancer,2,27,0.990741,1.1,8.77778,22.41,0.702479,0.110679
E1,breast_cancer,3,27,0.972727,1.1,8.77778,26.67,0.661435,0.109653
E1,breast_cancer,4,27,0.936937,1.1,8.77778,26.80,0.643463,0.109149
E1,breast_cancer,5,27,0.938053,2.5,8.77778,38.84,0.340918,0.108850
E1,breast_cancer,6,27,0.954955,2.5,8.77778,34.48,0.338971,0.108651
E1,breast_cancer,7,27,0.963964,3,8.77778,36.59,0.289319,0.108510
E1,breast_cancer,1,28,0.980583,1.07143,2.07273,20.00,0.933333,0.482456
E1,breast_cancer,2,28,0.962617,4,12,24.56,0.234375,0.081597
E1,breast_cancer,3,28,0.981308,4,12,32.50,0.229745,0.081040
E1,breast_cancer,4,28,0.962963,4,12,31.78,0.227524,0.080765
E1,breast_cancer,5,28,0.935780,4,12,28.24,0.226219,0.080601
E1,breast_cancer,6,28,0.890909,4,12,31.13,0.225361,0.080493
E1,breast_cancer,7,28,0.881818,4,12,33.14,0.224753,0.080415
E1,breast_cancer,1,29,1.000000,1,6.81707,16.67,1.000000,0.146691
E1,breast_cancer,2,29,0.953704,1,6.81707,42.37,0.750000,0.141311
E1,breast_cancer,3,29,0.963964,1,14.3333,41.77,0.703704,0.068158
E1,breast_cancer,4,29,0.981982,1.5,14.3333,40.59,0.517747,0.067963
E1,breast_cancer,5,29,0.973214,1.5,14.3333,34.43,0.511054,0.067847
E1,breast_cancer,6,29,0.973214,1.5,14.3333,30.07,0.506730,0.067770
E1,breast_cancer,7,29,0.982143,1.5,14.3333,28.74,0.503705,0.067716
E1,airline,1,0,1.000000,1,1.47934,0.00,1.000000,0.675976
E1,airline,2,0,1.000000,1,2.05279,5.26,0.750000,0.427814
E1,airline,3,0,1.000000,1,17.037,10.53,0.703704,0.057555
E1,airline,4,0,1.000000,1,17.037,7.89,0.683594,0.057416
E1,airline,5,0,1.000000,1,17.037,8.51,0.672320,0.057334
E1,airline,6,0,1.000000,1,39.7187,10.81,0.665102,0.024914
E1,airline,7,0,0.997715,1.35484,39.7187,10.32,0.541585,0.024907
E1,airline,1,1,1.000000,1,1.62836,0.00,1.000000,0.614114
E1,airline,2,1,1.000000,1,2.77824,2.50,0.750000,0.327551
E1,airline,3,1,1.000000,1,6.10595,8.47,0.703704,0.154997
E1,airline,4,1,1.000000,1,6.10595,7.69,0.683594,0.153988
E1,airline,5,1,1.000000,1,18.7833,8.33,0.672320,0.052117
E1,airline,6,1,0.997897,1.18182,20.4167,9.73,0.598319,0.047991
E1,airline,7,1,0.996040,1.54286,128.625,11.63,0.493457,0.007749
E1,airline,1,2,1.000000,1,3.13514,0.00,1.000000,0.318966
E1,airline,2,2,1.000000,1,11.88,5.13,0.750000,0.082404
E1,airline,3,2,1.000000,1,11.88,12.28,0.703704,0.081835
E1,airline,4,2,1.000000,1,11.88,10.53,0.683594,0.081555
E1,airline,5,2,0.999154,1.08889,26,11.70,0.637490,0.037874
E1,airline,6,2,0.998537,1.12727,26,15.32,0.617089,0.037850
E1,airline,7,2,1.000000,1.12727,26,14.17,0.612701,0.037833
E1,airline,1,3,1.000000,1,2.16414,0.00,1.000000,0.462076
E1,airline,2,3,1.000000,1,3.21266,0.00,0.750000,0.287047
E1,airline,3,3,1.000000,1,7.425,8.62,0.703704,0.128724
E1,airline,4,3,1.000000,1,7.425,6.49,0.683594,0.128030
E1,airline,5,3,1.000000,1,22.2,6.32,0.672320,0.044241
E1,airline,6,3,1.000000,1,22.9655,8.04,0.665102,0.042761
E1,airline,7,3,0.994194,4.11111,22.9655,8.59,0.219304,0.042739
E1,airline,1,4,1.000000,1,2.0503,0.00,1.000000,0.487735
E1,airline,2,4,1.000000,1,6.35636,0.00,0.750000,0.151135
E1,airline,3,4,1.000000,1,25,5.08,0.703704,0.039469
E1,airline,4,4,1.000000,1,25,3.85,0.683594,0.039404
E1,airline,5,4,0.999788,1.03704,36.8571,6.25,0.657428,0.026839
E1,airline,6,4,0.998739,1.23684,36.8571,8.85,0.580391,0.026827
E1,airline,7,4,1.001254,1.23684,36.8571,10.85,0.576474,0.026818
E1,airline,1,5,1.000000,1,11.8074,0.00,1.000000,0.084693
E1,airline,2,5,1.000000,1,204,0.00,0.750000,0.004896
E1,airline,3,5,1.000000,1,204,5.26,0.703704,0.004894
E1,airline,4,5,1.000000,1,204,3.95,0.683594,0.004893
E1,airline,5,5,0.992596,5.375,204,4.26,0.172707,0.004892
E1,airline,6,5,0.996855,5.375,204,5.41,0.172207,0.004892
E1,airline,7,5,0.997089,5.375,204,7.09,0.171852,0.004892
E1,airline,1,6,1.000000,1,4.59923,0.00,1.000000,0.217428
E1,airline,2,6,1.000000,1,6.66667,2.50,0.750000,0.144375
E1,airline,3,6,1.000000,1,6.66667,3.45,0.703704,0.142625
E1,airline,4,6,1.000000,1,7.80952,2.60,0.683594,0.122030
E1,airline,5,6,0.994920,2.41176,25.9667,4.21,0.351336,0.037922
E1,airline,6,6,0.994550,2.41176,25.9667,7.14,0.349268,0.037898
E1,airline,7,6,0.997921,2.41176,25.9667,9.38,0.347812,0.037881
E1,airline,1,7,1.000000,1,1.70818,0.00,1.000000,0.585418
E1,airline,2,7,1.000000,1,1.70818,7.69,0.750000,0.499739
E1,airline,3,7,1.000000,1,10.4778,15.52,0.703704,0.092436
E1,airline,4,7,1.000000,1,10.4778,12.99,0.683594,0.092078
E1,airline,5,7,1.000000,1,10.4778,13.83,0.672320,0.091865
E1,airline,6,7,0.999163,1.12903,10.4778,13.51,0.616467,0.091724
E1,airline,7,7,0.998752,1.21429,31.4333,14.96,0.583614,0.031383
E1,airline,1,8,1.000000,1,2.06677,0.00,1.000000,0.483848
E1,airline,2,8,1.000000,1,5.52632,0.00,0.750000,0.172766
E1,airline,3,8,1.000000,1,6.10526,5.08,0.703704,0.155013
E1,airline,4,8,1.000000,1,6.10526,5.13,0.683594,0.154004
E1,airline,5,8,0.998093,1.28125,18.2593,8.33,0.571983,0.053580
E1,airline,6,8,0.999372,1.28125,18.2593,10.62,0.566617,0.053532
E1,airline,7,8,0.997927,1.28125,18.2593,10.08,0.562873,0.053498
E1,airline,1,9,1.000000,1,2.37508,0.00,1.000000,0.421039
E1,airline,2,9,1.000000,1,3.48907,2.56,0.750000,0.266073
E1,airline,3,9,1.000000,1,49.7143,5.17,0.703704,0.019980
E1,airline,4,9,1.000000,1,49.7143,3.90,0.683594,0.019964
E1,airline,5,9,0.995342,3.44444,103.571,5.26,0.258509,0.009618
E1,airline,6,9,0.994971,3.44444,103.571,7.21,0.257388,0.009616
E1,airline,7,9,1.001252,3.44444,103.571,8.66,0.256595,0.009615
E1,airline,1,10,1.000000,1,3.96084,0.00,1.000000,0.252472
E1,airline,2,10,1.000000,1,3.96084,7.69,0.750000,0.236536
E1,airline,3,10,1.000000,1,3.96084,10.53,0.703704,0.231820
E1,airline,4,10,0.999571,1.0155,5.34215,9.21,0.677104,0.174456
E1,airline,5,10,1.001491,1.0155,14.6909,8.51,0.666019,0.066241
E1,airline,6,10,0.999366,1.9,14.6909,10.81,0.423538,0.066168
E1,airline,7,10,1.001674,1.9,14.6909,12.60,0.421406,0.066115
E1,airline,1,11,1.000000,1,1.87658,0.00,1.000000,0.532884
E1,airline,2,11,1.000000,1,2.46102,5.13,0.750000,0.365059
E1,airline,3,11,1.000000,1,4.90105,8.77,0.703704,0.190475
E1,airline,4,11,1.000000,1,4.90105,6.58,0.683594,0.188950
E1,airline,5,11,1.000000,1,10.2105,6.38,0.672320,0.094176
E1,airline,6,11,1.000000,1,10.2105,7.21,0.665102,0.094027
E1,airline,7,11,1.000000,1,35,7.09,0.660083,0.028224
E1,airline,1,12,1.000000,1,1.79546,0.00,1.000000,0.556960
E1,airline,2,12,1.000000,1,2.31618,7.69,0.750000,0.385144
