dataset,p,seed,K,eta_sel_csv,eta_sel_fixedk,LK_csv,LK_fixedk,is_inf,n_steps_nonpos_csv,n_zero_steps_replay,n_harmful_zero_replay,n_benign_zero_replay,eta_sel_changed,LK_changed
facebook_government,0.5,2,20,2.63889,inf,0.317903,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,2,21,2.63889,inf,0.317783,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,2,22,2.63889,inf,0.317675,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,2,23,2.63889,inf,0.317576,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,2,24,2.63889,inf,0.317485,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,2,25,2.63889,inf,0.317402,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,2,26,2.63889,inf,0.317325,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,2,27,2.63889,inf,0.317254,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,2,28,2.63889,inf,0.317188,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,2,29,4.05882,inf,0.219195,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,2,30,4.05882,inf,0.219167,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,3,1,1,1,1.000000,1.000000,0,0,0,0,0,0,0
facebook_government,0.5,3,2,1,1,0.750000,0.750000,0,0,0,0,0,0,0
facebook_government,0.5,3,3,1,1,0.703704,0.703704,0,0,0,0,0,0,0
facebook_government,0.5,3,4,1,1,0.683594,0.683594,0,0,0,0,0,0,0
facebook_government,0.5,3,5,1.28829,1.28829,0.569816,0.569816,0,0,0,0,0,0,0
facebook_government,0.5,3,6,1.28829,1.28829,0.564488,0.564488,0,0,0,0,0,0,0
facebook_government,0.5,3,7,1.28829,1.28829,0.560770,0.560770,0,0,0,0,0,0,0
facebook_government,0.5,3,8,1.29524,1.29524,0.555986,0.555986,0,0,0,0,0,0,0
facebook_government,0.5,3,9,5.23077,5.23077,0.175713,0.175713,0,0,0,0,0,0,0
facebook_government,0.5,3,10,5.23077,5.23077,0.175541,0.175541,0,0,0,0,0,0,0
facebook_government,0.5,3,11,5.23077,5.23077,0.175400,0.175400,0,0,0,0,0,0,0
facebook_government,0.5,3,12,5.23077,5.23077,0.175284,0.175284,0,0,0,0,0,0,0
facebook_government,0.5,3,13,118,118,0.008442,0.008442,0,0,0,0,0,0,0
facebook_government,0.5,3,14,118,118,0.008441,0.008441,0,0,0,0,0,0,0
facebook_government,0.5,3,15,118,118,0.008441,0.008441,0,0,0,0,0,0,0
facebook_government,0.5,3,16,118,118,0.008441,0.008441,0,0,0,0,0,0,0
facebook_government,0.5,3,17,118,118,0.008441,0.008441,0,0,0,0,0,0,0
facebook_government,0.5,3,18,118,118,0.008441,0.008441,0,0,0,0,0,0,0
facebook_government,0.5,3,19,118,118,0.008441,0.008441,0,0,0,0,0,0,0
facebook_government,0.5,3,20,118,118,0.008441,0.008441,0,0,0,0,0,0,0
facebook_government,0.5,3,21,118,118,0.008440,0.008440,0,0,0,0,0,0,0
facebook_government,0.5,3,22,118,118,0.008440,0.008440,0,0,0,0,0,0,0
facebook_government,0.5,3,23,118,118,0.008440,0.008440,0,0,0,0,0,0,0
facebook_government,0.5,3,24,118,118,0.008440,0.008440,0,0,0,0,0,0,0
facebook_government,0.5,3,25,118,118,0.008440,0.008440,0,0,0,0,0,0,0
facebook_government,0.5,3,26,118,118,0.008440,0.008440,0,0,0,0,0,0,0
facebook_government,0.5,3,27,118,118,0.008440,0.008440,0,0,0,0,0,0,0
facebook_government,0.5,3,28,118,118,0.008440,0.008440,0,0,0,0,0,0,0
facebook_government,0.5,3,29,118,118,0.008440,0.008440,0,0,0,0,0,0,0
facebook_government,0.5,3,30,118,118,0.008440,0.008440,0,0,0,0,0,0,0
facebook_government,0.5,7,1,1,1,1.000000,1.000000,0,0,0,0,0,0,0
facebook_government,0.5,7,2,1,1,0.750000,0.750000,0,0,0,0,0,0,0
facebook_government,0.5,7,3,1,1,0.703704,0.703704,0,0,0,0,0,0,0
facebook_government,0.5,7,4,1.84615,1.84615,0.441237,0.441237,0,0,0,0,0,0,0
facebook_government,0.5,7,5,1.84615,1.84615,0.436346,0.436346,0,0,0,0,0,0,0
facebook_government,0.5,7,6,1.84615,1.84615,0.433170,0.433170,0,0,0,0,0,0,0
facebook_government,0.5,7,7,1.84615,1.84615,0.430941,0.430941,0,0,0,0,0,0,0
facebook_government,0.5,7,8,1.84615,1.84615,0.429291,0.429291,0,0,0,0,0,0,0
facebook_government,0.5,7,9,1.84615,inf,0.428020,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,10,1.84615,inf,0.427011,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,11,1.84615,inf,0.426190,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,12,1.84615,inf,0.425510,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,13,1.84615,inf,0.424937,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,14,1.84615,inf,0.424447,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,15,1.84615,inf,0.424024,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,16,2.0625,inf,0.388809,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,17,2.0625,inf,0.388535,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,18,4.125,inf,0.216568,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,19,4.125,inf,0.216500,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,20,4.125,inf,0.216438,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,21,4.125,inf,0.216383,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,22,6.53333,inf,0.142382,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,23,6.53333,inf,0.142362,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,24,6.53333,inf,0.142343,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,25,6.53333,inf,0.142326,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,26,6.53333,inf,0.142311,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,27,6.53333,inf,0.142296,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,28,6.53333,inf,0.142283,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,29,6.53333,inf,0.142271,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,7,30,6.53333,inf,0.142259,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,1,1,1,1.000000,1.000000,0,0,0,0,0,0,0
facebook_government,0.5,9,2,1,1,0.750000,0.750000,0,0,0,0,0,0,0
facebook_government,0.5,9,3,1.89362,1.89362,0.440585,0.440585,0,0,0,0,0,0,0
facebook_government,0.5,9,4,1.89362,1.89362,0.432411,0.432411,0,0,0,0,0,0,0
facebook_government,0.5,9,5,1.89362,1.89362,0.427711,0.427711,0,0,0,0,0,0,0
facebook_government,0.5,9,6,1.89362,1.89362,0.424658,0.424658,0,0,0,0,0,0,0
facebook_government,0.5,9,7,1.89362,inf,0.422515,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,8,1.89362,inf,0.420927,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,9,1.89362,inf,0.419704,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,10,1.89362,inf,0.418733,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,11,1.89362,inf,0.417943,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,12,1.89362,inf,0.417288,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,13,1.89362,inf,0.416736,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,14,1.89362,inf,0.416265,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,15,4.71429,inf,0.192357,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,16,4.71429,inf,0.192280,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,17,4.71429,inf,0.192212,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,18,4.71429,inf,0.192152,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,19,4.71429,inf,0.192098,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,20,4.71429,inf,0.192049,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,21,4.71429,inf,0.192005,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,22,4.71429,inf,0.191965,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,23,4.71429,inf,0.191929,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,24,4.71429,inf,0.191896,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,25,4.71429,inf,0.191865,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,26,4.71429,inf,0.191837,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,27,4.71429,inf,0.191811,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,28,4.71429,inf,0.191786,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,29,4.71429,inf,0.191764,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,9,30,4.71429,inf,0.191743,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,1,1,1,1.000000,1.000000,0,0,0,0,0,0,0
facebook_government,0.5,10,2,1,1,0.750000,0.750000,0,0,0,0,0,0,0
facebook_government,0.5,10,3,1,1,0.703704,0.703704,0,0,0,0,0,0,0
facebook_government,0.5,10,4,1.84615,1.84615,0.441237,0.441237,0,0,0,0,0,0,0
facebook_government,0.5,10,5,1.84615,1.84615,0.436346,0.436346,0,0,0,0,0,0,0
facebook_government,0.5,10,6,1.84615,1.84615,0.433170,0.433170,0,0,0,0,0,0,0
facebook_government,0.5,10,7,1.84615,1.84615,0.430941,0.430941,0,0,0,0,0,0,0
facebook_government,0.5,10,8,1.84615,1.84615,0.429291,0.429291,0,0,0,0,0,0,0
facebook_government,0.5,10,9,1.84615,1.84615,0.428020,0.428020,0,0,0,0,0,0,0
facebook_government,0.5,10,10,1.84615,1.84615,0.427011,0.427011,0,0,0,0,0,0,0
facebook_government,0.5,10,11,1.84615,1.84615,0.426190,0.426190,0,0,0,0,0,0,0
facebook_government,0.5,10,12,1.84615,1.84615,0.425510,0.425510,0,0,0,0,0,0,0
facebook_government,0.5,10,13,1.84615,inf,0.424937,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,14,1.84615,inf,0.424447,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,15,1.84615,inf,0.424024,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,16,3.96,inf,0.224726,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,17,3.96,inf,0.224634,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,18,3.96,inf,0.224551,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,19,3.96,inf,0.224478,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,20,3.96,inf,0.224411,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,21,3.96,inf,0.224352,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,22,3.96,inf,0.224297,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,23,3.96,inf,0.224248,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,24,3.96,inf,0.224202,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,25,3.96,inf,0.224160,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,26,3.96,inf,0.224122,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,27,3.96,inf,0.224086,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,28,3.96,inf,0.224053,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,29,3.96,inf,0.224022,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,10,30,3.96,inf,0.223993,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,1,1,1,1.000000,1.000000,0,0,0,0,0,0,0
facebook_government,0.5,15,2,1,1,0.750000,0.750000,0,0,0,0,0,0,0
facebook_government,0.5,15,3,1,1,0.703704,0.703704,0,0,0,0,0,0,0
facebook_government,0.5,15,4,1.84615,1.84615,0.441237,0.441237,0,0,0,0,0,0,0
facebook_government,0.5,15,5,1.84615,1.84615,0.436346,0.436346,0,0,0,0,0,0,0
facebook_government,0.5,15,6,1.84615,1.84615,0.433170,0.433170,0,0,0,0,0,0,0
facebook_government,0.5,15,7,1.84615,1.84615,0.430941,0.430941,0,0,0,0,0,0,0
facebook_government,0.5,15,8,1.84615,1.84615,0.429291,0.429291,0,0,0,0,0,0,0
facebook_government,0.5,15,9,6.47619,6.47619,0.144228,0.144228,0,0,0,0,0,0,0
facebook_government,0.5,15,10,6.47619,6.47619,0.144112,0.144112,0,0,0,0,0,0,0
facebook_government,0.5,15,11,6.47619,6.47619,0.144018,0.144018,0,0,0,0,0,0,0
facebook_government,0.5,15,12,6.47619,inf,0.143939,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,13,6.47619,inf,0.143873,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,14,6.47619,inf,0.143816,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,15,6.47619,inf,0.143766,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,16,6.47619,inf,0.143723,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,17,6.47619,inf,0.143685,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,18,6.47619,inf,0.143652,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,19,6.47619,inf,0.143621,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,20,6.47619,inf,0.143594,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,21,6.47619,inf,0.143570,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,22,6.47619,inf,0.143547,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,23,6.47619,inf,0.143527,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,24,6.47619,inf,0.143508,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,25,6.47619,inf,0.143491,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,26,6.47619,inf,0.143475,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,27,6.47619,inf,0.143461,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,28,6.47619,inf,0.143447,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,29,6.47619,inf,0.143434,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,15,30,6.47619,inf,0.143423,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,1,1,1,1.000000,1.000000,0,0,0,0,0,0,0
facebook_government,0.5,16,2,1,1,0.750000,0.750000,0,0,0,0,0,0,0
facebook_government,0.5,16,3,1.89362,1.89362,0.440585,0.440585,0,0,0,0,0,0,0
facebook_government,0.5,16,4,1.89362,1.89362,0.432411,0.432411,0,0,0,0,0,0,0
facebook_government,0.5,16,5,1.89362,1.89362,0.427711,0.427711,0,0,0,0,0,0,0
facebook_government,0.5,16,6,1.89362,1.89362,0.424658,0.424658,0,0,0,0,0,0,0
facebook_government,0.5,16,7,1.89362,1.89362,0.422515,0.422515,0,0,0,0,0,0,0
facebook_government,0.5,16,8,1.89362,1.89362,0.420927,0.420927,0,0,0,0,0,0,0
facebook_government,0.5,16,9,1.89362,1.89362,0.419704,0.419704,0,0,0,0,0,0,0
facebook_government,0.5,16,10,1.89362,1.89362,0.418733,0.418733,0,0,0,0,0,0,0
facebook_government,0.5,16,11,1.89362,1.89362,0.417943,0.417943,0,0,0,0,0,0,0
facebook_government,0.5,16,12,6.55556,6.55556,0.142317,0.142317,0,0,0,0,0,0,0
facebook_government,0.5,16,13,6.55556,6.55556,0.142252,0.142252,0,0,0,0,0,0,0
facebook_government,0.5,16,14,6.55556,inf,0.142196,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,15,6.55556,inf,0.142148,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,16,6.55556,inf,0.142106,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,17,6.55556,inf,0.142068,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,18,6.55556,inf,0.142035,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,19,6.55556,inf,0.142006,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,20,6.55556,inf,0.141979,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,21,6.55556,inf,0.141955,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,22,6.55556,inf,0.141933,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,23,6.55556,inf,0.141914,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,24,6.55556,inf,0.141895,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,25,6.55556,inf,0.141879,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,26,6.55556,inf,0.141863,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,27,6.55556,inf,0.141849,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,28,6.55556,inf,0.141835,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,29,6.55556,inf,0.141823,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,16,30,6.55556,inf,0.141812,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,1,1,1,1.000000,1.000000,0,0,0,0,0,0,0
facebook_government,0.5,17,2,1,1,0.750000,0.750000,0,0,0,0,0,0,0
facebook_government,0.5,17,3,1,1,0.703704,0.703704,0,0,0,0,0,0,0
facebook_government,0.5,17,4,1.84615,1.84615,0.441237,0.441237,0,0,0,0,0,0,0
facebook_government,0.5,17,5,1.84615,1.84615,0.436346,0.436346,0,0,0,0,0,0,0
facebook_government,0.5,17,6,1.84615,1.84615,0.433170,0.433170,0,0,0,0,0,0,0
facebook_government,0.5,17,7,1.84615,1.84615,0.430941,0.430941,0,0,0,0,0,0,0
facebook_government,0.5,17,8,1.84615,1.84615,0.429291,0.429291,0,0,0,0,0,0,0
facebook_government,0.5,17,9,1.84615,inf,0.428020,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,10,1.84615,inf,0.427011,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,11,1.84615,inf,0.426190,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,12,1.84615,inf,0.425510,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,13,5.95,inf,0.155629,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,14,5.95,inf,0.155562,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,15,5.95,inf,0.155505,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,16,5.95,inf,0.155454,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,17,5.95,inf,0.155410,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,18,5.95,inf,0.155370,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,19,5.95,inf,0.155335,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,20,5.95,inf,0.155303,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,21,5.95,inf,0.155274,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,22,5.95,inf,0.155248,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,23,5.95,inf,0.155224,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,24,5.95,inf,0.155203,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,25,5.95,inf,0.155183,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,26,5.95,inf,0.155164,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,27,5.95,inf,0.155147,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,28,5.95,inf,0.155131,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,29,5.95,inf,0.155116,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,17,30,5.95,inf,0.155102,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,19,1,1,1,1.000000,1.000000,0,0,0,0,0,0,0
facebook_government,0.5,19,2,1,1,0.750000,0.750000,0,0,0,0,0,0,0
facebook_government,0.5,19,3,1,1,0.703704,0.703704,0,0,0,0,0,0,0
facebook_government,0.5,19,4,1.84615,1.84615,0.441237,0.441237,0,0,0,0,0,0,0
facebook_government,0.5,19,5,1.84615,1.84615,0.436346,0.436346,0,0,0,0,0,0,0
facebook_government,0.5,19,6,1.84615,1.84615,0.433170,0.433170,0,0,0,0,0,0,0
facebook_government,0.5,19,7,1.84615,1.84615,0.430941,0.430941,0,0,0,0,0,0,0
facebook_government,0.5,19,8,2.47273,2.47273,0.339654,0.339654,0,0,0,0,0,0,0
facebook_government,0.5,19,9,2.47273,2.47273,0.338853,0.338853,0,0,0,0,0,0,0
facebook_government,0.5,19,10,2.47273,2.47273,0.338216,0.338216,0,0,0,0,0,0,0
facebook_government,0.5,19,11,2.47273,2.47273,0.337698,0.337698,0,0,0,0,0,0,0
facebook_government,0.5,19,12,2.47273,2.47273,0.337267,0.337267,0,0,0,0,0,0,0
facebook_government,0.5,19,13,2.47273,2.47273,0.336904,0.336904,0,0,0,0,0,0,0
facebook_government,0.5,19,14,2.47273,2.47273,0.336594,0.336594,0,0,0,0,0,0,0
facebook_government,0.5,19,15,6.38889,6.38889,0.145590,0.145590,0,0,0,0,0,0,0
facebook_government,0.5,19,16,6.38889,6.38889,0.145546,0.145546,0,0,0,0,0,0,0
facebook_government,0.5,19,17,6.38889,6.38889,0.145507,0.145507,0,0,0,0,0,0,0
facebook_government,0.5,19,18,6.38889,6.38889,0.145472,0.145472,0,0,0,0,0,0,0
facebook_government,0.5,19,19,6.38889,6.38889,0.145441,0.145441,0,0,0,0,0,0,0
facebook_government,0.5,19,20,6.38889,6.38889,0.145413,0.145413,0,0,0,0,0,0,0
facebook_government,0.5,19,21,6.38889,inf,0.145388,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,19,22,6.38889,inf,0.145365,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,19,23,6.38889,inf,0.145344,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,19,24,6.38889,inf,0.145325,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,19,25,6.38889,inf,0.145308,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,19,26,6.38889,inf,0.145291,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,19,27,6.38889,inf,0.145276,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,19,28,6.38889,inf,0.145262,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,19,29,6.38889,inf,0.145249,0.000000,1,1,1,1,0,1,1
facebook_government,0.5,19,30,6.38889,inf,0.145237,0.000000,1,1,1,1,0,1,1
facebook_politician,0.3,0,1,1,1,1.000000,1.000000,0,0,0,0,0,0,0
facebook_politician,0.3,0,2,1.01339,1.01339,0.743348,0.743348,0,0,0,0,0,0,0
facebook_politician,0.3,0,3,1.02791,1.02791,0.691473,0.691473,0,0,0,0,0,0,0
facebook_politician,0.3,0,4,1.94382,1.94382,0.423440,0.423440,0,0,0,0,0,0,0
facebook_politician,0.3,0,5,1.94382,1.94382,0.418931,0.418931,0,0,0,0,0,0,0
facebook_politician,0.3,0,6,1.94382,1.94382,0.416000,0.416000,0,0,0,0,0,0,0
facebook_politician,0.3,0,7,2.39286,2.39286,0.350080,0.350080,0,0,0,0,0,0,0
facebook_politician,0.3,0,8,2.39286,2.39286,0.348984,0.348984,0,0,0,0,0,0,0
facebook_politician,0.3,0,9,2.39286,2.39286,0.348139,0.348139,0,0,0,0,0,0,0
facebook_politician,0.3,0,10,2.39286,2.39286,0.347467,0.347467,0,0,0,0,0,0,0
facebook_politician,0.3,0,11,22.2,22.2,0.044134,0.044134,0,0,0,0,0,0,0
facebook_politician,0.3,0,12,22.2,22.2,0.044127,0.044127,0,0,0,0,0,0,0
facebook_politician,0.3,0,13,22.2,22.2,0.044120,0.044120,0,0,0,0,0,0,0
facebook_politician,0.3,0,14,22.2,22.2,0.044115,0.044115,0,0,0,0,0,0,0
facebook_politician,0.3,0,15,22.2,22.2,0.044110,0.044110,0,0,0,0,0,0,0
facebook_politician,0.3,0,16,22.2,22.2,0.044106,0.044106,0,0,0,0,0,0,0
facebook_politician,0.3,0,17,22.2,22.2,0.044103,0.044103,0,0,0,0,0,0,0
facebook_politician,0.3,0,18,22.2,22.2,0.044100,0.044100,0,0,0,0,0,0,0
facebook_politician,0.3,0,19,22.2,22.2,0.044097,0.044097,0,0,0,0,0,0,0
facebook_politician,0.3,0,20,22.2,22.2,0.044094,0.044094,0,0,0,0,0,0,0
facebook_politician,0.3,0,21,22.2,22.2,0.044092,0.044092,0,0,0,0,0,0,0
facebook_politician,0.3,0,22,22.2,22.2,0.044090,0.044090,0,0,0,0,0,0,0
facebook_politician,0.3,0,23,22.2,22.2,0.044088,0.044088,0,0,0,0,0,0,0
facebook_politician,0.3,0,24,22.2,22.2,0.044086,0.044086,0,0,0,0,0,0,0
facebook_politician,0.3,0,25,22.2,22.2,0.044084,0.044084,0,0,0,0,0,0,0
facebook_politician,0.3,0,26,22.2,22.2,0.044083,0.044083,0,0,0,0,0,0,0
facebook_politician,0.3,0,27,22.2,22.2,0.044082,0.044082,0,0,0,0,0,0,0
facebook_politician,0.3,0,28,22.2,22.2,0.044080,0.044080,0,0,0,0,0,0,0
facebook_politician,0.3,0,29,22.2,22.2,0.044079,0.044079,0,0,0,0,0,0,0
facebook_politician,0.3,0,30,22.2,22.2,0.044078,0.044078,0,0,0,0,0,0,0
facebook_politician,0.3,15,1,1,1,1.000000,1.000000,0,0,0,0,0,0,0
facebook_politician,0.3,15,2,1.02715,1.02715,0.736609,0.736609,0,0,0,0,0,0,0
facebook_politician,0.3,15,3,2.42222,2.42222,0.358637,0.358637,0,0,0,0,0,0,0
facebook_politician,0.3,15,4,2.42222,2.42222,0.353213,0.353213,0,0,0,0,0,0,0
facebook_politician,0.3,15,5,2.42222,2.42222,0.350069,0.350069,0,0,0,0,0,0,0
facebook_politician,0.3,15,6,4.18421,4.18421,0.216421,0.216421,0,0,0,0,0,0,0
facebook_politician,0.3,15,7,4.18421,4.18421,0.215861,0.215861,0,0,0,0,0,0,0
facebook_politician,0.3,15,8,4.18421,4.18421,0.215443,0.215443,0,0,0,0,0,0,0
facebook_politician,0.3,15,9,4.18421,4.18421,0.215120,0.215120,0,0,0,0,0,0,0
facebook_politician,0.3,15,10,4.18421,4.18421,0.214862,0.214862,0,0,0,0,0,0,0
facebook_politician,0.3,15,11,4.18421,4.18421,0.214652,0.214652,0,0,0,0,0,0,0
facebook_politician,0.3,15,12,4.18421,4.18421,0.214477,0.214477,0,0,0,0,0,0,0
facebook_politician,0.3,15,13,4.18421,4.18421,0.214330,0.214330,0,0,0,0,0,0,0
facebook_politician,0.3,15,14,5.22222,5.22222,0.175362,0.175362,0,0,0,0,0,0,0
facebook_politician,0.3,15,15,5.22222,5.22222,0.175289,0.175289,0,0,0,0,0,0,0
facebook_politician,0.3,15,16,5.22222,5.22222,0.175225,0.175225,0,0,0,0,0,0,0
facebook_politician,0.3,15,17,5.22222,5.22222,0.175168,0.175168,0,0,0,0,0,0,0
facebook_politician,0.3,15,18,5.22222,5.22222,0.175118,0.175118,0,0,0,0,0,0,0
facebook_politician,0.3,15,19,5.22222,5.22222,0.175073,0.175073,0,0,0,0,0,0,0
facebook_politician,0.3,15,20,5.22222,5.22222,0.175033,0.175033,0,0,0,0,0,0,0
